poi_code,name,address,location_status,reviews_count,reviews,ratings,Category,Category - Sherlock,ST,h3index,amenities__has_bar_onsite,atmosphere__feels_casual,atmosphere__feels_cozy,atmosphere__feels_hip,atmosphere__feels_quiet,atmosphere__feels_romantic,atmosphere__feels_upscale,atmosphere__is_recently_popular,highlights__has_bar_games,highlights__has_fast_service,highlights__has_karaoke_nights,highlights__has_live_music,highlights__has_seating_rooftop,offerings__has_dancing,offerings__has_private_dining_room,offerings__serves_happy_hour_drinks,offerings__serves_happy_hour_food,offerings__serves_late_night_food,offerings__serves_liquor,offerings__serves_wine,parking__has_parking_valet,planning__accepts_reservations,planning__recommends_reservations_brunch,planning__recommends_reservations_dinner,planning__recommends_reservations_lunch,planning__requires_reservations,url_hash,brand_count_dict,brand_category_dict,absinthe_brand_name,beer_brand_name,brandy_brand_name,feni_brand_name,gin_brand_name,martini_brand_name,mezcal_brand_name,mojito_brand_name,old_fashioned_brand_name,other_brand_name,other_cocktails_brand_name,picante_brand_name,rum_brand_name,soju_brand_name,spirits_brand_name,tequila_brand_name,vodka_brand_name,whisky_brand_name,wine_brand_name,absinthe_item_price_avg,beer_item_price_avg,brandy_item_price_avg,feni_item_price_avg,gin_item_price_avg,martini_item_price_avg,mezcal_item_price_avg,mojito_item_price_avg,old_fashioned_item_price_avg,other_item_price_avg,other_cocktails_item_price_avg,picante_item_price_avg,rum_item_price_avg,soju_item_price_avg,spirits_item_price_avg,tequila_item_price_avg,vodka_item_price_avg,whisky_item_price_avg,wine_item_price_avg,absinthe_item_count,beer_item_count,brandy_item_count,feni_item_count,gin_item_count,martini_item_count,mezcal_item_count,mojito_item_count,old_fashioned_item_count,other_item_count,other_cocktails_item_count,picante_item_count,rum_item_count,soju_item_count,spirits_item_count,tequila_item_count,vodka_item_count,whisky_item_count,wine_item_count,cost_for_two,mentions,cost_for_two_food,cost_for_two_drinks,cost_for_two_both,dining_price,wbi,score,pincode,premium_place,max_drink_price_avg,premium_spirit_flag,total_item_count,drink_category_count,restaurant_segment,segment_score,segment_price_source,score_breakdown,premium_brand_count,30 Best Bars,Asia's Best 50,CN traveler
0x3be7d1c137810ea3:0x21384737f2ec91e2,The Table,"Ground Floor, The Table, opposite Dhanraj Mahal, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",Open,2991,"[""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait}, time_line=a month ago, review=There\u2019s something truly special about The Table.\n\nIt\u2019s one of those rare restaurants that manages to feel both familiar and surprising every single time. The space has an easy charm \u2014 elegant but not trying too hard \u2014 and the energy always feels just right, whether it\u2019s lunch sunlight filtering through the windows or a lively dinner service.\n\nThe food is consistently beautiful in its simplicity. Every dish feels like it\u2019s been thought through \u2014 fresh, balanced, and built around great produce rather than fuss. You can taste the confidence in the cooking. The menu reads globally, but the soul of it feels distinctly their own.\n\nAnd the service \u2014 calm, intuitive, quietly excellent. It\u2019s clear that a lot of care goes into every part of the experience.\n\nAfter all these years, The Table still feels like one of the most assured, grown-up dining rooms in Mumbai \u2014 the kind of place you leave already planning your next visit., name_person=Nuzzy J}"", ""{guided_block={GUIDED_DINING_RESERVATION=Reservations recommended, GUIDED_DINING_NOISE_LEVEL=Moderate noise, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Wheelchair_accessibility, E:ACCESSIBILITY], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait}, time_line=2 weeks ago, review=Really enjoyed our meal at The Table, Mumbai. We started with fresh oysters, followed by the salmon and beef tartare, both well balanced and made with great quality ingredients. The French onion soup and corn bread were comforting and full of flavor.\n\nThe lobster was cooked perfectly and tasted excellent, and the beef fillet that followed was tender, well seasoned, and done just right. The atmosphere is relaxed yet refined, with attentive service throughout. A great place for a leisurely, well-executed meal\u2014would happily return., name_person=Vishal Shah}"", ""{guided_block={GUIDED_DINING_RESERVATION=Varies by time/day, GUIDED_DINING_NOISE_LEVEL=Moderate noise, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[1_person, E:DINING_GROUP_SIZE_ONE], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait}, time_line=a week ago, review=Having conducted prior research on this establishment, I was eager to experience their signature offering.\n\nUpon my arrival, I was promptly greeted by the hostess and escorted directly to the banquet table. After a brief period of settling in, I placed my order for the Spaghetti Nero. The dish was delivered approximately 15 minutes later.\n\nThe ingredients were notably fresh, the spaghetti was expertly seasoned, and the portion size was ample for one individual, or even one and a half.\n\nOverall, this was an exceptional experience., name_person=Gaurav Bhandarkar}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=2 months ago, review=Wow! Wow! This place lives up to its very high standards. Food, in particular, service and ambience. It\u2019s all outstanding. I must admit I was trying to find something wrong with this place. You know what it\u2019s like - nowhere can be that good. But, as hard as I tried, they delivered the best. Tip for red wine drinkers - the Montepulciano is as good as any of the reds and great value., name_person=Steven Gray}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Highly recommend, GUIDED_DINING_RESERVATION=Reservation required, GUIDED_DINING_NOISE_LEVEL=Loud, but you can still talk, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING, Wheelchair_accessibility, E:ACCESSIBILITY], GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[5-8_people, E:DINING_GROUP_SIZE_FIVE_TO_EIGHT], GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Difficult to find parking, GUIDED_DINING_ATMOSPHERE_ASPECT=4, GUIDED_DINING_WAIT_TIME=No wait}, time_line=2 months ago, review=Good food and nicely presented. Brunch menu is limited compared to dinner which has larger offerings. Too many breakfast egg items for brunch. Quick service and top notch although restaurant was busy. Every plate was almost perfect. Dessert items are limited for brunch. Coconut sorbet not recommend as the instant coconut cream after taste was too overwhelming. Reservation is a must. Price is on high side even by Mumbai standard., name_person=D. N}"", ""{guided_block={GUIDED_DINING_NOISE_LEVEL=Moderate noise, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[3-4_people, E:DINING_GROUP_SIZE_THREE_TO_FOUR], GUIDED_DINING_SPECIAL_EVENTS=[Not_sure, E:NOT_SURE], GUIDED_DINING_ATMOSPHERE_ASPECT=4, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Clearly_labelled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=3 months ago, review=Nice place with good food, though I would not merely call it an Italian restaurant, as half of the menu is made up of French cuisine! Book a few days in advance as they are usually fully packed especially on weekends. Loved every single item we tasted on the menu. Seating arrangements are fine, but can be better. Will come back for sure., name_person=Samriddhi Nandi}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=2 months ago, review=After 43 years my sister and I went out for dinner, just the two of us... no spouses, no kids, no grandkids! I wanted \""the perfect evening\"" and based on recommendations I went with my gut and reserved at The Table over other restaurants which gave me a more trending, famous-for-a-week energy.\nAnd what an evening it was! Perfect ambience, beautiful presentations, and above all, impeccable, friendly and very personal service!\nA special shout out to Dhiraj who was the team member that attended to us. I am planning to take my wife there next time I'm back in Bombay and Dhiraj is a huge part of the reason for that \u2764\ufe0f!\nHighly, highly recommend The Table., name_person=Mayank Vora}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=2 months ago, review=Incredible meal at The Table, can easily see why they're no 1.\nThe persimmon salad was one of the best things ive ever had. Other standouts are the corn bread, cornucopia crab and the sole fish. Surely coming back to try out more stuff.\nThe cocktails are fun and the staff makes great recommendations too. The bartender is gracious and accepts feedback and acts on it.\nDesserts are great as well., name_person=Sudarshan Pawar}"", ""{person_name=null, guided_block={}, time_line=null, review=Good service, great ambience, quality, price and staff is worth it !}"", ""{person_name=null, guided_block={}, time_line=null, review=Non Veg food is yummy eager hostess and servers to help you choose a good meal.}"", ""{person_name=null, guided_block={}, time_line=null, review=A good selection of wines and whiskey on offer, but don't miss the cocktails}""]",4.6,Super Premium,super premium,Super Premium,89608b0305bffff,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,ca2568c8bd229efed8bf39c8b86cb4197a77bb2a,"{'Belvedere': 1, 'Black Label': 1, 'Blue Label': 1, 'Bourg': 1, 'Budweiser': 1, 'Chivas Regal': 2, 'Corona': 1, 'Fratelli': 9, 'Glenfiddich': 1, 'Godawan': 1, 'Grey Goose': 1, 'Hapusa': 1, 'Heineken': 1, 'Hendrick’s': 1, 'Hoegaarden': 1, 'Indri': 1, 'Jack Daniels': 2, 'Jameson': 1, 'Ketel One': 1, 'Roku': 1, 'Sula': 1, 'Tanqueray': 2, 'The Glenlivet': 2, 'The Singleton': 3, 'Tinto': 1, 'Woodford': 1, 'other': 203}","{'beer': {'Budweiser': 1, 'Corona': 1, 'Heineken': 1, 'Hoegaarden': 1, 'other': 2}, 'brandy': {'other': 1}, 'feni': {'Tinto': 1}, 'gin': {'Hapusa': 1, 'Hendrick’s': 1, 'Roku': 1, 'Tanqueray': 2, 'other': 7}, 'mezcal': {'other': 1}, 'old_fashioned': {'other': 1}, 'other': {'Fratelli': 2}, 'other_cocktails': {'other': 21}, 'rum': {'Fratelli': 2, 'other': 12}, 'tequila': {'other': 14}, 'vodka': {'Belvedere': 1, 'Grey Goose': 1, 'Ketel One': 1, 'other': 1}, 'whisky': {'Black Label': 1, 'Blue Label': 1, 'Chivas Regal': 2, 'Glenfiddich': 1, 'Godawan': 1, 'Indri': 1, 'Jack Daniels': 2, 'Jameson': 1, 'The Glenlivet': 2, 'The Singleton': 3, 'Woodford': 1, 'other': 19}, 'wine': {'Bourg': 1, 'Fratelli': 5, 'Sula': 1, 'other': 124}}",,"other, Corona, Hoegaarden, Budweiser, Heineken",other,Tinto,"other, Tanqueray, Hendrick’s, Roku, Hapusa",,other,,other,Fratelli,other,,"other, Fratelli",,,other,"Belvedere, Grey Goose, other, Ketel One","other, The Glenlivet, The Singleton, Glenfiddich, Godawan, Indri, Blue Label, Chivas Regal, Black Label, Woodford, Jack Daniels, Jameson","other, Bourg, Fratelli, Sula",,789.1666667,770,990,862.5,,825,,1185,1487.5,1047.857143,,1510,,,1494.285714,797.5,2195.285714,11424.84733,,6,1,1,12,,1,,1,2,21,,14,,,14,4,35,131,"₹5,000 for two",Asia's Best 50,5000,4191.43,9191.43,,,0.6928820264,400001,1,11424.84733,TRUE,242,7,Luxury,25,direct,price[direct]:+8 | review_experience:+2 | review_vibe:+2 | premium_spirit:+2 | drink_category_depth(7_cats):+3 | menu_volume(242_items):+2 | rating(4.6):+2 | review_volume(2991):+1 | mentions:+3,24,0,1,0
0x3be7ce8c350898ed:0x664c7200a24a00a9,The Bombay Canteen,"The Bombay Canteen, Unit-1, Process House, S.B. Road, Kamala Mills, Near Radio Mirchi Office Lower, Parel, Mumbai, Maharashtra 400013",Open,10650,"[""{guided_block={}, time_line=2 weeks ago, review=Such incredible food and a very cool vibe. Would definitely recommend going if you\u2019re in Mumbai. We did the vegetarian canteen experience and it was a great way to try a lot of the menu with no thinking needed!, name_person=Rahul Mehta}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=2 weeks ago, review=The service is as good as the food. I had a sore throat and my server was quick to suggest a hot drink that was perfect. This is the kind of place where one should skip the menu and just listen to their server., name_person=Shashank Ravi}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_PRICE_RANGE=\u20b91,200\u20131,400, GUIDED_DINING_RESERVATION=Reservations recommended, GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=3, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=3 weeks ago, review=went on a sunday without reservations so it was quite crowded but we were seated quickly. the seekh kebabs and pork birria tacos were great but the eggs kejriwal was lowkey a miss. the melon drink was amazing. overall a great experience!, name_person=Navin Chawathe}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Highly recommend, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Loud, but you can still talk, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Large_vegetarian_selection, E:VEGETARIAN_OFFERINGS_INFO_LARGE_SELECTION, Clearly_labelled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=5 months ago, review=I was expecting to experience something that was uniquely and delightfully new as I reserved a table at The Bombay Canteen (as I had heard so much about it for so long) and I can safely say that this expectation was more than just met. It was a delightful afternoon spent with great cocktails and surprising fusion of flavors and concepts. We were a party of six, so we could experience a lot on the menu and barring perhaps a couple of the dishes, every other dish was simply delectable and yum! There isn\u2019t a \u201cone\u201d dish that I can single out as the highlight, there were multiple of them. Among the cocktails we tried:\n\u00b7         Tamarind Whisky Shake \u2013 just a hint of the sweet sourness from the tamarind to add the kick but did not lose the character of the whisky\n\u00b7         Waiting List \u2013 Gin based, curry leaf salt flavored, quite innovative in terms of the flavors\n\u00b7         Stranger cocktail \u2013 Refreshing and again flavor packed\nFor drinks we also had the IPA, Belgian Wit and a green apple mocktail (green flag). The beers were nice but the mocktail was ok, especially compared to the bursts of flavors we were experiencing from the other drinks. A lot of what we ate was all simply superb and sent us down a flavor packed, surprise filled road! I mean \u2013 who would have thunk \u201ckadi patta khakra\u201d can taste that good!!! (that comes with the carrot thoran btw). The Chive brioche that came with the squid kheema pao was so amazing that we asked for two extra portions of just the brioche! Buttery, fluffy and heavenly! The dishes we ate and loved: Garlic Sourdough Naan, Morning Glory, Squid Kheema Pao, Mutton claypot rice, malai kofta, chur chur paratha, avocado papdi chaat, carrot thoran, seyal Pao (chef\u2019s kiss!!!), and sea bass sev puri.\nOn the flip side, some of the dishes in our opinion missed the mark or were simply not to our palate like the Prawn Malai Curry (felt very watery and one could only taste the galangal and not much else), Prawn Pani Puri (just felt like a bit of strange juxtaposition in terms of flavors) and the fish pulimunchi (which was good in terms of flavor but simply wasn\u2019t pulimunchi). The Ghee roast kabab and the corn locho were not bad but felt quite flat and underwhelming.\nFinally, do not miss the dessert! The Coffee Rasgulla Sundae is something else! I could eat an entire bowl of just the almond brittle in that dessert. Other desserts we ate and loved \u2013 Gadbad falooda, my uncle\u2019s birthday cake and coconut phirni.\nOur server Tilak was prompt, friendly and amazing with his recommendations. The service is quick and on point. Make sure to call ahead and reserve your table, especially if you plan to visit the place over the weekend. Valet parking is available., name_person=Kanchan Shetty}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=a month ago, review=I first dined here on my birthday and that meal has been one of the top 5 of my life so far.\nI also hadn't had a drink for over a year at this point so I wanted to try one and the bartender made a citrus based gin cocktail that I still think of sometimes \ud83d\ude02, name_person=Ashmeet Kaur Sehgal}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING, Kid-friendliness, E:KID_FRIENDLINESS, Wheelchair_accessibility, E:ACCESSIBILITY], GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Somewhat difficult to find parking, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Somewhat recommend, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Moderate noise, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Vegetarian_menu_or_section, E:VEGETARIAN_OFFERINGS_INFO_SEPARATE_MENU_SECTION]}, time_line=5 months ago, review=Best Restaurant Near Me in Mumbai: My banking partner who had already tried and recommended The Bombay canteen special non-veg dishes suggested this place. Luckily, we managed to get a table during lunch hours. The ambience was lively, and the staff was polite and helpful. Since I\u2019m a pure vegetarian, we chose to stick to vegetarian options. On recommendation, we started with aloo chaat and corn. For the main course, we ordered malai kofta with paratha, followed by a delicious serving of kheer. The restaurant also has wheelchair \u267f-accessible parking \ud83c\udd7f\ufe0f and entrance. recommended place for non vegetarians food lovers., name_person=Sushant Shukla}"", ""{guided_block={GUIDED_DINING_RESERVATION=Reservation required, GUIDED_DINING_NOISE_LEVEL=Quiet, easy to talk, GUIDED_DINING_FOOD_ASPECT=2, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[2_people, E:DINING_GROUP_SIZE_TWO], GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=3 months ago, review=All the mocktails are forgettable. The food price is astronomical and portion size is miniscule. All the food recommendations were good but the dum aloo main course was awful. I don't understand why is this place so highly rated.\n\nWe were 9 people and ended up trying up everything on the menu because the portion size was so tiny. Seeing the portion sizes, we considered going to Pop Tates next door., name_person=Rohit Rawat}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait}, time_line=Edited a month ago, review=The experience at this popular place was definitely worth it. Worldwide food fusion with an Indian twist! The Sea Bass sev puri and crab kulcha were spot on \ud83d\ude0b, name_person=Ashik Sota}"", ""{person_name=null, guided_block={}, time_line=null, review=Pleasent place to dine in, good food and service, comfortable Atmosphere}"", ""{person_name=null, guided_block={}, time_line=null, review=Best canteen for staff and with family to eat meal in cheap rates.}"", ""{person_name=null, guided_block={}, time_line=null, review=Great Ambience, Good Service & Yummy Food n Desserts..}""]",4.5,Super Premium,super premium,Super Premium,89608b0a54bffff,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,6847969ed6ff3711cce5c0436bd62436f3bd5bc3,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Best Bars,,,0,1300,,0.6059444229,400013,1,0,FALSE,0,0,Premium,12,dining_cost_observed,price[dining_cost_observed]:+1 | review_experience:+1 | review_vibe:+2 | review_price_kw:+1 | rating(4.5):+2 | review_volume(10650):+2 | mentions:+3,0,1,0,0
