poi_code,restaurant_name,filename,cost_for_two,absinthe_brand_name,absinthe_item_price_avg,absinthe_item_count,beer_brand_name,beer_item_price_avg,beer_item_count,brandy_brand_name,brandy_item_price_avg,brandy_item_count,gin_brand_name,gin_item_price_avg,gin_item_count,martini_brand_name,martini_item_price_avg,martini_item_count,mezcal_brand_name,mezcal_item_price_avg,mezcal_item_count,mojito_brand_name,mojito_item_price_avg,mojito_item_count,old_fashioned_brand_name,old_fashioned_item_price_avg,old_fashioned_item_count,other_brand_name,other_item_price_avg,other_item_count,other_cocktails_brand_name,other_cocktails_item_price_avg,other_cocktails_item_count,picante_brand_name,picante_item_price_avg,picante_item_count,rum_brand_name,rum_item_price_avg,rum_item_count,soju_brand_name,soju_item_price_avg,soju_item_count,spirits_brand_name,spirits_item_price_avg,spirits_item_count,tequila_brand_name,tequila_item_price_avg,tequila_item_count,vodka_brand_name,vodka_item_price_avg,vodka_item_count,whisky_brand_name,whisky_item_price_avg,whisky_item_count,wine_brand_name,wine_item_price_avg,wine_item_count,location_status,reviews,offerings__serves_cocktails,address,ratings,reviews_count,cost_for_two_numeric,cost_for_two_drinks,mentions,amenities__has_bar_onsite,atmosphere__feels_casual,atmosphere__feels_cozy,atmosphere__feels_hip,atmosphere__feels_quiet,atmosphere__feels_romantic,atmosphere__feels_upscale,atmosphere__is_recently_popular,highlights__has_bar_games,highlights__has_fast_service,highlights__has_karaoke_nights,highlights__has_live_music,highlights__has_seating_rooftop,offerings__has_dancing,offerings__has_private_dining_room,offerings__serves_happy_hour_drinks,offerings__serves_happy_hour_food,offerings__serves_late_night_food,offerings__serves_liquor,offerings__serves_wine,parking__has_parking_valet,planning__accepts_reservations,planning__recommends_reservations_brunch,planning__recommends_reservations_dinner,planning__recommends_reservations_lunch,planning__requires_reservations,service_options__has_seating_outdoors,max_drink_price_avg,premium_spirit_flag,total_item_count,drink_category_count,restaurant_segment,segment_score,segment_price_source,score_breakdown,output_label
0x3bae16773e7dc413:0x46098eee49dc03f2,Symphony restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open,"[""{guided_block={GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_SEATING_TYPE=[Indoor_dining_area, E:DINING_SEATING_TYPE_INDOOR_DINING_AREA], GUIDED_DINING_PRICE_RANGE=\u20b9800\u20131,000, GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_TIPS_TOPICS=[Parking, E:PARKING, Kid-friendliness, E:KID_FRIENDLINESS], GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Difficult to find parking, GUIDED_DINING_ATMOSPHERE_ASPECT=3}, time_line=a month ago, review=Have visited this place for lunch about 3 or more times.\nThe environment is a bit dark for my taste, though some may like it.\nDecor, tables, chairs, cutlery, presentation, etc is above average, though not swanky.\nRates are in par with an above average restaurant of South Mumbai.\nFood quality is good which is one of its strong points.\nStaff is polite and helpful., name_person=Harish Kumar}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Other, GUIDED_DINING_PRICE_RANGE=\u20b9400\u2013600, GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=9 months ago, review=This Bar cum Restaurant is situated at very good location.\nWith Booze, they will serve salad, peanut, chutney, and Papad complimentary., name_person=saurabh singh}"", ""{guided_block={}, time_line=5 years ago, review=Symphony is a Family Restaurant & Bar located at Kemp's Corner. It's a very nice place to hangout at with friends/family for drinks and food. The food served here is prepared very nicely especially the starters. We ordered Paneer Schezwan sticks which was awesome & I highly recommend it. Punjabi food was great, Paneer Lababdar is what we ordered. Booze here is fairly priced. Typically it may cost around 1500 per person with liquor., name_person=iamkunalj}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=3, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=2 years ago, review=Had Rogan Ghosh and Chicken Rashmi Tikka, food was good, service was also good , decent place to have food with a pleasant ambience, name_person=Donald Rasquinha}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING], GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Somewhat difficult to find parking, GUIDED_DINING_SPECIAL_EVENTS=[No_special_event, E:DINING_SPECIAL_EVENTS_NO_SPECIAL_EVENT], GUIDED_DINING_ATMOSPHERE_ASPECT=4, GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Somewhat recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b9400\u2013600, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[5-8_people, E:DINING_GROUP_SIZE_FIVE_TO_EIGHT], GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Vegetarian_menu_or_section, E:VEGETARIAN_OFFERINGS_INFO_SEPARATE_MENU_SECTION, Clearly_labelled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=3 months ago, review=Great food and a value for money price with nice service, name_person=sreejit marar}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_PRICE_RANGE=\u20b9800\u20131,000}, time_line=3 years ago, review=Good Chinese food. Though it's expensive the food quantity and quality and taste is good.., name_person=Justus Chandrabose}"", ""{guided_block={}, time_line=Edited 6 years ago, review=A Very good place. Best customer service.\n\nDrinks:\n- Jin with Soda\n- Ice Tea\n- Papad with Chutney (for munching)\n\nMust try food:\n- Ajwine Chilly Roti\n- Dhanshak Dal with brown rice.\n\nNote: place not for Jains, name_person=karan khatri}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=2 years ago, review=Good food. Superb service. Only issue is less imported hard liquor \ud83d\ude0a, name_person=Krishantha Perera}"", ""{person_name=null, guided_block={}, time_line=null, review=Chilled Beer and Late night Service..overall a good place}"", ""{person_name=null, guided_block={}, time_line=null, review=North Indian, Chinese, Continental and Seafood cuisines to offer.}"", ""{person_name=null, guided_block={}, time_line=null, review=With Booze, they will serve salad, peanut, chutney, and Papad complimentary.}""]",1,"Symphony restaurant, 72, Sheredon House, August Kranti Marg, Mumbai, Maharashtra 400026",4.4,1251,,,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,Premium,15,reviews_inferred,price[reviews_inferred]:+1 | review_vibe:+2 | review_price_kw:+1 | feels_upscale:+2 | requires_reservations:+1 | recommends_reservations_dinner:+1 | has_parking_valet:+1 | serves_cocktails:+1 | serves_wine:+1 | feels_hip:+1 | has_bar_onsite:+1 | serves_late_night_food:+1 | feels_casual:-1 | rating(4.4):+1 | review_volume(1251):+1,premium
0x3be71e8a884ff4cd:0xb1c58939f86e960d,HOTEL PANARA Family Restaurant and Bar,mumbai_hotel_panara_boisar.json,"₹1,200 for two",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open,"[""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b9200\u2013400, GUIDED_DINING_DISH_RECOMMENDATION=[Chicken_Crispy], GUIDED_DINING_PARKING_OPTIONS=[Paid_street_parking, E:PARKING_OPTION_PAID_STREET_PARKING], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Parking, E:PARKING], GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Plenty of parking, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a year ago, review=In my opinion a good dining hotel in Bhoisar where you can eat and drink The quality of the food there is also good and the quantity is also good. The staff there is very good., name_person=Sagar Kanherkar}"", ""{guided_block={}, time_line=Edited 6 years ago, review=One of the best option in Boiser to dine out. They have spacious space. We prefered to eat on top floor. Served good quality food along with drinks. Loved service.\n\nOverall rating 4/5\n\nHappy Eating \ud83d\udc4d, name_person=Aniket Gavandar}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=1, GUIDED_DINING_PRICE_RANGE=\u20b9400\u2013600, GUIDED_DINING_ATMOSPHERE_ASPECT=2}, time_line=7 months ago, review=Food to be quite good, I was disappointed with the speed of service. It seemed that the staff was often confused about the orders, which affected the overall dining experience., name_person=nilesh suryawanshi}"", ""{guided_block={}, time_line=a month ago, review=This is a very good hotel for family.\ud83e\udef6\ud83d\udc95, name_person=Vivek Dube}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_PRICE_RANGE=\u20b9200\u2013400, GUIDED_DINING_FOOD_ASPECT=2, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_ATMOSPHERE_ASPECT=1}, time_line=a year ago, review=The place is disgusting. We were seated at the AC section upstairs and there were cockroaches coming out from everywhere like from behind the sofa, inside the vase on the table...Very unhygienic.. The plates had stains and were yellow, the place mats were dirty..it was disgusting all over...food was par.., name_person=just another human}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=3, GUIDED_DINING_SERVICE_ASPECT=2, GUIDED_DINING_ATMOSPHERE_ASPECT=2}, time_line=2 years ago, review=Me and my friend had lunch there. We ordered veg fried rice and chicken noodles plus just after that we also ordered muchurien chilly in starters. We got our all order almost at the same time but it took more time than expected. Was not happy with the time they took. Because we were hungry and it was 3 o clock.\n\nFood was good. Starter was quite crunchy liked it in the beginning.\n\nPlace is also good. Paid with card.\n\nHappy with overall experience., name_person=Sameer Ramteke}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_PRICE_RANGE=\u20b9600\u2013800, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=2 years ago, review=This is really a great place with excellent hospitality! The Food is delectable and value for money! The owner keeps a personal check on the hygiene and service which is quite rare.., name_person=rounak karandikar}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_PRICE_RANGE=\u20b9400\u2013600}, time_line=3 years ago, review=Decent place to grab quick lunch, dinner. Also has bar counter and serve local\nBeers.\n\nSandesh is very professional and also runs catering service for events like Marriages etc. He serves awesome food and handles crowd flawlessly., name_person=jignesh khilare}"", ""{person_name=null, guided_block={}, time_line=null, review=Good food and ambiance, family friendly, clean and polite staff and service}"", ""{person_name=null, guided_block={}, time_line=null, review=Nice place to eat Chinese , to drink .}"", ""{person_name=null, guided_block={}, time_line=null, review=I ordered butter chicken but it was too spicy}""]",1,"QQM5+H5F HOTEL PANARA Family Restaurant and Bar, Plot No 169, Boisar - Palghar Rd, Vidya Nagar, Saravali, Boisar, Khaira, Maharashtra 401501, India",3.7,718,1200,,,,,,,,,,,,,,,,,,0,,,1,,,1,,,,,,0,0,0,0,Budget,3,direct,price[direct]:+1 | review_vibe:+2 | serves_cocktails:+1 | rating(3.7):-1,mainstream
0x3be71f2e6a5be7c1:0xf925454b7c6221db,The Citrine Fine Dine,mumbai_the_citrine_fine_dine_boisar.json,₹850 for two,,,,,,,,,,,,,,,,,,,other,150,1,,,,,,,other,144.71,17,,,,,,,,,,,,,,,,,,,,,,,,,Open,"[""{\""name_person\"":\""Shubham Muneshwar\"",\""time_line\"":\""4 months ago\"",\""review\"":\""We visited this restaurant yesterday night to celebrate a special occasion. After enjoying our meal, we cut our cake and requested the staff to pack the leftover cake as a parcel. Unfortunately, during the bill payment, we forgot to collect the cake in the rush as it was late and travelling options were limited.\\n\\nBy the time we reached home, it was already 1 AM. We immediately tried to call the restaurant, but no one answered. The next morning, we personally visited the restaurant to collect our cake. To our disappointment, the staff told us that they had thrown it away because they were \u201cnot sure whose cake it was\u201d \u2014 even though we had celebrated, cut the cake, and asked them to pack it right there at our table.\\n\\nThe explanation felt unconvincing, and it appeared more like they had eaten the cake rather than actually throwing it away. This was extremely disappointing and unprofessional, especially considering it was part of our celebration and had sentimental value. We expected more responsibility and basic customer service from a reputed restaurant.\\n\\nThis incident has left a very poor impression, and I hope the management takes better care of guests\u2019 belongings in the future instead of giving excuses.\"",\""guided_block\"":{\""GUIDED_DINING_MEAL_TYPE\"":\""Dinner\"",\""GUIDED_DINING_WAIT_TIME\"":\""30-60 min\""}}"", ""{\""name_person\"":\""Gamer Boi\"",\""time_line\"":\""a month ago\"",\""review\"":\""Everything is good the food atmosphere but the service is not good. The person who takes the order give some different order. But the others who serve are good. They are the people who are good.\"",\""guided_block\"":{\""GUIDED_DINING_MEAL_TYPE\"":\""Dinner\"",\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b9600\u2013800\"",\""GUIDED_DINING_FOOD_ASPECT\"":4,\""GUIDED_DINING_SERVICE_ASPECT\"":2,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":4,\""GUIDED_DINING_WAIT_TIME\"":\""10-30 min\"",\""GUIDED_DINING_PARKING_SPACE_AVAILABILITY\"":\""Somewhat difficult to find parking\"",\""GUIDED_DINING_PARKING_OPTIONS\"":[\""Free_street_parking\"",\""E:PARKING_OPTION_FREE_STREET_PARKING\""],\""GUIDED_DINING_TIPS_TOPICS\"":[\""Parking\"",\""E:PARKING\""]}}"", ""{\""name_person\"":\""Laxmikant Punekar\"",\""time_line\"":\""a month ago\"",\""review\"":\""Worst chicken tandoori ever. Not even 200 grams in half tandoori which costed 300 rupees. Shameless.\"",\""guided_block\"":{\""GUIDED_DINING_MEAL_TYPE\"":\""Dinner\"",\""GUIDED_DINING_FOOD_ASPECT\"":1,\""GUIDED_DINING_SERVICE_ASPECT\"":3,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":4}}"", ""{\""name_person\"":\""chetan patil\"",\""time_line\"":\""3 weeks ago\"",\""review\"":\""I am often visit to this hotel. But yesterday\u2019s incident was worst. We have found hair in Starter. When we told the captain they were like it\u2019s okay. No apologies no action on it. They even don\u2019t ask for replacement. They don\u2019t agree their mistake. They even don\u2019t clean the table also.we have to ask for. I have faced the same thing before also. They are not kept the hygiene in their restaurant.I don\u2019t thing that they are believe in customer satisfaction.\"",\""guided_block\"":{\""GUIDED_DINING_MEAL_TYPE\"":\""Lunch\"",\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b9400\u2013600\"",\""GUIDED_DINING_FOOD_ASPECT\"":1,\""GUIDED_DINING_SERVICE_ASPECT\"":1,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":2}}"", ""{\""name_person\"":\""Beard Man\"",\""time_line\"":\""2 years ago\"",\""review\"":\""Today was our first time visiting Citrine Hotel. The Hotel's View, Atmosphere is Very Good. Also Service, Food Quantity Is Too Good. But we ordered \\\""Sabzi Hyderabadi Biryani\\\""(\u20b9240)and Biryani Taste Was Really The Worst. It's Like Only Boil Rice. No Aroma, No Spicy Flavour. That's Why We Give They Only 3 \u2b50 rating. We hope in future they serve us good quality food and we gave them 5 \u2b50 rating \u263a\ufe0f But Visit this place as your own risk.\"",\""guided_block\"":{\""GUIDED_DINING_MODE\"":\""Dine in\"",\""GUIDED_DINING_MEAL_TYPE\"":\""Dinner\"",\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b9200\u2013400\"",\""GUIDED_DINING_FOOD_ASPECT\"":3,\""GUIDED_DINING_SERVICE_ASPECT\"":4,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":5}}"", ""{\""name_person\"":\""Devanshu Kulshrestha\"",\""time_line\"":\""5 years ago\"",\""review\"":\""A good experience. Marketed as a fine dining restaurant this does come very close to providing that ambience. A good restaurant to spend some quality time with family or friends.\\nThe service is good and the rates too are reasonable. Also the food is not bland but tasty. The north Indian food provided by this restaurant come very close to being authentic north Indian food.\"",\""guided_block\"":{}}"", ""{\""name_person\"":\""Altaf Shaikh\"",\""time_line\"":\""Edited 3 years ago\"",\""review\"":\""So finally got the chance to visit the Citrine Hotel with the group and we spent our evening here. The ambience is good and yes crowd is there in evening. We did the lunch here. We tried Veg & Non-Veg dishes. Food taste was yummy and delicious.\\n\\nMust Try:\\nTandoori Chicken\\nChicken Mugalai\"",\""guided_block\"":{\""GUIDED_DINING_MODE\"":\""Dine in\"",\""GUIDED_DINING_MEAL_TYPE\"":\""Dinner\""}}"", ""{\""name_person\"":\""MAMTA Meshram\"",\""time_line\"":\""2 years ago\"",\""review\"":\""True Review: worst service. Called them many times but they were in their world. Asked them for water but no one listened. Spoons were kept on the table.  They even dropped plates. Worst service. \\uD83E\\uDD2E Atmosphere was ok. Food came after an hour. We ordered chilly chicken and  it was nice , hot, and tasty. 9.9/10. Then we ordered paneer butter masala and roti. It was 9.5/10. Overall service is the worst. But food is fine.\"",\""guided_block\"":{\""GUIDED_DINING_FOOD_ASPECT\"":5,\""GUIDED_DINING_SERVICE_ASPECT\"":1,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":4}}"", ""{\""person_name\"":null,\""time_line\"":null,\""review\"":\""Delicious food and good service and aggregated top quality non veg food\"",\""guided_block\"":{}}"", ""{\""person_name\"":null,\""time_line\"":null,\""review\"":\""We ordered a lot of dishes manchow soup, veg crispy, veg platters, veg sizzlers.\"",\""guided_block\"":{}}"", ""{\""person_name\"":null,\""time_line\"":null,\""review\"":\""Food quality and quantity is nice as per price.\"",\""guided_block\"":{}}""]",1,"QQW3+5PP The Citrine Fine Dine, opposite Magnus TVS Motorcycles showroom, Sanjay Nagar, Mahavir Nagar, Boisar, Maharashtra 401506, India",3,1077,850,600,,,,,,,,,,,,,,,,,0,,,1,,,1,,,,,,150,0,18,0,Mid,5,direct,price[direct]:+1 | review_experience:+1 | review_vibe:+2 | serves_cocktails:+1 | rating(3.0):-1 | review_volume(1077):+1,mainstream 
0x3be727098e249e9d:0x549fdcdafdbea4c3,Surbhi Malvani Kitchen & Bar,mumbai_surbhi_malvani_kitchen_bar_kandivali_west.json,₹800 for two,,,,"Kingfisher, Budweiser, Carlsberg, Tuborg, Heineken, other, Corona",391.76,17,"other, Black Dog, VAT 69",610,7,other,905,2,other,375,2,,,,other,320,1,,,,"Jack Daniels, Blenders Pride, Antiquity Blue, Royal Stag, Imperial Blue, McDowell's",495,22,other,405,32,,,,"Bacardi, Captain Morgan, other, Old Monk",344.17,18,,,,,,,,,,"Smirnoff, Black Label, Grey Goose, other, Black Dog, Romanov",790.34,29,"other, Chivas Regal, Ballantine's, Black & White, 100 Pipers",959,20,Sula,990,6,Open,"[""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Highly recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_DISH_RECOMMENDATION=[Jeera_Rice, Sukka_Chicken_&_Butter_Garlic_Naan, Chicken_Lollipop, Sabzi_Roti_with_Beer], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Clearly_labeled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=a year ago, review=Food tasted too good... Quick service.. friendly ambience...fresh sea food..will definitely recommend to my family and friends..., name_person=Pratignya SHETTY}"", ""{guided_block={}, time_line=4 years ago, review=We visited this place for lunch, when we were on our way towards Dahanu beach. Frankly speaking, we were pleasantly surprized by their delicious food. We were not expecting much from a restaurant which is tucked away from the main road, not easily visible as well; but it is more than what meets the eye.\n\nWe dined in AC Family room. The aircon was pleasant. We went in late, so there was no rush as well. We tried variety of dishes and we LOVED every single one of them. Starters in Paneer, Chicken, Garlic Butter Naans which were so toasty and silky at the same time, entire Main Course in Chicken, adequetly pan fried Jeera Rice and Sweet Lime Soda to finish off. Everything was carefully and perfectly prepared and needless to say - extra delicious. The servers were prompt and obliged to our request of extra lemons/onions or other requests like these. We loved this dining experience. It was like bumping into the right place at the right time. We were so well fed and happy at the end of the meal, which I think says a lot about the food and food experience we had in here.\n\nThe interior is basic, so I hope you dont expect much of the ambience, but the food is great. If you want to have good food, this is your place. Amenities wise, it's okay. Their washrooms can be improved, but this didn't take away any fun we had while munching here.\n\nIf you are travelling towards Dahanu beach, do visit this resraurant for the lunch. It's worth visiting., name_person=Shraddha Bhowad}"", ""{guided_block={}, time_line=3 years ago, review=In spite of being closed, they dint refuse to serve us - they opened up the roof top garden restaurant; what a time. A view, service, food and company- best hain boss!\n\nWe had beer with masala peanuts, omlet, Anda bhurji, biryani an pomplete tava fry, closed with coffee. What an anniversary lunch made special by Maninder who was our server cum cashier. Thank you!\n\nIf in Dahanu, please do visit this place. May look shabby from out but it well maintain and served from inside \ud83d\ude00, name_person=Panchalee Tamulee}"", ""{guided_block={}, time_line=4 years ago, review=Very nice place for family dinner.. the service is fast and the food is very tasty ... well cooked.. We loved every dish that was ordered.. the staff is very polite and helpful..the ambience is good too!, name_person=ankita raut}"", ""{guided_block={}, time_line=3 years ago, review=I dine here quite frequently whenever I visit Dahanu for business trips. The food dishes served here are delicious. This place serve some best mocktails, too. Staffs are fast and helpful. The ambience is great. Over all the Dine-in experience is too good. Must visit with friends and family., name_person=Santosh Murugan}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a year ago, review=Their food is amazing\ud83d\ude0d\ud83d\udc4d\nThe ambience is super nice\ud83d\ude0d\nThe staff is good as well\ud83e\udd17\nOne must definitely pay a visist\ud83d\udc4d\ud83c\udffb, name_person=Nupur Mestry}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_SERVICE_ASPECT=3, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a year ago, review=I recently visited Surbhi Malvani Kitchen & Bar to celebrate a post-birthday gathering, and it was an amazing experience! Although I\u2019m usually a devoted non-vegetarian, I decided to indulge in their vegetarian offerings that day, and I was pleasantly surprised.\n\nEvery dish was exceptional! The Veg Crispy was packed with crunch and flavor, making it a delightful appetizer. The standout, however, was the Paneer Tikka, which was absolutely mind-blowing with its perfect marination and grilling.\n\nOverall, I highly recommend Surbhi Malvani Kitchen & Bar for anyone looking for a vibrant dining experience, whether you\u2019re a vegetarian or a meat lover. The variety and quality of the dishes left me thoroughly impressed!, name_person=vidula patil}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Highly recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_DISH_RECOMMENDATION=[Chicken_Lollipop], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_MODE=Dine in, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=a year ago, review=I had the most incredible dining experience at Surbhi Malwani Restaurant! The moment I walked in, I was greeted with warm hospitality and a cozy atmosphere that set the tone for a fantastic meal. The service was top-notch, with attentive and knowledgeable staff who helped me navigate the menu.But the real star of the show was the food - oh, the food! Every dish I tried was a masterclass in flavor and technique. The spices were perfectly balanced, the ingredients were fresh and of the highest quality, and the presentation was beautiful. I was blown away by the attention to detail and the love that clearly goes into every aspect of the culinary experience here.Whether you're a fan of traditional Malwani cuisine or just looking to try something new, Surbhi Malwani kitchen & Bar is an absolute must-visit. I can't wait to come back and try more of their delicious offerings, name_person=rakesh bharadkar}"", ""{person_name=null, guided_block={}, time_line=null, review=Gud service & quality food with minimum rate}"", ""{person_name=null, guided_block={}, time_line=null, review=I had chicken crispy, mutton lapeta, garlic butter nan & prawns biryani}"", ""{person_name=null, guided_block={}, time_line=null, review=For small portion of rice and curry and 4 fried prawns.}""]",1,"Surbhi Malvani Kitchen & Bar, Sagar Plaza, Sagar Naka, Dahanu, Maharashtra 401602, India",3.8,321,800,1980,,,,,,,,,,,,,,,,,0,,,1,,,1,,,,,,990,1,156,7,Premium,10,direct,price[direct]:+1 | review_experience:+1 | review_vibe:+2 | serves_cocktails:+1 | premium_spirit:+1 | drink_category_depth(7_cats):+3 | menu_volume(156_items):+2 | rating(3.8):-1,mainstream 
