restaurant_name,cost_for_two,mentions,location_status,reviews,address,ratings,reviews_count,absinthe_brand_name,absinthe_item_price,beer_brand_name,beer_item_price,brandy_brand_name,brandy_item_price,gin_brand_name,gin_item_price,martini_brand_name,martini_item_price,mezcal_brand_name,mezcal_item_price,mojito_brand_name,mojito_item_price,old_fashioned_brand_name,old_fashioned_item_price,other_brand_name,other_item_price,other_cocktails_brand_name,other_cocktails_item_price,picante_brand_name,picante_item_price,rum_brand_name,rum_item_price,soju_brand_name,soju_item_price,spirits_brand_name,spirits_item_price,tequila_brand_name,tequila_item_price,vodka_brand_name,vodka_item_price,whisky_brand_name,whisky_item_price,wine_brand_name,wine_item_price,offerings__serves_cocktails,offerings__has_dancing,service_options__has_seating_outdoors,highlights__has_seating_rooftop,parking__has_parking_valet,planning__recommends_reservations_lunch,planning__recommends_reservations_brunch,planning__recommends_reservations_dinner,planning__requires_reservations,offerings__serves_happy_hour_food,atmosphere__feels_romantic,offerings__has_private_dining_room,highlights__has_live_music,offerings__serves_late_night_food,highlights__has_bar_games,highlights__has_karaoke_nights,highlights__has_fast_service,atmosphere__feels_upscale,atmosphere__feels_cozy,atmosphere__feels_hip,atmosphere__is_recently_popular,atmosphere__feels_casual,atmosphere__feels_quiet,offerings__serves_wine,amenities__has_bar_onsite,planning__accepts_reservations,offerings__serves_happy_hour_drinks,offerings__serves_liquor
BANDRA BORN,"₹4,500 for two",CN traveler,Open,"[""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_DISH_RECOMMENDATION=[Venus_Cake_with_Salted_Caramel, East_Indian_Crab_Curry_Dip, Bone_Marrow_Chilli_Cheese_Toast, Chicken_Sando], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=a week ago, review=ONE OF THE GREATEST DAYS OF MY CULINARY LIFE! BANDRA BORN is a MUST visit. 11/10 experience.\n\nThe food was brilliant, the service was brilliant and the ambience and music was brilliant too.\n\nOn a personal level, today\u2019s experience was beyond insane. The venus cake comes with two ice creams, ensure you mix both ice creams and eat the cake, mindblowingly good!\n\nThe partners were also so pleasant and great people!\n\nAll round food lovers haven.\n\nGreat food, great people., name_person=PAUL GEORGE KAKKASSERY 1511042}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Somewhat recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Moderate noise, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=4, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Vegetarian_menu_or_section, E:VEGETARIAN_OFFERINGS_INFO_SEPARATE_MENU_SECTION]}, time_line=2 weeks ago, review=First off - it\u2019s quite expensive, so I\u2019m not factoring that into this review.\n\nThe food is new and comforting at the same time, like a vintage car with a brand new engine. The drinks are thought out and the cocktails might actually deserve their four-digit price tags. Have a chat with the bartender and he\u2019ll explain where the liquor comes from, how long the flavor has to sit in a dungeon before being released, and maybe give you a taster if you\u2019re nice enough.\n\nImagery aside:\n\n- the food tastes great;\n- the portions are surprisingly large for similar restaurants in Mumbai (which does make up for the price somewhat);\n- the drinks are memorable (unless you have too many); and\n- the ambience is fine - it\u2019s on a busy Bandra street though so I think they\u2019ve done well with what they had. You can still see Salt Water Caf\u00e9\u2019s bones sticking through the walls (the place that was here before Bandra Born was\u2026born)\n\nAll in all - I would and have and will recommend this place to my friends and family.\n\nSome photos attached and specific recommendations below:\n\n1. Granny\u2019s prawn dish - raw mango bits, soft buns, CURRY 11/10\n2. Malai podi toast - 9/10 (but refreshing)\n3. Raviraj at the bar recommends and serves great drinks, name_person=Koustubh Athavale}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a month ago, review=Place is nice and cozy. Food is good. Service is great. Neil at reservations was excellent, was very helpful in reserving the place. Had booked rooftop but the weather was hot and the restaurant is located right in a traffic zone, was not sure if that would be good idea so got a table on the ground floor AC section. Food was good but not exceptional. Cocktails were good. The cocktail named Yuzu  something I don't remember the full name was too good ended up having 9 of it. Good for a one time visit., name_person=Kiran Godambe}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Highly recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Quiet, easy to talk, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Dietary_restrictions, E:OTHER_DIETARY_RESTRICTIONS, Parking, E:PARKING, Kid-friendliness, E:KID_FRIENDLINESS, Wheelchair_accessibility, E:ACCESSIBILITY], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Large_vegetarian_selection, E:VEGETARIAN_OFFERINGS_INFO_LARGE_SELECTION, Vegetarian_menu_or_section, E:VEGETARIAN_OFFERINGS_INFO_SEPARATE_MENU_SECTION, Clearly_labeled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=a month ago, review=It was Saturday evening and we booked our table in the morning itself. We started with Mannara Pinot Grigio wine and Red Label whiskey with spiced nuts. Then we had Pea ET Cetera, Grilled Asparagus and Smoked Carrots. These starters was more than sufficient for us but, we still ordered Paneer & Pineapple Curry. Each and every dish was very delicious. On our server's recommendation we had The Kerala Vanilla Cake. It was really very yummy.\nThe d\u00e9cor was very decent. The service was impeccable thanks to our server Dinesh who helped us to select right veg dishes suiting to our taste. The ambiance was great.\nit was a right choice to spend Saturday evening., name_person=Balkrishna Shroff}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Loud, but you can still talk, GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[3-4_people, E:DINING_GROUP_SIZE_THREE_TO_FOUR], GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a week ago, review=Valet parking available.  Quite a famous joint so pls reserve if you want a seat especially during the weekends. There is a seating option available on the ground floor as well as the terrace. I did not venture out to the terrace.\n\nThe overall place gives a vibe of a pub and it was buzzing when we entered. It\u2019s kind of nice to sit along with friends and have a chat.  Importantly the music was not too loud and thus we could have a conversation without shouting at the top of our voice\n\nThe menu was limited and was decent enough. The food tasted nice and the portion was enough too. The pricing was premium in line with Bandra, so that was not a surprise., name_person=Indradeep Roy}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Quiet, easy to talk, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=Up to 10 min}, time_line=a week ago, review=The cool evening weather made dining on the terrace really enjoyable. The tenderloin was truly tender and delicious, even after it cooled, and the squid was cooked perfectly with great texture and balanced flavors. I\u2019d love to come back again., name_person=Sakura S}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_PRICE_RANGE=\u20b91,800\u20132,000, GUIDED_DINING_NOISE_LEVEL=Loud, but you can still talk, GUIDED_DINING_FOOD_ASPECT=1, GUIDED_DINING_SERVICE_ASPECT=1, GUIDED_DINING_GROUP_SIZE=[2_people, E:DINING_GROUP_SIZE_TWO], GUIDED_DINING_ATMOSPHERE_ASPECT=2}, time_line=6 days ago, review=Horrendous food with rude service served in 2 star ambience\n\nThe lady at reception was rude. With rolling eyes and doing nothing about customer's comfort is so unprofessional. What made her so insecure and judgmental? God knows!\n\nI do admire the owner's vision, though, with small details incorporated into the restaurant\u2014like decorating the ceiling with shredded menus for sustainability and recycling, and providing all the amenities in the ladies' washroom.\n\nBut I didn't know, the worst part was yet to come: I ordered chicken skewers, which arrived on small platters, excessively drenched in barbecue sauce. The egg fried rice sucked. In all honesty, I found the garlic bread nice. The servers were pleasant\u2014they explained the dishes and recommended squeezing lime on top. Thank you for that.\n\nBut again, the seating is compact, and in all ways\u2014in all my senses\u2014I won't recommend this place for dining or even a quick munch., name_person=Flora Parker}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b91,800\u20132,000, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait}, time_line=4 months ago, review=Visited Bandra born last week and absolutely loved it. It\u2019s a charming, cozy spot \u2014 we sat upstairs, in a snug attic-like space perfect for small groups of two to four, while the larger downstairs area could accommodate bigger gatherings. The ambience was beautiful, with music at just the right volume for easy conversation.\n\nWe ordered quite a spread: tuna balls, prawn butter garlic toast, mutton burger, chicken puff in gravy, and two desserts \u2014 a cream cheese with pistachio crumble, and a chocolate souffl\u00e9 with passion fruit glaze. The prawn butter garlic toast was the star \u2014 hands down the best I\u2019ve ever had. The mutton burger was simple and unfussy, just two perfectly cooked patties with caramelized onions in a thin bun, served with excellent fries. The tuna balls were beautifully fried, and while much of the food was deep-fried, it was done so well that every bite was delicious. I personally preferred the cream cheese and pistachio crumble dessert, though both were great.\n\nBetween the food, ambience, and company, it was a fantastic evening. I\u2019d happily go back \u2014 Bandra born is a gem., name_person=Anuradha Ghosh}"", ""{person_name=null, guided_block={}, time_line=null, review=Superb experience in terms of food, service, ambience and vibe..}"", ""{person_name=null, guided_block={}, time_line=null, review=Will keep going back to check out and finish off the rest of the menu \ud83d\ude00}"", ""{person_name=null, guided_block={}, time_line=null, review=Delba and her staff were very kind to accommodate us after a short wait.}""]","BANDRA BORN, Rose Minar, 87, Chapel Rd, Annexe, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India",4.3,373,,,other,,other,,other,,other,,,,,,other,,,,other,,,,other,,,,,,,,other,,other,,other,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
BANDRA BORN,"₹4,500 for two",30 Best Bars,Open,"[""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_DISH_RECOMMENDATION=[Venus_Cake_with_Salted_Caramel, East_Indian_Crab_Curry_Dip, Bone_Marrow_Chilli_Cheese_Toast, Chicken_Sando], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=a week ago, review=ONE OF THE GREATEST DAYS OF MY CULINARY LIFE! BANDRA BORN is a MUST visit. 11/10 experience.\n\nThe food was brilliant, the service was brilliant and the ambience and music was brilliant too.\n\nOn a personal level, today\u2019s experience was beyond insane. The venus cake comes with two ice creams, ensure you mix both ice creams and eat the cake, mindblowingly good!\n\nThe partners were also so pleasant and great people!\n\nAll round food lovers haven.\n\nGreat food, great people., name_person=PAUL GEORGE KAKKASSERY 1511042}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Somewhat recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Moderate noise, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=4, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Vegetarian_menu_or_section, E:VEGETARIAN_OFFERINGS_INFO_SEPARATE_MENU_SECTION]}, time_line=2 weeks ago, review=First off - it\u2019s quite expensive, so I\u2019m not factoring that into this review.\n\nThe food is new and comforting at the same time, like a vintage car with a brand new engine. The drinks are thought out and the cocktails might actually deserve their four-digit price tags. Have a chat with the bartender and he\u2019ll explain where the liquor comes from, how long the flavor has to sit in a dungeon before being released, and maybe give you a taster if you\u2019re nice enough.\n\nImagery aside:\n\n- the food tastes great;\n- the portions are surprisingly large for similar restaurants in Mumbai (which does make up for the price somewhat);\n- the drinks are memorable (unless you have too many); and\n- the ambience is fine - it\u2019s on a busy Bandra street though so I think they\u2019ve done well with what they had. You can still see Salt Water Caf\u00e9\u2019s bones sticking through the walls (the place that was here before Bandra Born was\u2026born)\n\nAll in all - I would and have and will recommend this place to my friends and family.\n\nSome photos attached and specific recommendations below:\n\n1. Granny\u2019s prawn dish - raw mango bits, soft buns, CURRY 11/10\n2. Malai podi toast - 9/10 (but refreshing)\n3. Raviraj at the bar recommends and serves great drinks, name_person=Koustubh Athavale}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a month ago, review=Place is nice and cozy. Food is good. Service is great. Neil at reservations was excellent, was very helpful in reserving the place. Had booked rooftop but the weather was hot and the restaurant is located right in a traffic zone, was not sure if that would be good idea so got a table on the ground floor AC section. Food was good but not exceptional. Cocktails were good. The cocktail named Yuzu  something I don't remember the full name was too good ended up having 9 of it. Good for a one time visit., name_person=Kiran Godambe}"", ""{guided_block={GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Highly recommend, GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Quiet, easy to talk, GUIDED_DINING_PARKING_OPTIONS=[Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Dietary_restrictions, E:OTHER_DIETARY_RESTRICTIONS, Parking, E:PARKING, Kid-friendliness, E:KID_FRIENDLINESS, Wheelchair_accessibility, E:ACCESSIBILITY], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Large_vegetarian_selection, E:VEGETARIAN_OFFERINGS_INFO_LARGE_SELECTION, Vegetarian_menu_or_section, E:VEGETARIAN_OFFERINGS_INFO_SEPARATE_MENU_SECTION, Clearly_labeled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=a month ago, review=It was Saturday evening and we booked our table in the morning itself. We started with Mannara Pinot Grigio wine and Red Label whiskey with spiced nuts. Then we had Pea ET Cetera, Grilled Asparagus and Smoked Carrots. These starters was more than sufficient for us but, we still ordered Paneer & Pineapple Curry. Each and every dish was very delicious. On our server's recommendation we had The Kerala Vanilla Cake. It was really very yummy.\nThe d\u00e9cor was very decent. The service was impeccable thanks to our server Dinesh who helped us to select right veg dishes suiting to our taste. The ambiance was great.\nit was a right choice to spend Saturday evening., name_person=Balkrishna Shroff}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Loud, but you can still talk, GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[3-4_people, E:DINING_GROUP_SIZE_THREE_TO_FOUR], GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=a week ago, review=Valet parking available.  Quite a famous joint so pls reserve if you want a seat especially during the weekends. There is a seating option available on the ground floor as well as the terrace. I did not venture out to the terrace.\n\nThe overall place gives a vibe of a pub and it was buzzing when we entered. It\u2019s kind of nice to sit along with friends and have a chat.  Importantly the music was not too loud and thus we could have a conversation without shouting at the top of our voice\n\nThe menu was limited and was decent enough. The food tasted nice and the portion was enough too. The pricing was premium in line with Bandra, so that was not a surprise., name_person=Indradeep Roy}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_NOISE_LEVEL=Quiet, easy to talk, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=Up to 10 min}, time_line=a week ago, review=The cool evening weather made dining on the terrace really enjoyable. The tenderloin was truly tender and delicious, even after it cooled, and the squid was cooked perfectly with great texture and balanced flavors. I\u2019d love to come back again., name_person=Sakura S}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Lunch, GUIDED_DINING_PRICE_RANGE=\u20b91,800\u20132,000, GUIDED_DINING_NOISE_LEVEL=Loud, but you can still talk, GUIDED_DINING_FOOD_ASPECT=1, GUIDED_DINING_SERVICE_ASPECT=1, GUIDED_DINING_GROUP_SIZE=[2_people, E:DINING_GROUP_SIZE_TWO], GUIDED_DINING_ATMOSPHERE_ASPECT=2}, time_line=6 days ago, review=Horrendous food with rude service served in 2 star ambience\n\nThe lady at reception was rude. With rolling eyes and doing nothing about customer's comfort is so unprofessional. What made her so insecure and judgmental? God knows!\n\nI do admire the owner's vision, though, with small details incorporated into the restaurant\u2014like decorating the ceiling with shredded menus for sustainability and recycling, and providing all the amenities in the ladies' washroom.\n\nBut I didn't know, the worst part was yet to come: I ordered chicken skewers, which arrived on small platters, excessively drenched in barbecue sauce. The egg fried rice sucked. In all honesty, I found the garlic bread nice. The servers were pleasant\u2014they explained the dishes and recommended squeezing lime on top. Thank you for that.\n\nBut again, the seating is compact, and in all ways\u2014in all my senses\u2014I won't recommend this place for dining or even a quick munch., name_person=Flora Parker}"", ""{guided_block={GUIDED_DINING_MEAL_TYPE=Dinner, GUIDED_DINING_PRICE_RANGE=\u20b91,800\u20132,000, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait}, time_line=4 months ago, review=Visited Bandra born last week and absolutely loved it. It\u2019s a charming, cozy spot \u2014 we sat upstairs, in a snug attic-like space perfect for small groups of two to four, while the larger downstairs area could accommodate bigger gatherings. The ambience was beautiful, with music at just the right volume for easy conversation.\n\nWe ordered quite a spread: tuna balls, prawn butter garlic toast, mutton burger, chicken puff in gravy, and two desserts \u2014 a cream cheese with pistachio crumble, and a chocolate souffl\u00e9 with passion fruit glaze. The prawn butter garlic toast was the star \u2014 hands down the best I\u2019ve ever had. The mutton burger was simple and unfussy, just two perfectly cooked patties with caramelized onions in a thin bun, served with excellent fries. The tuna balls were beautifully fried, and while much of the food was deep-fried, it was done so well that every bite was delicious. I personally preferred the cream cheese and pistachio crumble dessert, though both were great.\n\nBetween the food, ambience, and company, it was a fantastic evening. I\u2019d happily go back \u2014 Bandra born is a gem., name_person=Anuradha Ghosh}"", ""{person_name=null, guided_block={}, time_line=null, review=Superb experience in terms of food, service, ambience and vibe..}"", ""{person_name=null, guided_block={}, time_line=null, review=Will keep going back to check out and finish off the rest of the menu \ud83d\ude00}"", ""{person_name=null, guided_block={}, time_line=null, review=Delba and her staff were very kind to accommodate us after a short wait.}""]","BANDRA BORN, Rose Minar, 87, Chapel Rd, Annexe, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India",4.3,373,,,other,,other,,other,,other,,,,,,other,,,,other,,,,other,,,,,,,,other,,other,,other,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
