Category,address,poi_code,name,location_status,reviews_count,reviews,ratings,h3index,amenities__has_bar_onsite,atmosphere__feels_casual,atmosphere__feels_cozy,atmosphere__feels_hip,atmosphere__feels_quiet,atmosphere__feels_romantic,atmosphere__feels_upscale,atmosphere__is_recently_popular,highlights__has_bar_games,highlights__has_fast_service,highlights__has_karaoke_nights,highlights__has_live_music,highlights__has_seating_rooftop,offerings__has_dancing,offerings__has_private_dining_room,offerings__serves_happy_hour_drinks,offerings__serves_happy_hour_food,offerings__serves_late_night_food,offerings__serves_liquor,offerings__serves_wine,parking__has_parking_valet,planning__accepts_reservations,planning__recommends_reservations_brunch,planning__recommends_reservations_dinner,planning__recommends_reservations_lunch,planning__requires_reservations,url_hash,brand_count_dict,brand_category_dict,absinthe_brand_name,beer_brand_name,brandy_brand_name,feni_brand_name,gin_brand_name,martini_brand_name,mezcal_brand_name,mojito_brand_name,old_fashioned_brand_name,other_brand_name,other_cocktails_brand_name,picante_brand_name,rum_brand_name,soju_brand_name,spirits_brand_name,tequila_brand_name,vodka_brand_name,whisky_brand_name,wine_brand_name,absinthe_item_price_avg,beer_item_price_avg,brandy_item_price_avg,feni_item_price_avg,gin_item_price_avg,martini_item_price_avg,mezcal_item_price_avg,mojito_item_price_avg,old_fashioned_item_price_avg,other_item_price_avg,other_cocktails_item_price_avg,picante_item_price_avg,rum_item_price_avg,soju_item_price_avg,spirits_item_price_avg,tequila_item_price_avg,vodka_item_price_avg,whisky_item_price_avg,wine_item_price_avg,absinthe_item_count,beer_item_count,brandy_item_count,feni_item_count,gin_item_count,martini_item_count,mezcal_item_count,mojito_item_count,old_fashioned_item_count,other_item_count,other_cocktails_item_count,picante_item_count,rum_item_count,soju_item_count,spirits_item_count,tequila_item_count,vodka_item_count,whisky_item_count,wine_item_count,mentions,cost_for_two,cost_for_two_food,cost_for_two_drinks,cost_for_two_both,dining_price,wbi,score,pincode,premium_place,max_drink_price_avg,premium_spirit_flag,total_item_count,drink_category_count,restaurant_segment,segment_price_source,score_breakdown,premium_brand_count,30 Best Bars,Asia's Best 50,CN traveler,website_domain_name,host_poi,tenant_pois,open_close_hours,traffic_volume_by_hour,typical_time_spent,host_hotel_star,has_domain,michelin_star,weekday_visits,weekend_visits,timings_list,operational_status
Premium,"Matahaari Nightclub, Atria-The Millennium Mall, Dr Annie Besant Rd, Lotus Colony, Worli, Mumbai, Maharashtra 400018, India",0x3be7cf001600eb3f:0x2dc46339ef53096b,Matahaari Nightclub,Open,86.0,"[""{guided_block={GUIDED_DINING_PARKING_OPTIONS=[Paid_parking_lot, E:PARKING_OPTION_PAID_PARKING_LOT, Valet, E:PARKING_OPTION_VALET], GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_TIPS_TOPICS=[Parking, E:PARKING], GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Plenty of parking, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=a year ago, review=Attended club\u2019s party in June. Wow !!! What a party. The ambiance was just so perfect. \ud83d\udc4c\ud83c\udffb\nFood was delicious \ud83d\ude0b all vegetarian.\nThe service was too good. All staff members were too polite and helpful. Special mention Manoj Singh was very nice person.\nDH was also very good. \ud83d\udc4d\ud83c\udffb, name_person=Isita Koradia}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_PRICE_RANGE=\u20b91,600\u20131,800, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=9 months ago, review=An amazing nightclub in Worli, Matahaari offers an amazing experience and the perfect clubbing getaway.\n\nWe had a blast at Matahaari during a private event and enjoyed with a nice DJ, amazing food and wide variety of drinks. The location is also nice, we enjoyed till late night and it was very easy to get a taxi after finishing.\n\nWould definitely recommend this place for a clubbing night, name_person=Yash}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=3, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_PRICE_RANGE=\u20b9600\u2013800, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=Edited a year ago, review=Atmosphere is amazing.. DJ can be better.. Service is good. Didn't like the quality of the drinks. Clubbing starts around 10pm.. Goes upto 1am and more.. Washrooms are big and somewhat clean. Separate washrooms for men and women available. The space inside has a sitting area with nearly 4-5 big tables.. Speakers are loud enough. Smoking area available too., name_person=Divya *}"", ""{guided_block={GUIDED_DINING_RESERVATION=Reservation required, GUIDED_DINING_FOOD_ASPECT=3, GUIDED_DINING_TIPS_TOPICS=[Vegetarian_options, E:VEGETARIAN_OPTIONS, Parking, E:PARKING], GUIDED_DINING_PARKING_SPACE_AVAILABILITY=Plenty of parking, GUIDED_DINING_SPECIAL_EVENTS=[Others, E:DINING_SPECIAL_EVENTS_OTHERS], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_RECOMMEND_TO_VEGETARIANS=Somewhat recommend, GUIDED_DINING_PRICE_RANGE=\u20b92,000+, GUIDED_DINING_PARKING_OPTIONS=[Paid_parking_lot, E:PARKING_OPTION_PAID_PARKING_LOT], GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_GROUP_SIZE=[Suitable_for_all_group_sizes, E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL], GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO=[Clearly_labeled_vegetarian_dishes, E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS]}, time_line=a week ago, review=Good place to just enjoy with your group and full on fun filled vibes. Less vegetarian options when on the dance floor \ud83d\ude05, name_person=Jay Ashar}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=a year ago, review=I had a great experience at Matahari Club  The service was top-notch, and the food was served with a smile. The staff were extremely helpful and made sure I found the perfect Place . And the person who guide me or help me with the proper arrangement and great person Manoj  he is very polite and great personality The atmosphere was electric, and I loved every minute of my visit. Highly recommend, name_person=072 - Sumit Pawar}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_ATMOSPHERE_ASPECT=5}, time_line=5 months ago, review=Matahaari has a vibe that instantly impresses you \u2014 from its luxurious interiors to the dramatic lighting and classy music setup. The place is beautifully designed with gold accents, velvet seating, and a speakeasy feel, especially the hidden VVIP areas behind the bookshelf (which we loved!)., name_person=omkar Pilankar}"", ""{guided_block={GUIDED_DINING_FOOD_ASPECT=4, GUIDED_DINING_SERVICE_ASPECT=4, GUIDED_DINING_ATMOSPHERE_ASPECT=4}, time_line=11 months ago, review=Good party place\nFood is decent\nHookah is served at very high cost\nOverall a good place to visit, name_person=Himanshu Kulkarni}"", ""{guided_block={GUIDED_DINING_PRICE_RANGE=\u20b91,200\u20131,400, GUIDED_DINING_FOOD_ASPECT=5, GUIDED_DINING_SERVICE_ASPECT=5, GUIDED_DINING_SPECIAL_EVENTS=[No_special_event, E:DINING_SPECIAL_EVENTS_NO_SPECIAL_EVENT], GUIDED_DINING_ATMOSPHERE_ASPECT=5, GUIDED_DINING_WAIT_TIME=No wait, GUIDED_DINING_SPECIAL_OFFERS=[Combo_deals_/_set_menus, E:DINING_SPECIAL_OFFERS_COMBO_DEALS]}, time_line=6 months ago, review=Shubham is a very good host at Matahaari Restobar\u2026 very good staff, ambience and dj with full on Bollywood night the way we exactly wanted..\n\nHis staff & himself are so friendly and quick to make all the arrangements possible..\n\nThanks shubham for this wonderful private party looking forward for more such parties with your help\u2026, name_person=Shweta Desai}"", ""{person_name=null, guided_block={}, time_line=null, review=Good starters as well, and good offers on beer and vodka!}"", ""{person_name=null, guided_block={}, time_line=null, review=The staff were extremely helpful and made sure I found the perfect Place .}"", ""{person_name=null, guided_block={}, time_line=null, review=Great place, good music, good food .}""]",4.3,89608b0a523ffff,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,df7ef8ecc029ab682f2b51ffb0a9c2defbcfc27c,"{'Absolut': 3, 'Bacardi': 3, 'Baileys': 1, 'Beefeater': 1, 'Belvedere': 1, 'Black Label': 1, 'Blue Label': 1, 'Bombay Sapphire': 1, 'Budweiser': 2, 'Chivas Regal': 3, 'Corona': 1, 'Gordon’s': 1, 'Grey Goose': 1, 'Hennessy': 1, 'Hoegaarden': 1, 'Jack Daniels': 1, 'Jagermeister': 1, 'Jameson': 1, 'Kahlua': 1, 'Moji': 2, 'Sula': 1, 'Tanqueray': 1, 'The Singleton': 1, 'other': 50}","{'beer': {'Budweiser': 2, 'Corona': 1, 'Hoegaarden': 1}, 'brandy': {'Hennessy': 1, 'other': 1}, 'gin': {'Beefeater': 1, 'Bombay Sapphire': 1, 'Gordon’s': 1, 'Tanqueray': 1, 'other': 1}, 'martini': {'other': 1}, 'mojito': {'Moji': 2}, 'other': {'Baileys': 1, 'Jagermeister': 1, 'Kahlua': 1}, 'other_cocktails': {'other': 16}, 'rum': {'Bacardi': 3, 'other': 5}, 'tequila': {'other': 5}, 'vodka': {'Absolut': 3, 'Belvedere': 1, 'Grey Goose': 1, 'other': 1}, 'whisky': {'Black Label': 1, 'Blue Label': 1, 'Chivas Regal': 3, 'Jack Daniels': 1, 'Jameson': 1, 'The Singleton': 1, 'other': 13}, 'wine': {'Sula': 1, 'other': 7}}",,"Budweiser, Corona, Hoegaarden","other, Hennessy",,"Beefeater, Bombay Sapphire, Gordon’s, Tanqueray, other",other,,Moji,,"Kahlua, Baileys, Jagermeister",other,,"Bacardi, other",,,other,"Absolut, Grey Goose, Belvedere, other","Black Label, other, Blue Label, Chivas Regal, The Singleton, Jameson, Jack Daniels","other, Sula",,662.5,900.0,,690.0,500.0,,700.0,,633.3333333,931.25,,1518.75,,,700.0,775.0,1100.0,4825.0,,4.0,2.0,,5.0,1.0,,2.0,,3.0,16.0,,8.0,,,5.0,6.0,21.0,8.0,,"₹3,500 for two",3500.0,3100.0,6600.0,1233.333333,70.55523847,0.3720941989,400018.0,1,4825.0,True,81,9,Luxury,direct,price[direct]:+6 | review_experience:+1 | review_vibe:+2 | review_price_kw:+1 | premium_spirit:+2 | drink_category_depth(9_cats):+3 | menu_volume(81_items):+2 | rating(4.3):+1,20,0,0,0,,,,"['{weekday=Sunday, timing=5PM–1:30AM}', '{weekday=Monday, timing=5PM–1:30AM}', '{weekday=Tuesday, timing=5PM–1:30AM}', '{weekday=Wednesday, timing=5PM–1:30AM}', '{weekday=Thursday, timing=5PM–1:30AM}', '{weekday=Friday, timing=5PM–1:30AM}', '{weekday=Saturday, timing=Closed}']","['{weekday=Sunday, traffic={6AM=[, null, {$numberInt=0}], 7AM=[, null, {$numberInt=0}], 8AM=[, null, {$numberInt=0}], 9AM=[, null, {$numberInt=0}], 12PM=[, null, {$numberInt=0}], 11PM=[Usually not too busy, null, {$numberInt=21}], 10PM=[Usually not busy, null, {$numberInt=19}], 1PM=[, null, {$numberInt=0}], 2PM=[, null, {$numberInt=0}], 3PM=[, null, {$numberInt=0}], 4PM=[, null, {$numberInt=0}], 5PM=[Usually not busy, null, {$numberInt=9}], 6PM=[Usually not busy, null, {$numberInt=17}], 7PM=[Usually not busy, null, {$numberInt=19}], 8PM=[Usually not busy, null, {$numberInt=19}], 9PM=[Usually not busy, null, {$numberInt=17}], 12AM=[Usually not busy, null, {$numberInt=19}], 11AM=[, null, {$numberInt=0}], 10AM=[, null, {$numberInt=0}], 1AM=[Usually not busy, null, {$numberInt=13}]}}', '{weekday=Monday, traffic={}}', '{weekday=Tuesday, traffic={6AM=[, null, {$numberInt=0}], 7AM=[, null, {$numberInt=0}], 8AM=[, null, {$numberInt=0}], 9AM=[, null, {$numberInt=0}], 12PM=[, null, {$numberInt=0}], 11PM=[Usually not busy, null, {$numberInt=17}], 10PM=[Usually not busy, null, {$numberInt=15}], 1PM=[, null, {$numberInt=0}], 2PM=[, null, {$numberInt=0}], 3PM=[, null, {$numberInt=0}], 4PM=[, null, {$numberInt=0}], 5PM=[Usually not busy, null, {$numberInt=13}], 6PM=[Usually not busy, null, {$numberInt=15}], 7PM=[Usually not busy, null, {$numberInt=10}], 8PM=[Usually not busy, null, {$numberInt=11}], 9PM=[Usually not busy, null, {$numberInt=10}], 12AM=[Usually not too busy, null, {$numberInt=20}], 11AM=[, null, {$numberInt=0}], 10AM=[, null, {$numberInt=0}], 1AM=[Usually not busy, null, {$numberInt=15}]}}', '{weekday=Wednesday, traffic={6AM=[, null, {$numberInt=0}], 7AM=[, null, {$numberInt=0}], 8AM=[, null, {$numberInt=0}], 9AM=[, null, {$numberInt=0}], 12PM=[, null, {$numberInt=0}], 11PM=[Usually not too busy, null, {$numberInt=28}], 10PM=[Usually not too busy, null, {$numberInt=32}], 1PM=[, null, {$numberInt=0}], 2PM=[, null, {$numberInt=0}], 3PM=[, null, {$numberInt=0}], 4PM=[, null, {$numberInt=0}], 5PM=[Usually not too busy, null, {$numberInt=20}], 6PM=[Usually not busy, null, {$numberInt=19}], 7PM=[Usually not too busy, null, {$numberInt=22}], 8PM=[Usually not too busy, null, {$numberInt=27}], 9PM=[Usually not too busy, null, {$numberInt=30}], 12AM=[Usually not too busy, null, {$numberInt=20}], 11AM=[, null, {$numberInt=0}], 10AM=[, null, {$numberInt=0}], 1AM=[Usually not busy, null, {$numberInt=13}]}}', '{weekday=Thursday, traffic={6AM=[, null, {$numberInt=0}], 7AM=[, null, {$numberInt=0}], 8AM=[, null, {$numberInt=0}], 9AM=[, null, {$numberInt=0}], 12PM=[, null, {$numberInt=0}], 11PM=[Usually not too busy, null, {$numberInt=20}], 10PM=[Usually not too busy, null, {$numberInt=27}], 1PM=[, null, {$numberInt=0}], 2PM=[, null, {$numberInt=0}], 3PM=[, null, {$numberInt=0}], 4PM=[, null, {$numberInt=0}], 5PM=[Usually not busy, null, {$numberInt=10}], 6PM=[Usually not busy, null, {$numberInt=11}], 7PM=[Usually not too busy, null, {$numberInt=21}], 8PM=[Usually not too busy, null, {$numberInt=28}], 9PM=[Usually not too busy, null, {$numberInt=30}], 12AM=[Usually not busy, null, {$numberInt=14}], 11AM=[, null, {$numberInt=0}], 10AM=[, null, {$numberInt=0}], 1AM=[Usually not busy, null, {$numberInt=9}]}}', '{weekday=Friday, traffic={6AM=[, null, {$numberInt=0}], 7AM=[, null, {$numberInt=0}], 8AM=[, null, {$numberInt=0}], 9AM=[, null, {$numberInt=0}], 12PM=[, null, {$numberInt=0}], 11PM=[Usually as busy as it gets, null, {$numberInt=96}], 10PM=[Usually as busy as it gets, null, {$numberInt=88}], 1PM=[, null, {$numberInt=0}], 2PM=[, null, {$numberInt=0}], 3PM=[, null, {$numberInt=0}], 4PM=[, null, {$numberInt=0}], 5PM=[Usually not busy, null, {$numberInt=10}], 6PM=[Usually not too busy, null, {$numberInt=21}], 7PM=[Usually not too busy, null, {$numberInt=34}], 8PM=[Usually a little busy, null, {$numberInt=58}], 9PM=[Usually a little busy, null, {$numberInt=72}], 12AM=[Usually a little busy, null, {$numberInt=75}], 11AM=[, null, {$numberInt=0}], 10AM=[, null, {$numberInt=0}], 1AM=[Usually a little busy, null, {$numberInt=53}]}}', '{weekday=Saturday, traffic={6AM=[, null, {$numberInt=0}], 7AM=[, null, {$numberInt=0}], 8AM=[, null, {$numberInt=0}], 9AM=[, null, {$numberInt=0}], 12PM=[, null, {$numberInt=0}], 11PM=[Usually as busy as it gets, null, {$numberInt=100}], 10PM=[Usually as busy as it gets, null, {$numberInt=84}], 1PM=[, null, {$numberInt=0}], 2PM=[, null, {$numberInt=0}], 3PM=[, null, {$numberInt=0}], 4PM=[, null, {$numberInt=0}], 5PM=[Usually not busy, null, {$numberInt=10}], 6PM=[Usually not busy, null, {$numberInt=19}], 7PM=[Usually not too busy, null, {$numberInt=29}], 8PM=[Usually not too busy, null, {$numberInt=39}], 9PM=[Usually a little busy, null, {$numberInt=60}], 12AM=[Usually a little busy, null, {$numberInt=79}], 11AM=[, null, {$numberInt=0}], 10AM=[, null, {$numberInt=0}], 1AM=[Usually a little busy, null, {$numberInt=63}]}}']",,,0,0,4732.0,2710.0,"['5PM–1:30AM', '5PM–1:30AM', '5PM–1:30AM', '5PM–1:30AM', '5PM–1:30AM', '5PM–1:30AM', 'Closed']",Late-Night Operational
Mainstream,"C Wing, THE BAR STOCK EXCHANGE - Lower Parel, Trade World, Kamala Mills Compound, Senapati Bapat Marg First Floor, Lower Parel, Mumbai, Maharashtra 400013, India",0x3be7ceecd68df409:0xe893108f5be12ef5,THE BAR STOCK EXCHANGE - Lower Parel,Open,4163.0,"[""{\""name_person\"":\""Neha Kanoria\"",\""time_line\"":\""3 weeks ago\"",\""review\"":\""We came for a birthday. After we ate and drank for an hour, we wanted to cut a birthday cake. This was a small cake for just 5 people. The manager Prasad Savant and the waiters did not allow us to cut the cake. They said it is not a cake, it is a pastry because it was small. Terrible terrible service. No wonder it is empty and ours was the only occupied table.\"",\""guided_block\"":{\""GUIDED_DINING_FOOD_ASPECT\"":1,\""GUIDED_DINING_SERVICE_ASPECT\"":1,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":1}}"", ""{\""name_person\"":\""MuDo\"",\""time_line\"":\""3 weeks ago\"",\""review\"":\""Had a great time at TBSE the stock-market-style drink pricing is actually so much fun..\\nWatching the prices rise and fall while trying to grab the best deal makes the whole experience super engaging. The vibe is lively, unique, and perfect for a fun night out. Definitely a must-visit..\"",\""guided_block\"":{\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b92,000+\"",\""GUIDED_DINING_FOOD_ASPECT\"":3,\""GUIDED_DINING_SERVICE_ASPECT\"":4,\""GUIDED_DINING_NOISE_LEVEL\"":\""Quiet, easy to talk\"",\""GUIDED_DINING_GROUP_SIZE\"":[\""9+_people\"",\""E:DINING_GROUP_SIZE_NINE_OR_MORE\""],\""GUIDED_DINING_WAIT_TIME\"":\""No wait\""}}"", ""{\""name_person\"":\""BT Wild Art\"",\""time_line\"":\""3 months ago\"",\""review\"":\""BSE at kamla mills is good place for gathering with friends\\n\\nFood was good plus in addition of liquor options\\n\\nOnly thing I feel neee improvement is for non drinkers, options should be added, hardly few options I got in non alcoholic space. Otherwise food and service was good\"",\""guided_block\"":{\""GUIDED_DINING_FOOD_ASPECT\"":4,\""GUIDED_DINING_SERVICE_ASPECT\"":4,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":4}}"", ""{\""name_person\"":\""Kartike\"",\""time_line\"":\""a month ago\"",\""review\"":\""I recently visited this bar and had a great experience overall. The food was delicious and definitely worth trying \u2014 everything was well-prepared and flavorful. The drinks were reasonably priced, which made it even better.\\n\\nThe atmosphere was lively and welcoming, with great music and a fun crowd. It was quite busy when I went, so the food took a little longer to arrive, but that\u2019s understandable since the place was fully packed.\\n\\nOverall, it\u2019s a great spot to hang out with friends, enjoy good food, and relax with affordable drinks. I\u2019d definitely come back again!\"",\""guided_block\"":{\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b92,000+\"",\""GUIDED_DINING_FOOD_ASPECT\"":4,\""GUIDED_DINING_SERVICE_ASPECT\"":3,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":5,\""GUIDED_DINING_NOISE_LEVEL\"":\""Loud, but you can still talk\"",\""GUIDED_DINING_GROUP_SIZE\"":[\""Suitable_for_all_group_sizes\"",\""E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL\""],\""GUIDED_DINING_WAIT_TIME\"":\""1+ hour\""}}"", ""{\""name_person\"":\""Atharva Misal\"",\""time_line\"":\""a month ago\"",\""review\"":\""Good of weekends good food and drinks service is decent sports screening nice ambience chill place to hangout with friend group's\"",\""guided_block\"":{\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b9600\u2013800\"",\""GUIDED_DINING_FOOD_ASPECT\"":4,\""GUIDED_DINING_SERVICE_ASPECT\"":4,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":4,\""GUIDED_DINING_NOISE_LEVEL\"":\""Moderate noise\"",\""GUIDED_DINING_GROUP_SIZE\"":[\""1_person\"",\""E:DINING_GROUP_SIZE_ONE\"",\""2_people\"",\""E:DINING_GROUP_SIZE_TWO\"",\""3-4_people\"",\""E:DINING_GROUP_SIZE_THREE_TO_FOUR\"",\""5-8_people\"",\""E:DINING_GROUP_SIZE_FIVE_TO_EIGHT\""],\""GUIDED_DINING_WAIT_TIME\"":\""No wait\"",\""GUIDED_DINING_RECOMMEND_TO_VEGETARIANS\"":\""Not sure\"",\""GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO\"":[\""Clearly_labeled_vegetarian_dishes\"",\""E:VEGETARIAN_OFFERINGS_INFO_CLEARLY_LABELED_ITEMS\""],\""GUIDED_DINING_PARKING_SPACE_AVAILABILITY\"":\""Somewhat difficult to find parking\"",\""GUIDED_DINING_TIPS_TOPICS\"":[\""Vegetarian_options\"",\""E:VEGETARIAN_OPTIONS\"",\""Parking\"",\""E:PARKING\""]}}"", ""{\""name_person\"":\""Abhijeet Betha\"",\""time_line\"":\""a year ago\"",\""review\"":\""Lots of crowds on Fridays and the weekends obviously. So its better to reserve a table in advance if you're visiting as a group.\\nThe atmosphere, ambience and the music at this place is 10/10. Just the perfect place to hangout with friends. The food is a bit pricey for the quantity, the taste is decent. Since there are a lot of visitors, the service time is longer than usual.\\nYou can check the alcohol prices on their app, which keep fluctuating. Make sure to grab the deal.\\nOverall a 4/5 and you can visit this place if you're looking for a place to hangout in Lower Parel.\"",\""guided_block\"":{\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b91,800\u20132,000\"",\""GUIDED_DINING_FOOD_ASPECT\"":4,\""GUIDED_DINING_SERVICE_ASPECT\"":4,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":5}}"", ""{\""name_person\"":\""Rahil Kotadia\"",\""time_line\"":\""a year ago\"",\""review\"":\""Good Ambiance | Average Food | Moderately Priced | Very limited options for non-drinkers\\n\\nThis is a good place to party in Lower Parel. Mostly you will find office crowd here partying. On weekends the place is totally packed so make sure you reserve a table in advance and also ensure you reach there on time as they will hold the table just for 10 mins max.\\nThe liquor has fluctuating price so keep tracking your choice on their app for best deals.\\nIf you have non-drinkers in the group then they will have only 2-3 options in mocktails and they are also average.\\nFood quality and taste needs improvement big time. Basic fries or chicken strips are also disappointing.\\nThere is valet parking available.\"",\""guided_block\"":{\""GUIDED_DINING_PRICE_RANGE\"":\""\u20b91,200\u20131,400\"",\""GUIDED_DINING_FOOD_ASPECT\"":2,\""GUIDED_DINING_SERVICE_ASPECT\"":4,\""GUIDED_DINING_ATMOSPHERE_ASPECT\"":3}}"", ""{\""name_person\"":\""Shweta Singh\"",\""time_line\"":\""a month ago\"",\""review\"":\""The manager's behavior at The Bar Stock Exchange in Lower Parel was downright disappointing. It felt as if he was doing us some huge favor by merely acknowledging our presence, rather than providing any kind of hospitality. His attitude was unpleasant and dismissive, treating customers like they were begging for something instead of paying patrons. Such arrogance and lack of basic courtesy made the entire visit uncomfortable. It was baffling how someone in his position could be so indifferent, as if handing out free goods rather than serving paying guests. This level of unprofessionalism definitely put a damper on what could have been an enjoyable evening. The place needs to seriously rethink how their management treats customers if they want to keep them coming back.\"",\""guided_block\"":{\""GUIDED_DINING_SERVICE_ASPECT\"":1,\""GUIDED_DINING_NOISE_LEVEL\"":\""Moderate noise\"",\""GUIDED_DINING_GROUP_SIZE\"":[\""2_people\"",\""E:DINING_GROUP_SIZE_TWO\""]}}"", ""{\""person_name\"":null,\""time_line\"":null,\""review\"":\""Great atmosphere, good food,nice service, reasonable priced alcohol\"",\""guided_block\"":{}}"", ""{\""person_name\"":null,\""time_line\"":null,\""review\"":\""Customers can download mobile app to check rates and place orders.\"",\""guided_block\"":{}}"", ""{\""person_name\"":null,\""time_line\"":null,\""review\"":\""Great place to have fun with friends, Ambience was good, quality staff.\"",\""guided_block\"":{}}""]",4.0,89608b0a54bffff,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹1,200 for two",1200.0,,1200.0,,69.71049765,0.4392884531,400013.0,1,0.0,False,0,0,Mid,direct,price[direct]:+1 | review_vibe:+2 | review_price_kw:+1 | rating(4.0):+1 | review_volume(4163):+2,0,0,0,0,thebarstockexchange.com,0x3be7ceed2879bcd3:0x519449d10ba027f0,"{'Food & Drink': '[""0x3be7cf0058be75bf:0xd0a956e066652daf""]'}","['{""weekday"":""Sunday"",""timing"":""12PM–1:30AM""}', '{""weekday"":""Monday"",""timing"":""12PM–1:30AM""}', '{""weekday"":""Tuesday"",""timing"":""12PM–1:30AM""}', '{""weekday"":""Wednesday"",""timing"":""12PM–1:30AM""}', '{""weekday"":""Thursday"",""timing"":""12PM–1:30AM""}', '{""weekday"":""Friday"",""timing"":""12PM–1:30AM""}', '{""weekday"":""Saturday"",""timing"":""12PM–1:30AM""}']",,30 min,,1,0,8883.0,2228.0,[],
