poi_code,name,address,location_status,reviews_count,reviews,ratings,h3index,amenities__has_bar_onsite,atmosphere__feels_casual,atmosphere__feels_cozy,atmosphere__feels_hip,atmosphere__feels_quiet,atmosphere__feels_romantic,atmosphere__feels_upscale,atmosphere__is_recently_popular,highlights__has_bar_games,highlights__has_fast_service,highlights__has_karaoke_nights,highlights__has_live_music,highlights__has_seating_rooftop,offerings__has_dancing,offerings__has_private_dining_room,offerings__serves_happy_hour_drinks,offerings__serves_happy_hour_food,offerings__serves_late_night_food,offerings__serves_liquor,offerings__serves_wine,parking__has_parking_valet,planning__accepts_reservations,planning__recommends_reservations_brunch,planning__recommends_reservations_dinner,planning__recommends_reservations_lunch,planning__requires_reservations
0x3be7945c112eab5f:0xb0922b11a4b66d54,Kokan King Poolside Restaurant- Bar,"Kokan King Poolside Restaurant- Bar, Kalyan - Shilphata Rd, near BK Waterpark, opp. Padwa Sweets, Padle Gaon, Padle, Thane, Maharashtra 421204, India",Open,1146,"[{'name_person': 'Kamlesh Kumar', 'time_line': '3 months ago', 'review': 'Nice poolside dining and lively atmosphere\n\nKokan King Poolside Restaurant-Bar offers a pleasant open-air and relaxed setting next to the pool - perfect for casual meals, drinks or a weekend outing with friends and family. The ambiance is enjoyable, especially in the evenings, with a good mix of indoor and outdoor seating that makes it great for dining and chill time.\n\nThe menu has a variety of options including seafood, tandoori and drinks, and many visitors appreciate the overall vibe and service. The place is popular on weekends, so it’s best to go a bit early or make reservations if possible.\n\nA couple of tips: sometimes service can be a little slow during peak hours and prices are around mid-range, but the setting and overall experience are definitely worth a visit - especially for evenings and social gatherings.', 'guided_block': {'GUIDED_DINING_MODE': 'Dine in', 'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹1,200–1,400', 'GUIDED_DINING_FOOD_ASPECT': 4, 'GUIDED_DINING_SERVICE_ASPECT': 4, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_NOISE_LEVEL': 'Moderate noise'}}, {'name_person': 'Swapnamayee Pradhan', 'time_line': '3 weeks ago', 'review': '""Amazing poolside dining on Kalyan-Shilphata Road! Fresh Kokan fish fry, prawns masala, crab sukka and tandoori platters. Relaxed ambiance near BK Waterpark, excellent service. Thane\'s best family restaurant! ⭐⭐⭐⭐⭐""', 'guided_block': {'GUIDED_DINING_MEAL_TYPE': 'Other', 'GUIDED_DINING_PRICE_RANGE': '₹1,800–2,000', 'GUIDED_DINING_FOOD_ASPECT': 5, 'GUIDED_DINING_SERVICE_ASPECT': 5, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_NOISE_LEVEL': 'Quiet, easy to talk', 'GUIDED_DINING_WAIT_TIME': 'Up to 10 min', 'GUIDED_DINING_RECOMMEND_TO_VEGETARIANS': 'Highly recommend', 'GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO': ['Large_vegetarian_selection', 'E:VEGETARIAN_OFFERINGS_INFO_LARGE_SELECTION'], 'GUIDED_DINING_PARKING_SPACE_AVAILABILITY': 'Plenty of parking', 'GUIDED_DINING_PARKING_OPTIONS': ['Free_street_parking', 'E:PARKING_OPTION_FREE_STREET_PARKING'], 'GUIDED_DINING_TIPS_TOPICS': ['Vegetarian_options', 'E:VEGETARIAN_OPTIONS', 'Parking', 'E:PARKING', 'Kid-friendliness', 'E:KID_FRIENDLINESS', 'Wheelchair_accessibility', 'E:ACCESSIBILITY']}}, {'name_person': 'bashiroon shaik', 'time_line': '3 weeks ago', 'review': 'had visited with my office friends for a dinner. Taste of the food was average. Quality was good. Quantity was average. But service was slow. Ambience was good.', 'guided_block': {'GUIDED_DINING_MEAL_TYPE': 'Lunch', 'GUIDED_DINING_PRICE_RANGE': '₹1,600–1,800', 'GUIDED_DINING_FOOD_ASPECT': 5, 'GUIDED_DINING_SERVICE_ASPECT': 5, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_NOISE_LEVEL': 'Quiet, easy to talk', 'GUIDED_DINING_WAIT_TIME': 'Up to 10 min'}}, {'name_person': 'DIGITAL MAHARASHTRA ADS', 'time_line': '3 months ago', 'review': 'Celebrating our child’s birthday at Kokan King was an experience beyond compare.\nThe flawless service, attention to detail, and sophisticated ambiance made it extraordinary.\nWe loved every moment and felt truly pampered throughout.', 'guided_block': {'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_FOOD_ASPECT': 5, 'GUIDED_DINING_SERVICE_ASPECT': 5, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_NOISE_LEVEL': 'Quiet, easy to talk', 'GUIDED_DINING_WAIT_TIME': 'No wait', 'GUIDED_DINING_RECOMMEND_TO_VEGETARIANS': 'Highly recommend', 'GUIDED_DINING_PARKING_OPTIONS': ['Free_parking_lot', 'E:PARKING_OPTION_FREE_PARKING_LOT'], 'GUIDED_DINING_TIPS_TOPICS': ['Vegetarian_options', 'E:VEGETARIAN_OPTIONS', 'Parking', 'E:PARKING']}}, {'name_person': 'Piyush Latkar', 'time_line': 'a month ago', 'review': 'I had a very unpleasant experience at this hotel. The waiter was extremely arrogant and had no manners while talking to customers. Instead of speaking politely, he ordered us to sit at another table and said, “Not here, sit there,” which was rude and unnecessary.\nSome of the waiters were continuously staring at girls, which made us very uncomfortable. Almost every waiter kept saying, “Don’t sit here, this is for big families,” even though there were empty tables available.\nThe table we were given was very dirty, with cigarette ash spread all over it. Basic cleanliness and customer respect were completely missing.\nThis kind of behavior is unacceptable in the hospitality industry. Management seriously needs to train their staff on manners, cleanliness, and how to treat customers properly.', 'guided_block': {'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹400–600', 'GUIDED_DINING_FOOD_ASPECT': 4, 'GUIDED_DINING_SERVICE_ASPECT': 2, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 4, 'GUIDED_DINING_NOISE_LEVEL': 'Moderate noise', 'GUIDED_DINING_GROUP_SIZE': ['2_people', 'E:DINING_GROUP_SIZE_TWO', '3-4_people', 'E:DINING_GROUP_SIZE_THREE_TO_FOUR', '5-8_people', 'E:DINING_GROUP_SIZE_FIVE_TO_EIGHT', 'Suitable_for_all_group_sizes', 'E:DINING_GROUP_SIZE_SUITABLE_FOR_ALL']}}, {'name_person': 'Pranali Kanojia', 'time_line': 'Edited a year ago', 'review': ""Kokan King Restaurant located in Dombivli west near shilphata road.\nI went to celebrate my birthday party as soon as I steeped in  through the entrance live background song was playing to wish me on my birthday , I was impressed by the inviting ambiance but real highlight is staff service is very poor although they have good number of staff available in restaurant.\n\nNow talking about food\nI started my meal with starter-\n•Chicken tandoori which was just cooked in tandoor was so hard to It was a very dry tandoori dish, there was no taste of any masala, even after given instructions to make it spicy and soft and juicy.\n• Chicken tandoori lollipop was good, it was soft too but had a little tangy taste as if vinegar was added to it.\n•Paneer crispy and chicken crispy was well tossed and tasty.\n\nIn main course we had -\n•Chicken biryani, I don't know why, maybe I gave instruction  to make it spicy, that's why taste was not that tasty we don't know what exactly was missing in taste.\nPaneer tikka biryani was good as compared to chicken biryani\n• chicken lapeta which was cooked as per my order instructions so would recommend to try this in main course.\n\nOverall place is good but staff service need to improve.Good place to visit with friends and family."", 'guided_block': {'GUIDED_DINING_MODE': 'Dine in', 'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹2,000+', 'GUIDED_DINING_FOOD_ASPECT': 3, 'GUIDED_DINING_SERVICE_ASPECT': 2, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_PARKING_SPACE_AVAILABILITY': 'Plenty of parking', 'GUIDED_DINING_PARKING_OPTIONS': ['Free_parking_lot', 'E:PARKING_OPTION_FREE_PARKING_LOT'], 'GUIDED_DINING_TIPS_TOPICS': ['Parking', 'E:PARKING']}}, {'name_person': 'Saket khatavkar', 'time_line': 'Edited a month ago', 'review': 'Delicious non-veg food, generous portions, pet-friendly vibe, friendly staff, quick service, cozy ambience, and great value overall', 'guided_block': {'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹1,000–1,200', 'GUIDED_DINING_FOOD_ASPECT': 4, 'GUIDED_DINING_SERVICE_ASPECT': 4, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 4, 'GUIDED_DINING_DISH_RECOMMENDATION': ['Biryani', 'Chicken_Lollypop_Tandoori', 'Veg', 'Chicken_Lollipop', 'Pompret_Tandoor', 'Roti', 'Chicken_Tandoori', 'Chiken_Lapeta', 'Veg_Kolhapuri', 'Chicken_Crispy', 'Prawns_Fry'], 'GUIDED_DINING_NOISE_LEVEL': 'Moderate noise', 'GUIDED_DINING_WAIT_TIME': 'No wait'}}, {'name_person': 'Nikhil marathe', 'time_line': 'a year ago', 'review': 'Very Overrated restaurant. Food tastes so Bad. We ordered chicken lapeta and it was smelly. Chicken was not cooked & gravy was like fermented.so bad experience. Ambience is nice but food service and taste is worst.', 'guided_block': {'GUIDED_DINING_MODE': 'Dine in', 'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹600–800', 'GUIDED_DINING_FOOD_ASPECT': 1, 'GUIDED_DINING_SERVICE_ASPECT': 2, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 4}}, {'person_name': None, 'time_line': None, 'review': 'Nice Location, Ambience, Food, Taste, Service, Prompt Staff', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'Huge place for dining, We ordered Prawns tawa fry n Dum Mutton Biryani...', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'Enjoyed the experience of eating crabs here.', 'guided_block': {}}]",3.8,89283080d9bffff,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
0x3be7a949cfc7ffeb:0x3092fd29b90545cb,Lakeside,"First Floor, Lakeside, Martin Commercial Complex, Achole Rd, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Vasai-Virar, Maharashtra 401209, India",Open,3917,"[{'name_person': 'Subhash Oganiya', 'time_line': 'a year ago', 'review': ""Very bad hygiene in a hotel. I ordered food at this hotel with zomata app and I received very unhygienic condition and I unfortunately open the food and receive presence of hair in food. Upon receiving the food, I noticed it was extremely unhygienic and unfit for consumption. My food and money is totally wasted.  I complaint at zomato app and not get me my refund. I am extremely disappointed with Zomato's response."", 'guided_block': {'GUIDED_DINING_MODE': 'Delivery', 'GUIDED_DINING_FOOD_ASPECT': 1, 'GUIDED_DINING_SERVICE_ASPECT': 1, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 1}}, {'name_person': 'Chandu G', 'time_line': '2 months ago', 'review': ""The staff of the lakeside restaurant talk very rudely and the service is also very bad. We ordered chicken crispy as starters and two chutneys were brought, Schezwan chutney and green chutney. The taste of the Schezwan chutney was completely burnt, it tasted like something gets burnt, I told the staff about it and they said that it will remain cold that's why it is feeling like that, they said it in a rude manner, when I asked about the second order then they said it is being made right now and there is an online order also...Very bad service, for the first time I have seen such bad service that they first judge and then provide service, now I will never go to this restaurant nor will I recommend it to anyone... and the rest of the guests who are thinking of going, then read my review because the staff there judges and then provides service..."", 'guided_block': {'GUIDED_DINING_MODE': 'Dine in', 'GUIDED_DINING_FOOD_ASPECT': 1, 'GUIDED_DINING_SERVICE_ASPECT': 1, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 1}}, {'name_person': 'Gopal Poojary', 'time_line': '2 weeks ago', 'review': ""One of the best restaurant. The food quality is awesome n the service is best of best. It's my family favorite place."", 'guided_block': {'GUIDED_DINING_MODE': 'Take out', 'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹600–800', 'GUIDED_DINING_FOOD_ASPECT': 5, 'GUIDED_DINING_SERVICE_ASPECT': 5, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_NOISE_LEVEL': 'Very quiet', 'GUIDED_DINING_RECOMMEND_TO_VEGETARIANS': 'Highly recommend', 'GUIDED_DINING_VEGETARIAN_OFFERINGS_INFO': ['Large_vegetarian_selection', 'E:VEGETARIAN_OFFERINGS_INFO_LARGE_SELECTION'], 'GUIDED_DINING_TIPS_TOPICS': ['Vegetarian_options', 'E:VEGETARIAN_OPTIONS']}}, {'name_person': 'ROSHAN KADAM', 'time_line': 'a year ago', 'review': 'I recently visited lakeside and had a fantastic experience.\nThe atmosphere was vibrant and inviting, with a stylish decor that made it a great place to relax. It creating a warm and welcoming environment.\nThe food was delicious, with a menu that offered a variety of tasty options.\nWe ordered paneer/cheese pakoda and dargon paneer which was mouthwatering dish.\nThe staff were excellent—friendly, attentive, and knowledgeable about the menu.\nOverall, I highly recommend lakeside how was looking for a great chillax with your friends and family.', 'guided_block': {'GUIDED_DINING_MODE': 'Dine in', 'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹600–800', 'GUIDED_DINING_FOOD_ASPECT': 5, 'GUIDED_DINING_SERVICE_ASPECT': 5, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 5, 'GUIDED_DINING_PARKING_SPACE_AVAILABILITY': 'Somewhat difficult to find parking', 'GUIDED_DINING_PARKING_OPTIONS': ['Free_street_parking', 'E:PARKING_OPTION_FREE_STREET_PARKING'], 'GUIDED_DINING_TIPS_TOPICS': ['Parking', 'E:PARKING']}}, {'name_person': 'Vrushabh Gawde', 'time_line': '3 years ago', 'review': 'We had been here for Dinner. The staff was helpful. Food was good but could have been better. Chicken lollipop was a disaster as it was burnt and the chicken matka was salty. Liked the Thai chicken starter.', 'guided_block': {'GUIDED_DINING_FOOD_ASPECT': 3, 'GUIDED_DINING_SERVICE_ASPECT': 4, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 4}}, {'name_person': 'Dhanesh Tenwal', 'time_line': '5 months ago', 'review': 'I always had a worst experience here.\nThis restaurant is just hype now you wouldnt get got service neither food is upto the price they take.\nIn begining this was a good restaurant and now it just a name left.\nI would never recommend this restaurant to my enemy too.', 'guided_block': {'GUIDED_DINING_MEAL_TYPE': 'Lunch', 'GUIDED_DINING_PRICE_RANGE': '₹600–800', 'GUIDED_DINING_FOOD_ASPECT': 2, 'GUIDED_DINING_SERVICE_ASPECT': 1, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 2}}, {'name_person': 'Dharmesh Prajapati', 'time_line': '5 months ago', 'review': ""Worst experience, they don't know how to handle rush in festivals, Buttlers are very arrogant, when he provides butter garlic naan it was burnt and when we showed he said it is Lil bit burn lik that only otherwise it will not get the taste, they don't even listen what you say, very means very poor service we regret to come and i suggest do not waste your money to visit this hotel. Pathetic service I must say, Even in corner table thr is small cockroaches as well, if I get chance to click a pic i would surely put that with that cockroaches..so so badly regret to visit here."", 'guided_block': {'GUIDED_DINING_MODE': 'Dine in', 'GUIDED_DINING_MEAL_TYPE': 'Dinner', 'GUIDED_DINING_PRICE_RANGE': '₹1,200–1,400', 'GUIDED_DINING_FOOD_ASPECT': 2, 'GUIDED_DINING_SERVICE_ASPECT': 1, 'GUIDED_DINING_ATMOSPHERE_ASPECT': 1, 'GUIDED_DINING_GROUP_SIZE': ['Not_sure', 'E:NOT_SURE']}}, {'name_person': 'Travel Knight', 'time_line': '4 years ago', 'review': 'Visited the place for a Function in their Banquet sorta Hall. The food is really good is what I would say. Infact I felt a lil unconscious there due to low BP, the staff took care of me, offered me a Lemonade, and checked up on me. Qudos to them!', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'Good place for family and friends ..... yummy food.... served quickly......good staff.', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'I ordered chicken crispy from Zomato app, It was not fresh chicken n half cooked', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'Multiple variety of indian cuisine & also have a good food & service quality', 'guided_block': {}}]",4,89608b4d817ffff,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
0x3be7ab692bc5e96b:0x4c3263e61434233d,Sea Royal Cafe and rooms,"Sea Royal Cafe and rooms, Beach, Navapur, Virar West, Virar, Maharashtra 401301, India",Open,170,"[{'name_person': 'Sushmita Benbansi', 'time_line': 'a month ago', 'review': 'We celebrated our anniversary beach setup at Sea Royal Cafe, and the experience was absolutely amazing. The beachside decor, candlelight, fairy lights, and ocean view created a romantic and private atmosphere.\nThe staff was polite, attentive, and managed everything beautifully. The food, drinks and the entire setup felt well planned and magical.\nHighly recommended for anniversaries and romantic beach celebrations.\n5/5 – Truly unforgettable!', 'guided_block': {'HOTELS_PILOT_TRAVEL_GROUP_TYPE': 'Family', 'HOTELS_ASPECT_SERVICES': 5, 'HOTELS_ASPECT_LOCATION': 5, 'HOTELS_VIBE': ['Luxury', 'E:HOTEL_VIBES_LUXURY', 'Great_view', 'E:HOTEL_VIBES_GREAT_VIEW', 'Romantic', 'E:HOTEL_VIBES_ROMANTIC', 'Kid-friendly', 'E:HOTEL_VIBES_KID_FRIENDLY', 'Great_value', 'E:HOTEL_VIBES_GREAT_VALUE']}}, {'name_person': 'Simran Panjwani - 126', 'time_line': 'a month ago', 'review': 'Thank you so much Sir for an amazing set up for beach proposal😍😍...i appreciate how u stepped up for our help for making our day very memorable. The food provided was super delicious 😋 which added an extra charm to our day.\nThe team provided to capture our moments was too amazing..so helpful..co-operative nd polite. The reel we got from our captured moments was beyond words...\nA heartedly gratitude to everyone who was there to make our day extra special. The outcome we got was beyond our imagination.', 'guided_block': {'HOTELS_PILOT_TRIP_TYPE': 'Vacation', 'HOTELS_PILOT_TRAVEL_GROUP_TYPE': 'Couple', 'HOTELS_ASPECT_SERVICES': 5, 'HOTELS_ASPECT_LOCATION': 5}}, {'name_person': 'Shashank Rathore', 'time_line': '3 months ago', 'review': '⭐️⭐️⭐️⭐️⭐️\nAbsolutely amazing decoration service!\nThey literally put their heart and soul into the work. The beach cabana birthday decoration was next-level and looked absolutely stunning 🌊🎉\nEverything was perfectly managed, from setup to finishing. The team helped with everything and was extremely cooperative and professional throughout.\nThe final outcome was even better than what we had imagined. If you’re looking for a stress-free, beautiful, and memorable decoration, I would highly recommend them without any doubt!', 'guided_block': {'HOTELS_ASPECT_ROOMS': 5, 'HOTELS_ASPECT_SERVICES': 5, 'HOTELS_ASPECT_LOCATION': 5}}, {'name_person': 'Shiroo Nohara', 'time_line': '3 weeks ago', 'review': 'Booked a birthday decor with sea royal cafe and rooms, The decor was exactly the same as shown in the pictures, welcome drinks and starters was provided along with birthday cake.. over-all good experience the beach was not crowded as well ✨👍💯', 'guided_block': {'HOTELS_PILOT_TRAVEL_GROUP_TYPE': 'Couple', 'HOTELS_ASPECT_SERVICES': 5, 'HOTELS_ASPECT_LOCATION': 5}}, {'name_person': 'Chetan Patil', 'time_line': '2 months ago', 'review': ""Very disappointed with overall experience.\nPhotos are good on Google. But the reality hits different. No door latches, plumbing issues, water leakage, basin damaged, Towels and bedsheets are not at all clean.\nWifi doesn't work in room. Only connects in balcony. In my neighboring room there was a couple who had to go to other room for bath. That's worst\nAnd the most irritating thing is service.\nThey don't even care what you are complaining about. I ordered food. I waited fir 1 hr. I called them again for reminder they said they are making it ready. And after 1 hour when I called them again they said kitchen was cloesd.\nWashed plates were placed outside whole night. In morning I saw dogs were walking on that plates. I ordered for breakfast and tea at 9.00 in morning.  I received at 11.30.\nThat's how it is. Not worth of 1000 rs also.\nDon't go there that's it.\nAll good reviews  you see here are the copy paste. You check it wisely. Only location Is good"", 'guided_block': {'HOTELS_ASPECT_ROOMS': 2, 'HOTELS_ASPECT_SERVICES': 1, 'HOTELS_ASPECT_LOCATION': 4}}, {'name_person': 'smeet bhanushali', 'time_line': 'a month ago', 'review': 'Had a great stay at Sea Royal Cafe & Rooms. The rooms were clean and comfortable, the staff was very polite, and the sea view made the experience even better. The food at the cafe was fresh and tasty. Perfect place for a peaceful getaway. Would definitely visit again!', 'guided_block': {'HOTELS_PILOT_TRAVEL_GROUP_TYPE': 'Couple', 'HOTELS_ASPECT_ROOMS': 5, 'HOTELS_ASPECT_SERVICES': 5, 'HOTELS_ASPECT_LOCATION': 5, 'HOTELS_VIBE': ['Great_view', 'E:HOTEL_VIBES_GREAT_VIEW', 'Romantic', 'E:HOTEL_VIBES_ROMANTIC', 'Quiet', 'E:HOTEL_VIBES_QUIET', 'Great_value', 'E:HOTEL_VIBES_GREAT_VALUE']}}, {'name_person': 'Vishu Photography', 'time_line': '3 months ago', 'review': 'We recently worked with Sea Royal Cafe & Rooms for a proposal set-up during a pre-wedding photoshoot, and the experience was amazing. Their team arranged a beautiful and well-designed setup that perfectly matched the couple’s theme. The staff was supportive, quick to respond, and made sure everything was ready on time. As a photographer, it made my work so smooth. Highly recommended for romantic setups and celebrations.', 'guided_block': {'HOTELS_PILOT_TRIP_TYPE': 'Business', 'HOTELS_PILOT_TRAVEL_GROUP_TYPE': 'Couple', 'HOTELS_ASPECT_ROOMS': 5, 'HOTELS_ASPECT_SERVICES': 5, 'HOTELS_ASPECT_LOCATION': 5, 'HOTELS_VIBE': ['Romantic', 'E:HOTEL_VIBES_ROMANTIC']}}, {'name_person': 'Brijal Bari', 'time_line': '2 months ago', 'review': 'So, I booked in for anniversary celebration. And asked for some customisation and it was accepted. Things look pretty and sunset made it all count. It made me feel cozy and special. Loved the theme and the decor… 🌸🌷… A special thanks to Hardik who looked after the requests…', 'guided_block': {'HOTELS_PILOT_TRAVEL_GROUP_TYPE': 'Couple', 'HOTELS_ASPECT_SERVICES': 4, 'HOTELS_ASPECT_LOCATION': 5}}, {'person_name': None, 'time_line': None, 'review': 'Friendly staff, quick service, and a super relaxing vibe', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'The family picnic setup had neat tents, comfortable cushions, and soft lighting.', 'guided_block': {}}, {'person_name': None, 'time_line': None, 'review': 'Loved the service and beautiful location near the beach.', 'guided_block': {}}]",4.7,89283080d9bffff,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
