poicode,day_type,total_count,total_estimated_visit
POI_IND_9999_0x3be7d1c0e1f70c81:0xa4af0ea659cee664,weekday,98,5368.0
POI_IND_9999_0x3be79508206a6247:0x5a897eedb6a4c5ba,weekend,36,1826.0
POI_IND_9999_0x3be7c14408ceb981:0x1ce32a44c24e0092,weekday,79,1418.0
POI_IND_9999_0x3be7af7899b53623:0xecb3b7b5677b328f,weekday,38,2097.0
POI_IND_9999_0x3be7c7006fffd497:0x19cbd94a1ce08dd,weekend,25,1023.0
POI_IND_9999_0x3be7c7006fffd497:0x19cbd94a1ce08dd,weekday,90,3126.0
POI_IND_9999_0x3be7b7338b892e13:0xe062ce65fb6eb55d,weekday,12,660.0
POI_IND_9999_0x3be7c7e450c9d06b:0x85b18d2fd99c270,weekday,57,3089.0
POI_IND_9999_0x3be7c78ae8723065:0xe333f0e830d7b98d,weekday,118,5604.0
POI_IND_9999_0x3be7b92272021c5f:0x9dbaeb1280fa4d18,weekday,249,8539.0
POI_IND_9999_0x3be7b92272021c5f:0x9dbaeb1280fa4d18,weekend,128,5216.0
POI_IND_9999_0x3be7bbe3cd9a736f:0xe6d96fb558053e98,weekday,303,12808.0
POI_IND_9999_0x3be7954d86f131af:0x58de85a31d6c60e8,weekday,99,1354.0
POI_IND_9999_0x3be7b3005d6bdb01:0xdd30152500a1278f,weekend,21,615.0
POI_IND_9999_0x3be7b952dc98a1dd:0x565ccf04e37afd67,weekday,72,2594.0
POI_IND_9999_0x3be7b952dc98a1dd:0x565ccf04e37afd67,weekend,30,1327.0
POI_IND_9999_0x3be7b86e222c8365:0x120594ba151916d5,weekend,40,2213.0
POI_IND_9999_0x3be7c90abf04af83:0xc4c627f1157758,weekday,145,2694.0
POI_IND_9999_0x3be7c90abf04af83:0xc4c627f1157758,weekend,91,1728.0
POI_IND_9999_0x3be7cfc4f8606e05:0xc5e9c8475139055a,weekend,275,6512.0
POI_IND_9999_0x3be7c8c9aaaaaaab:0x1bb62c4150224982,weekend,236,8603.0
POI_IND_9999_0x3be7c9330506d981:0x7761d788f2c74ea2,weekday,149,7597.0
POI_IND_9999_0x3be7c9330506d981:0x7761d788f2c74ea2,weekend,51,2730.0
POI_IND_9999_0x3be7b92ccc2fb263:0x7c2fbb1e22dc49c8,weekday,235,8232.0
POI_IND_9999_0x3be7b0681ba0219b:0x19102850e17107d6,weekend,106,5344.0
POI_IND_9999_0x3be7c34f66ca1c51:0xc0be2527b9a6fb85,weekend,51,752.0
POI_IND_9999_0x3be7cf7221c49047:0xb2e109015b54698a,weekday,30,1579.0
POI_IND_9999_0x3be7cf83d1a3c1b3:0x14f5a25e32fc6aba,weekday,620,20811.0
POI_IND_9999_0x3be7cfdb6d93308d:0xd86cdfcd52b521a4,weekend,182,8112.0
POI_IND_9999_0x3be7c0c5f6e44f33:0xb819b58d6a3a7a67,weekend,27,319.0
POI_IND_9999_0x3be797007e0576f1:0x7023c18dcebb5267,weekday,1492,18186.0
POI_IND_9999_0x3be7944a78256393:0x25ac6a8df881d6cd,weekday,405,4788.0
POI_IND_9999_0x3be71d0015a9d893:0x512f3ff7fa6764de,weekday,66,515.0
POI_IND_9999_0x3be71d0015a9d893:0x512f3ff7fa6764de,weekend,38,304.0
POI_IND_9999_0x3be7d1e0b398291f:0x798f63a7f235139c,weekday,268,9714.0
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,weekend,30,601.0
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,weekday,388,8934.0
POI_IND_9999_0x3be795006a2aaf55:0x4b58a10be7271900,weekday,157,1268.0
POI_IND_9999_0x3be795006a2aaf55:0x4b58a10be7271900,weekend,106,722.0
POI_IND_9999_0x3be7af256a82633f:0xe03d3136d96e4007,weekend,2129,92848.0
POI_IND_9999_0x3be7c9d574261499:0x1a622b9325d947e2,weekday,25,789.0
POI_IND_9999_0x3be7c97c29023901:0xe71b7ee37ac1ed43,weekday,100,5527.0
POI_IND_9999_0x3be7c7d8aee076e9:0xc54fbd3ff364801c,weekend,56,2718.0
POI_IND_9999_0x3be7c676d68cac05:0x626ece517e361ff5,weekend,349,9751.0
POI_IND_9999_0x3be7ce932dbddb97:0xa5a72b3a708e66f8,weekday,74,4498.0
POI_IND_9999_0x3be7b99f687f0577:0x80c4869bb1c9449b,weekend,43,1785.0
POI_IND_9999_0x3be7b13554489a77:0x7694f81631cf756a,weekday,45,2025.0
POI_IND_9999_0x3be7c92955eede4d:0xcac92a2664fc1b31,weekend,72,3165.0
POI_IND_9999_0x3be7c3e41bf5f75f:0x9feb3f86571f1302,weekend,15,275.0
POI_IND_9999_0x3bae16773e7dc413:0x46098eee49dc03f2,weekend,78,1824.0
POI_IND_9999_0x3be7bf17cf08ad3b:0x13f8e35e2b2a0d36,weekend,5,42.0
POI_IND_9999_0x3be7c1205f3da1ed:0xc090177f38a1296c,weekday,39,677.0
POI_IND_9999_0x3be7b8b4e8e89e29:0x2e64ce29b2fa3e74,weekday,187,9830.0
POI_IND_9999_0x3be7c3a9bcd5387f:0x8e6f9d8d287d49dc,weekday,240,4535.0
POI_IND_9999_0x3be7c3a9bcd5387f:0x8e6f9d8d287d49dc,weekend,63,1322.0
POI_IND_9999_0x3be7b7002d2f7fdd:0x2c369b50cde8dc58,weekday,483,15104.0
POI_IND_9999_0x3be797ae9b5ac26d:0x56cc90624413fb98,weekend,16,499.0
POI_IND_9999_0x3be7b91c3a774ccb:0x3e3317a1cac10327,weekday,378,11555.0
POI_IND_9999_0x3be795000cc20cb9:0x360c77ee33c5f3fb,weekday,126,5997.0
POI_IND_9999_0x3be795000cc20cb9:0x360c77ee33c5f3fb,weekend,43,2214.0
POI_IND_9999_0x3be7af79a4885eff:0x7ec799fb3e2d7b44,weekday,529,13777.0
POI_IND_9999_0x3be7af79a4885eff:0x7ec799fb3e2d7b44,weekend,299,7688.0
POI_IND_9999_0x3be7cfb304908a53:0xf990d57a2aa50fab,weekend,160,4042.0
POI_IND_9999_0x3be7b11e3398596b:0x207b377cde447634,weekday,43,2039.0
POI_IND_9999_0x3be79502251cce0b:0x96cb14fe293e6b84,weekend,133,6370.0
POI_IND_9999_0x3be7ce11ff636d53:0x2d03392c149a3759,weekend,266,10105.0
POI_IND_9999_0x3be7ce8fb09e4355:0x37c7f4de8506d6dd,weekday,534,17011.0
POI_IND_9999_0x3be7ce8fb09e4355:0x37c7f4de8506d6dd,weekend,216,7901.0
POI_IND_9999_0x3be7cfb2b2cecf1d:0x2e38ae8a46314d57,weekend,372,20780.0
POI_IND_9999_0x3be7d10046e4fbcb:0xf2053438f8c73ea5,weekend,140,5139.0
POI_IND_9999_0x3be7c9290c2cc021:0xa6ac362d8d5a0211,weekend,88,2102.0
POI_IND_9999_0x3be7ce8c350898ed:0x664c7200a24a00a9,weekend,23,899.0
POI_IND_9999_0x3be7b80060f2fa67:0x7981ebf961dd5da5,weekend,38,2228.0
POI_IND_9999_0x3be7c9d366414d5d:0xf4e57cf5fbba1f89,weekday,69,2433.0
POI_IND_9999_0x3be7b10060e82695:0x4b5ebd041ff7190f,weekend,228,3788.0
POI_IND_9999_0x3be7cf2b056971dd:0x17970f504574fd63,weekend,19,1205.0
POI_IND_9999_0x3be7bb2d0cfe7d4f:0x4d6dd9ab7b1f88a5,weekend,16,689.0
POI_IND_9999_0x3be79414d6f32f3b:0xc1a9b011c44124fb,weekday,397,18961.0
POI_IND_9999_0x3be7b6f6a0ff064b:0x68d79cdaf27e77e8,weekend,9,558.0
POI_IND_9999_0x3be7c9ea43970135:0xd3df0da63634b3ce,weekday,109,6085.0
POI_IND_9999_0x3be7b866f03f7c3d:0x86d7cadff7cc571e,weekend,67,2302.0
POI_IND_9999_0x3be7b866f03f7c3d:0x86d7cadff7cc571e,weekday,97,4128.0
POI_IND_9999_0x3be7b720129c8f8d:0x47fc5ca1fc20c7a7,weekday,64,2575.0
POI_IND_9999_0x3be7b720129c8f8d:0x47fc5ca1fc20c7a7,weekend,26,1206.0
POI_IND_9999_0x3be7c9b3f8b5e5e1:0x77575fa98360d30,weekend,409,12219.0
POI_IND_9999_0x3be7b6f120bd65ef:0x1f1f1cae37ff91c8,weekday,442,13581.0
POI_IND_9999_0x3be7b621132f5e5d:0x88e4fb7b38b752fd,weekend,357,12381.0
POI_IND_9999_0x3be7b0e06708b8c7:0xfa7e6b2d66efb426,weekend,495,13390.0
POI_IND_9999_0x3be7b70bf0660de9:0x1e1a9adc936f79bb,weekend,41,1545.0
POI_IND_9999_0x3be7b638f641b6bf:0x2e208a3eba2a19a7,weekend,57,1775.0
POI_IND_9999_0x3be7c7ce6324c725:0x9fdf4dd48096a0ea,weekday,29,921.0
POI_IND_9999_0x3be7c3d12193838f:0x88908ab285c23909,weekday,80,695.0
POI_IND_9999_0x3be7c87c70e584bb:0x9f57cc814ecdde09,weekday,93,4466.0
POI_IND_9999_0x3be7b85da8f48a0b:0x5aaab5571a54918,weekday,81,4776.0
POI_IND_9999_0x3be7b6fcbcfa335b:0xaf522ca2ba0f14c6,weekend,94,5940.0
POI_IND_9999_0x3be7b6fcbcfa335b:0xaf522ca2ba0f14c6,weekday,237,13257.0
POI_IND_9999_0x3be7c3fe9accf1e1:0xb04092b5794f9266,weekday,268,3028.0
POI_IND_9999_0x3be7b749b5d7d5d1:0x6cb9f769976f8426,weekend,13,886.0
POI_IND_9999_0x3be7b719799c1d7f:0x6f8c31bccde682c8,weekday,91,2886.0
POI_IND_9999_0x3be7c909e9d4d267:0x1c035054ddb23d00,weekday,130,6587.0
POI_IND_9999_0x3be7c9a283677415:0x42b78a4372fe272f,weekday,74,2781.0
POI_IND_9999_0x3be7c904f4cc29ef:0x8e3acf5f4e95e266,weekend,255,7847.0
POI_IND_9999_0x3be7c904f4cc29ef:0x8e3acf5f4e95e266,weekday,469,15163.0
POI_IND_9999_0x3be7c941b4afca5b:0xd730d9b9722622cb,weekend,11,429.0
POI_IND_9999_0x3be7c74c28d17af5:0x466b256c1addd746,weekend,32,1073.0
POI_IND_9999_0x3be7c8721daf31a5:0x1b952a70b2008d5e,weekday,418,15412.0
POI_IND_9999_0x3be7b1b077570d1d:0x8f31dcb6caf94b1d,weekday,130,7310.0
POI_IND_9999_0x3be7c38c17f6620b:0xb62651931c17c85e,weekday,92,1160.0
POI_IND_9999_0x3be7c814f7c69ea9:0xdc4fa2e463be417,weekday,92,4500.0
POI_IND_9999_0x3be7c1141353f691:0x858a1b3b6ecd16c6,weekend,27,492.0
POI_IND_9999_0x3be7b15c923d90cf:0xaaca1e5b0d23c3df,weekday,84,2568.0
POI_IND_9999_0x3be7b15c923d90cf:0xaaca1e5b0d23c3df,weekend,49,1502.0
POI_IND_9999_0x3be79488bdc9c967:0xdb0905f7ff0f8590,weekend,118,3605.0
POI_IND_9999_0x3be7c9af3ce9a44b:0xa85878f0f375780,weekend,10,602.0
POI_IND_9999_0x3be7b935396b751b:0x243f8cdab1160e82,weekday,1044,28342.0
POI_IND_9999_0x3be7d1c0c51d3d5d:0x8056578ab9a503e2,weekday,113,3870.0
POI_IND_9999_0x3be7cefda194d46b:0x99e837db56cbbcf6,weekend,71,2556.0
POI_IND_9999_0x3be7ce2100f20047:0x86fe53a771f46839,weekday,92,2605.0
POI_IND_9999_0x3be7ce2100f20047:0x86fe53a771f46839,weekend,42,1113.0
POI_IND_9999_0x3be7c1cf9a04d89f:0xccb910f42b853b69,weekend,203,4934.0
POI_IND_9999_0x3be7bf99bd3104ed:0x5a93f61e9a9166db,weekend,129,874.0
POI_IND_9999_0x3be7bbd334fcb0ad:0x7ede4b273700fcfe,weekend,31,2105.0
POI_IND_9999_0x3be7ce732186fa03:0x777d54959977c9e7,weekday,98,3285.0
POI_IND_9999_0x3be7cf9bd2965b37:0xb1b994ae3843a2f8,weekend,184,6370.0
POI_IND_9999_0x3be7cedbaf70b90d:0xcd44b3aff755989a,weekday,474,19961.0
POI_IND_9999_0x3be7cedbaf70b90d:0xcd44b3aff755989a,weekend,192,8470.0
POI_IND_9999_0x3be7cef021ea40b7:0x35cabdf264de6026,weekend,100,4161.0
POI_IND_9999_0x3be7cf2b87e600fb:0x1d5b3da1210bbd55,weekend,712,10044.0
POI_IND_9999_0x3be7b7cdd3d111ab:0xd0f72bd3f67c8e44,weekend,23,1375.0
POI_IND_9999_0x3be7b90176966a11:0xa9f0c73bb1420731,weekday,127,6055.0
POI_IND_9999_0x3be7b90176966a11:0xa9f0c73bb1420731,weekend,38,2056.0
POI_IND_9999_0x3be7b78e44439597:0xdec21ff4c13b69d1,weekday,43,2060.0
POI_IND_9999_0x3be7b78e44439597:0xdec21ff4c13b69d1,weekend,20,384.0
POI_IND_9999_0x3be71d652dccf067:0x7e1d71e17c9f586d,weekday,31,958.0
POI_IND_9999_0x3be7bfdf9456683b:0xd971c8da78c8fd3,weekend,7,299.0
POI_IND_9999_0x3be7959d5ed9c94f:0x6163469e5f523e66,weekday,67,1430.0
POI_IND_9999_0x3be7bba396674b8b:0x8546eae0ee50532f,weekday,94,4192.0
POI_IND_9999_0x3be7c9ab494d99f9:0xe187202a2d951274,weekend,211,2390.0
POI_IND_9999_0x3be7c97f64cc09e1:0x4dc3b7b23830e400,weekend,348,10157.0
POI_IND_9999_0x3be7c9d3cc0aa281:0x4a4121f9948753b5,weekday,75,2656.0
POI_IND_9999_0x3be7c90670fb5329:0xc143fea0f720713a,weekday,21,1364.0
POI_IND_9999_0x3be7c834b67dc485:0xbcd967e1ea68882,weekend,35,1040.0
POI_IND_9999_0x3be791c7751adfeb:0x6883c00b2fa8bf56,weekend,52,769.0
POI_IND_9999_0x3be7b93f85bd6afd:0xae75a749406933ae,weekend,156,6439.0
POI_IND_9999_0x3be7c13b29e80425:0x4728e43e3396f7ef,weekday,150,1362.0
POI_IND_9999_0x3be7b90016f47c15:0x9931f881caef9b00,weekday,11,841.0
POI_IND_9999_0x3be7958a77089d9f:0x9976e86f776d03a1,weekday,114,1268.0
POI_IND_9999_0x3be795b45de4d025:0x1b5a04a7f083cce4,weekend,109,2711.0
POI_IND_9999_0x3be7b74ded608ff5:0x430b9d65f126fc19,weekend,13,972.0
POI_IND_9999_0x3be7b74ded608ff5:0x430b9d65f126fc19,weekday,41,1903.0
POI_IND_9999_0x3be7c952200b712b:0x7bd9bfd250a0be85,weekday,180,8063.0
POI_IND_9999_0x3be7c952200b712b:0x7bd9bfd250a0be85,weekend,76,3349.0
POI_IND_9999_0x3be7c8a0044bf36f:0x47811222b5d0e5e6,weekday,90,3862.0
POI_IND_9999_0x3be7c8a0044bf36f:0x47811222b5d0e5e6,weekend,67,2117.0
POI_IND_9999_0x3be7c994d7e20789:0xbcd8b9c91da20da,weekday,267,8363.0
POI_IND_9999_0x3be7c7939b61de3d:0xbfcf53192dcb76f4,weekend,90,1621.0
POI_IND_9999_0x3be7c61fabd10ec9:0x192eaa9a161091ff,weekend,538,11552.0
POI_IND_9999_0x3be7b6448bbb4183:0x12a4e2c10bf2ac51,weekday,1136,26208.0
POI_IND_9999_0x3be7c832386b42d5:0x6fd22191d3347b00,weekday,98,4955.0
POI_IND_9999_0x3be7c611b4251927:0xabc7129f0871fafe,weekend,30,1065.0
POI_IND_9999_0x3be7b60362b39b85:0x9b8fe1557a04618b,weekday,602,16285.0
POI_IND_9999_0x3be7c8f130000001:0xf87673e06aca5d42,weekday,201,9893.0
POI_IND_9999_0x3be7b74d0d6d38ff:0x8d413d6dad50abce,weekend,83,3998.0
POI_IND_9999_0x3be7b1fa3b0a6cf7:0xd9e15ec7682bbe44,weekend,89,3271.0
POI_IND_9999_0x3be7c9b150a7ce7b:0x5c608d2c4abba640,weekend,24,925.0
POI_IND_9999_0x3be7c7cb51e4b769:0x1cee401cf755899f,weekday,219,9082.0
POI_IND_9999_0x3be7c872bc7043df:0x6e061bfbe36e27a6,weekday,206,7649.0
POI_IND_9999_0x3be7cff1e28604b1:0x92a087f9b6ad89f7,weekday,220,8347.0
POI_IND_9999_0x3be7cedc5189de17:0x3895ff797125a0b9,weekend,447,10770.0
POI_IND_9999_0x3be7b725fff36593:0xd811ff25d154ac25,weekday,155,6636.0
POI_IND_9999_0x3be7c8eeb55875b3:0xc8da7d47cb24a8c0,weekend,221,5867.0
POI_IND_9999_0x3be7936b19b89e0d:0x944e719820b21232,weekday,19,822.0
POI_IND_9999_0x3be7bd9b43a4c485:0x513ceb6459002bd1,weekday,67,1126.0
POI_IND_9999_0x3be7b04f5bba3497:0xcbee3ea3f97ef8f9,weekday,2146,79600.0
POI_IND_9999_0x3be7bf50736ca515:0x1f070bbd8d41f751,weekend,282,4847.0
POI_IND_9999_0x3be7bf006905aeb1:0x55710357e4eca1e5,weekday,292,6968.0
POI_IND_9999_0x3be79361602c73d5:0x83442ba70cb7d951,weekday,95,5211.0
POI_IND_9999_0x3be7958aa7f83d85:0x3167b18f4f45fbbc,weekday,153,2420.0
POI_IND_9999_0x3be793003e59c241:0xeed9a93431023e6a,weekday,14,873.0
POI_IND_9999_0x3be7bf004f8fde81:0x518b902c326bc8c8,weekday,465,5643.0
POI_IND_9999_0x3be7c3000ba6d4b9:0xafd770bd6b614b3,weekend,53,848.0
POI_IND_9999_0x3be7c14714979845:0x773ee4511b87af8e,weekday,203,5980.0
POI_IND_9999_0x3be7c3c3307931df:0xb43e5f553426395b,weekday,327,1969.0
POI_IND_9999_0x3be7ed55939748c9:0x72bcb40e5dcee5b3,weekday,97,4298.0
POI_IND_9999_0x3be7b96324ea6103:0x2bccfb9435eb9385,weekday,712,30160.0
POI_IND_9999_0x3be7930cb3dbca65:0xb33783df8d405026,weekend,14,986.0
POI_IND_9999_0x3be795c6c994cd39:0x394a65cf28e957f7,weekend,99,2661.0
POI_IND_9999_0x3be7ce0cbed13c25:0xcccd603868a3d11a,weekday,164,4647.0
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,weekend,63,3499.0
POI_IND_9999_0x3be7d1c34895ab79:0x22b1c0dca90c51e3,weekend,7,463.0
POI_IND_9999_0x3be7c95022672f03:0xa6ac6c0757efe70f,weekday,222,983.0
POI_IND_9999_0x3be7c95022672f03:0xa6ac6c0757efe70f,weekend,79,1005.0
POI_IND_9999_0x3be7b85e5f761c6b:0x77c5c2ab7f59d2e6,weekday,280,12230.0
POI_IND_9999_0x3be7b12b52ac6b5b:0x642ef4204d26f4b1,weekday,365,14912.0
POI_IND_9999_0x3be7a8c250b6be4f:0x75cc93cdd0e3760e,weekend,332,13269.0
POI_IND_9999_0x3be7cede78ac4371:0x3c501c67068ae596,weekday,175,5051.0
POI_IND_9999_0x3be7cede78ac4371:0x3c501c67068ae596,weekend,45,1598.0
POI_IND_9999_0x3be7cf29c0d30255:0xde19efed6b31b244,weekend,53,2206.0
POI_IND_9999_0x3be7cf8917e14b17:0x6d3306c72ac27502,weekend,32,918.0
POI_IND_9999_0x3be7c9006531d4a9:0xfdba69b72e2af81d,weekday,200,7000.0
POI_IND_9999_0x3be7b767c6281857:0x84edc59f041a75b8,weekend,43,1647.0
POI_IND_9999_0x3be7b7145f52b7ff:0xebfa5f082f74e51d,weekday,280,5653.0
POI_IND_9999_0x3be7c9a19e149143:0xa673e7bd894b0401,weekday,50,2408.0
POI_IND_9999_0x3be7c9000a3b175d:0x2f289a5ec6292a35,weekend,52,1942.0
POI_IND_9999_0x3be7b64c2f983f51:0xdf64d26e6994c4fc,weekday,152,8205.0
POI_IND_9999_0x3be7b7bc7a951977:0xfe6fb3317236c938,weekday,385,17532.0
POI_IND_9999_0x3be7b7bc7a951977:0xfe6fb3317236c938,weekend,231,9366.0
POI_IND_9999_0x3be7b6034770c06f:0x91663497eab95a48,weekend,22,609.0
POI_IND_9999_0x3be7b732afe88cb1:0xe649fd05aaa1d14a,weekend,73,2669.0
POI_IND_9999_0x3be7c90023688d55:0xd7dbf86e00108f8,weekend,61,2660.0
POI_IND_9999_0x3be7c927c779e91f:0x8787f3c14789db71,weekend,16,846.0
POI_IND_9999_0x3be7b0fda26c15f5:0x286d70e28ceab37,weekend,87,2768.0
POI_IND_9999_0x3be7c395a1392215:0x75c73ed7824937c,weekend,11,212.0
POI_IND_9999_0x3be7c14cf7690c3d:0x4c9dbde502e6a8fe,weekend,101,1035.0
POI_IND_9999_0x3be7941719eecd31:0x24a2aad7fe2adfc5,weekend,51,2477.0
POI_IND_9999_0x3be799ebf7bc1dd7:0xa8b387c429826425,weekend,46,2038.0
POI_IND_9999_0x3be7ba897e29e29d:0xf38ee77a2ab557d0,weekday,29,1523.0
POI_IND_9999_0x3be795d261d689a1:0x956e9d74d8f5bddf,weekend,242,7161.0
POI_IND_9999_0x3be795d261d689a1:0x956e9d74d8f5bddf,weekday,681,20656.0
POI_IND_9999_0x3be7d1da3afdb27f:0xe0781a662aed053d,weekday,299,10189.0
POI_IND_9999_0x3be7b1eb203695ff:0x550430ddbf42c804,weekend,670,15965.0
POI_IND_9999_0x3be7c86a8f54295d:0xe8c04bcb2073fed2,weekday,30,1774.0
POI_IND_9999_0x3be7c86a8f54295d:0xe8c04bcb2073fed2,weekend,14,975.0
POI_IND_9999_0x3be7c7cd855b4137:0xe070362306f7f1f8,weekday,270,12826.0
POI_IND_9999_0x3be7c7e4faf12427:0xfe6c51a30610eebd,weekend,41,1063.0
POI_IND_9999_0x3be7c7e4faf12427:0xfe6c51a30610eebd,weekday,162,4640.0
POI_IND_9999_0x3be7c9984340fa9b:0x242435186a314311,weekday,16,582.0
POI_IND_9999_0x3be7b775e33673c3:0x83b4d25d2b16b789,weekend,34,966.0
POI_IND_9999_0x3be7c9e962e79db9:0x6c9c28a70c47c027,weekday,99,3079.0
POI_IND_9999_0x3be7c9e962e79db9:0x6c9c28a70c47c027,weekend,39,905.0
POI_IND_9999_0x3be7b7a06d356ba5:0xe4a0f956ee805d92,weekday,167,7938.0
POI_IND_9999_0x3be7b7a06d356ba5:0xe4a0f956ee805d92,weekend,63,2952.0
POI_IND_9999_0x3be7b7c379a6844f:0x1f01acf23c35c46f,weekday,123,5724.0
POI_IND_9999_0x3be7c9b6c4fa0b37:0x8578bbe962e4f831,weekend,53,1745.0
POI_IND_9999_0x3be7c8275b76bb2b:0x74cd690feb5926c0,weekday,112,4755.0
POI_IND_9999_0x3be7c924da68848f:0x4a185623eaf030fd,weekday,14,927.0
POI_IND_9999_0x3be7c780db586f71:0x1a9574ed2c5e8631,weekend,36,1541.0
POI_IND_9999_0x3be7b336d0850a71:0x57193d5c1568edf4,weekday,16,700.0
POI_IND_9999_0x3be795ca992f680f:0x32d89e8d96a702c,weekday,182,4461.0
POI_IND_9999_0x3be7c146f9bf8c8d:0xddfb47797fb3883d,weekend,18,200.0
POI_IND_9999_0x3be7ce6c5cde1ded:0x7902f654187909f0,weekday,872,28434.0
POI_IND_9999_0x3be7bd6a2725b4a5:0x27242b65d41d24c1,weekday,103,1768.0
POI_IND_9999_0x3be7949dc3b651db:0xef279fa8d5598ed0,weekday,104,6020.0
POI_IND_9999_0x3be7949dc3b651db:0xef279fa8d5598ed0,weekend,45,3651.0
POI_IND_9999_0x3be7cf4859b98957:0x351ceec4dbfc5793,weekend,74,2938.0
POI_IND_9999_0x3be7cf17a48c7e17:0xd2572a6fdbbcd9cb,weekday,985,36213.0
POI_IND_9999_0x3be7c83640be1427:0x66a11c178cdc3396,weekday,63,2319.0
POI_IND_9999_0x3be7c787e26d1ccf:0x1d7fa1dd02b27434,weekend,412,12020.0
POI_IND_9999_0x3be7c618d9df4c39:0xba7acab95c391308,weekday,199,5293.0
POI_IND_9999_0x3be7c618d9df4c39:0xba7acab95c391308,weekend,84,2426.0
POI_IND_9999_0x3be7cedaf778daa7:0xda9e6c618aaedac6,weekday,242,6302.0
POI_IND_9999_0x3be7c78f57844ee1:0xd56feecbc5f0362a,weekday,144,7611.0
POI_IND_9999_0x3be7b8fbd5f92d2f:0xbcd3d502efdb4de6,weekday,437,12212.0
POI_IND_9999_0x3be7b63c5dde6425:0x78f3f6fc8b314536,weekday,158,4999.0
POI_IND_9999_0x3be7e9fdb479e83d:0xe7552c1e98c1efea,weekday,124,2745.0
POI_IND_9999_0x3be77fbb0bae9cf5:0x32a0ba6b494f968,weekday,22,540.0
POI_IND_9999_0x3be7bb00302717eb:0x2519a3ca0ba5247,weekday,82,1771.0
POI_IND_9999_0x3be7c11f070059a7:0x27b655a2b78920c6,weekday,161,4561.0
POI_IND_9999_0x3be7c995667c50e7:0xb3511a6b349ef870,weekend,56,3385.0
POI_IND_9999_0x3be7c90029a90c85:0xa61ecb45ec9374f5,weekend,47,1875.0
POI_IND_9999_0x3be7c905043e9803:0x50ce31914ae186df,weekday,158,3285.0
POI_IND_9999_0x3be7ce1171a5ae35:0x9a080c64e3a0c278,weekend,105,2563.0
POI_IND_9999_0x3be7d100a0c754ad:0x22b5205d73f42312,weekend,22,1321.0
POI_IND_9999_0x3be795bdab89508f:0x28d1b159ebb1ed12,weekday,1147,6485.0
POI_IND_9999_0x3be7ba9cfdb3ceeb:0xe27371d452040396,weekday,62,3007.0
POI_IND_9999_0x3be7afcfb4dfc2ad:0x892552a112ee1a64,weekday,300,5601.0
POI_IND_9999_0x3be7c9a4e8c2cb93:0x41e1c967fa3e0c91,weekday,177,6915.0
POI_IND_9999_0x3be7bf5ab9bf341f:0x7171db0472d0fc0b,weekend,8,199.0
POI_IND_9999_0x3be7bb0033b2c47f:0x873273e1d5275b7e,weekend,159,4791.0
POI_IND_9999_0x3be7bb0033b2c47f:0x873273e1d5275b7e,weekday,258,9386.0
POI_IND_9999_0x3be7c1cb4d0e00ef:0x812c3c9eb086b64b,weekend,50,915.0
POI_IND_9999_0x3be795644c911b33:0x12cfa540daa19f1,weekend,100,832.0
POI_IND_9999_0x3be7d1e65933ff2d:0xa26cabde8d5d5c91,weekday,858,31722.0
POI_IND_9999_0x3be7cf866d1aafe5:0xc3097c165aaa87b2,weekend,145,3510.0
POI_IND_9999_0x3be7c30000441ed7:0x721812bb9c16a23e,weekday,59,1934.0
POI_IND_9999_0x3be7c30000441ed7:0x721812bb9c16a23e,weekend,37,1443.0
POI_IND_9999_0x3be7b08a855deeeb:0xa8f33ca7aa12562f,weekday,239,10113.0
POI_IND_9999_0x3be7c0c62032cbf5:0x791b16b06c7d154d,weekend,42,914.0
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,weekday,109,5550.0
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,weekend,107,2260.0
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,weekday,281,6376.0
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,weekday,96,4492.0
POI_IND_9999_0x3be7ce79b5585c77:0xf3e6742339784ffe,weekend,22,1508.0
POI_IND_9999_0x3be7c9fc250fbc9d:0xd80e5057eaebc3d1,weekday,1442,62091.0
POI_IND_9999_0x3be7cf61595f9679:0x7a31e77e47452a4c,weekday,78,3549.0
POI_IND_9999_0x3be7d1ec03a13f3b:0xec05a6e412c6b9de,weekend,12,451.0
POI_IND_9999_0x3be7d1dc9e55a795:0xf11256967539e4d1,weekday,60,1597.0
POI_IND_9999_0x3be799bb3aa7c29b:0xed83726a7e72ed0c,weekend,31,1664.0
POI_IND_9999_0x3be799bb3aa7c29b:0xed83726a7e72ed0c,weekday,64,2302.0
POI_IND_9999_0x3be7959116427fcb:0xfbfceeb2a31ca06b,weekend,36,701.0
POI_IND_9999_0x3be7b047cb6edc55:0xdb678e7d31a8c42,weekday,95,3816.0
POI_IND_9999_0x3be7c90069e2d2c5:0xa06a9b443026d05,weekday,88,4445.0
POI_IND_9999_0x3be7c90069e2d2c5:0xa06a9b443026d05,weekend,46,1984.0
POI_IND_9999_0x3be7c70019a66515:0x1de4a9877afe840c,weekday,90,5219.0
