poicode,day_type,total_count,total_estimated_visit
POI_IND_9999_0x3be7b74f0e09abcb:0x28a75b46caa34724,weekday,92,4415.0
POI_IND_9999_0x3be7b74f0e09abcb:0x28a75b46caa34724,weekend,52,2399.0
POI_IND_9999_0x3be7c9f6482b779d:0x64c45839713a92f2,weekday,1,1.0
POI_IND_9999_0x3be7c879c66594ed:0x309fc2a868e1a520,weekend,65,2406.0
POI_IND_9999_0x3be7c7ed07c1a1ff:0xfcde880ed9a9ef08,weekday,470,17501.0
POI_IND_9999_0x3be795c415ebd8b5:0xe2e59ea4812d5c85,weekday,175,5477.0
POI_IND_9999_0x3be7b916cbfc5225:0xc4400a9863d5c799,weekday,958,40936.0
POI_IND_9999_0x3be7bf06a283e347:0xcf27caa0d60a9391,weekend,25,1645.0
POI_IND_9999_0x3be7ed6cbcca432f:0x7d74b7e482c59555,weekend,9,288.0
POI_IND_9999_0x3be7e99ce0a24e99:0xcf974fbd3f17354,weekday,18,457.0
POI_IND_9999_0x3be7e99ce0a24e99:0xcf974fbd3f17354,weekend,27,327.0
POI_IND_9999_0x3be7958b494635a7:0x48967856d05524ce,weekday,175,1504.0
POI_IND_9999_0x3be7c14a2193cee9:0xf5db803fc8629856,weekday,597,11903.0
POI_IND_9999_0x3be797754b1892d7:0x5e5aa17d8bc8ed39,weekday,64,697.0
POI_IND_9999_0x3be7bb442adadbed:0x7b50b2e75e8cde4d,weekend,22,1210.0
POI_IND_9999_0x3be7c2532fffffff:0xb20591b7effeab27,weekday,115,1576.0
POI_IND_9999_0x3be7c3dd290a1531:0x2934f3b31dc8ad2f,weekday,30,580.0
POI_IND_9999_0x3be7c94f0d61c165:0x4688ea5fb76ada02,weekend,90,2657.0
POI_IND_9999_0x3be7b723993dd103:0xc8261768f51ae209,weekday,317,13692.0
POI_IND_9999_0x3be7c9fe0412e6e3:0x3af2ac3257216a7e,weekend,53,1684.0
POI_IND_9999_0x3be7e98b286ce709:0x1c19e9588afbc0c2,weekday,77,1448.0
POI_IND_9999_0x3be7e98b286ce709:0x1c19e9588afbc0c2,weekend,19,637.0
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,weekday,25,294.0
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,weekend,39,562.0
POI_IND_9999_0x3be7b92ea6784ab9:0x4cf2fce0c3eae24d,weekday,274,8903.0
POI_IND_9999_0x3be7cedb77aaea29:0x77411cc8d480e12,weekend,98,2685.0
POI_IND_9999_0x3be7960585f8a441:0x93c8b4361a702124,weekday,39,1222.0
POI_IND_9999_0x3be7c9cc5cc9b395:0x81eebf1346226fe7,weekday,190,5897.0
POI_IND_9999_0x3be7c82d43737809:0x670e14b45fcaa6ff,weekday,342,18048.0
POI_IND_9999_0x3be7c9a73072c263:0xac5e24fe2dc9e741,weekday,89,1933.0
POI_IND_9999_0x3be7c912e59941f5:0x86cee354d608ec42,weekday,127,5835.0
POI_IND_9999_0x3be7b784f702cabb:0x955a9d85ce421a47,weekend,101,4475.0
POI_IND_9999_0x3be7957c068c85b1:0xccfb1de5e6cad25a,weekday,70,1636.0
POI_IND_9999_0x3be7d1993d3b240b:0xce599722d5d55eeb,weekday,120,4791.0
POI_IND_9999_0x3be7d1993d3b240b:0xce599722d5d55eeb,weekend,34,1140.0
POI_IND_9999_0x3be7cfe9cf3ad6d7:0x78ad5cf086be8ff6,weekday,209,6275.0
POI_IND_9999_0x3be7cf323d901be5:0x4b020a7767df35d0,weekday,89,4216.0
POI_IND_9999_0x3be7d1bf688ad76d:0x5de7d9f716ffb71e,weekday,42,1517.0
POI_IND_9999_0x3be7c627288c44b3:0x9ea97a0251b96c16,weekday,306,13513.0
POI_IND_9999_0x3be7b7346b65e457:0x34e39c1295315a82,weekend,79,3301.0
POI_IND_9999_0x3be7957c83940b5f:0x37c652956ec89df5,weekday,72,2160.0
POI_IND_9999_0x3be7c38542c1074b:0xfed1150c2ec7a4ca,weekend,26,212.0
POI_IND_9999_0x3be7c38542c1074b:0xfed1150c2ec7a4ca,weekday,26,623.0
POI_IND_9999_0x3be7cfa002066c41:0xf695f4aa893b2435,weekday,213,7511.0
POI_IND_9999_0x3be7bbd07d1cadaf:0xe3f726bbea5f8be,weekday,30,1347.0
POI_IND_9999_0x3be7c31ca025e8b1:0xc2006f8cd1ff46d3,weekend,13,164.0
POI_IND_9999_0x3be7ce0e0ebe4e95:0x1b1f6f572b6ad9a7,weekend,39,2130.0
POI_IND_9999_0x3be7b1944fe1d0bb:0xb8fb5f115470c2d,weekend,157,2895.0
POI_IND_9999_0x3be7b04799a8813d:0x4ee480b7e16af53b,weekend,122,5887.0
POI_IND_9999_0x3be7b04799a8813d:0x4ee480b7e16af53b,weekday,341,13638.0
POI_IND_9999_0x3be7cecf425c4799:0x56f3115acac8a501,weekend,28,1045.0
POI_IND_9999_0x3be7b195068c94c1:0x6b610c676c4e919,weekday,549,16627.0
POI_IND_9999_0x3be7c9001b0caa0b:0x145919c0f5601933,weekday,17,790.0
POI_IND_9999_0x3be7c844460a0e15:0xf9ed2761111a03f,weekend,34,1430.0
POI_IND_9999_0x3be7abf7ab079f7f:0xf6d94c87000e4f9a,weekday,367,4180.0
POI_IND_9999_0x3be7c9bf40c4ed19:0xa25d3b05259a616c,weekday,371,6031.0
POI_IND_9999_0x3be7c96b6a300277:0xbc3a3c573edbc20a,weekend,12,209.0
POI_IND_9999_0x3be7c7cca2de3747:0xe95347de2b09716f,weekday,143,6913.0
POI_IND_9999_0x3be7c9ac513882c3:0x93956dfd3e8a4dcc,weekday,172,6296.0
POI_IND_9999_0x3be7c9ac513882c3:0x93956dfd3e8a4dcc,weekend,104,4294.0
POI_IND_9999_0x3be7bb4b4461eba9:0x85a6b647c2edecf7,weekend,63,3984.0
POI_IND_9999_0x3be7c0c5aa72b741:0xae4492e317ad3197,weekend,5,22.0
POI_IND_9999_0x3be7c144497c0001:0x321e7981d902856e,weekend,284,1839.0
POI_IND_9999_0x3be793815d403303:0x39921daa4794c626,weekend,73,3139.0
POI_IND_9999_0x3be793815d403303:0x39921daa4794c626,weekday,90,4022.0
POI_IND_9999_0x3be7c1e2610bd04d:0xc6092407be743969,weekend,27,1324.0
POI_IND_9999_0x3be7bba6fceeae77:0x8c3b547ede00019c,weekend,14,376.0
POI_IND_9999_0x3be7b1594de99551:0xfa2b7f5ec2f52abf,weekday,163,7015.0
POI_IND_9999_0x3be7c62fb687b31b:0xcc4126f955ecdf68,weekend,23,1059.0
POI_IND_9999_0x3be7c9005f1a7955:0x7a085462da293594,weekday,402,16566.0
POI_IND_9999_0x3be7c78bc293eb79:0x2e80d365543bdb3a,weekday,59,1637.0
POI_IND_9999_0x3be7bbe02b4b9dc9:0x75a1e7a1c24e6706,weekday,157,5052.0
POI_IND_9999_0x3be7b60fa977dd83:0x504f973f3b5d9668,weekday,31,1151.0
POI_IND_9999_0x3be7b60fa977dd83:0x504f973f3b5d9668,weekend,14,761.0
POI_IND_9999_0x3be7b76d2e1332f3:0x4f39efcbe478facd,weekend,533,11054.0
POI_IND_9999_0x3be7b1f37a8be47f:0xcc77007f2ff5b001,weekend,515,16609.0
POI_IND_9999_0x3be7c15543b9790b:0xee4f55f76ae54c73,weekend,69,1040.0
POI_IND_9999_0x3be7c0d74211320f:0x41e1ff6df345e83b,weekday,128,1335.0
POI_IND_9999_0x3be7b08a6495baed:0x2c461ae7a48972c1,weekday,189,10117.0
POI_IND_9999_0x3be779e44aa8f92b:0x62b489ebb30b6b21,weekday,19,909.0
POI_IND_9999_0x3be779e44aa8f92b:0x62b489ebb30b6b21,weekend,5,391.0
POI_IND_9999_0x3be7959722dfbe7f:0x3a29dac2db96af7e,weekday,134,2047.0
POI_IND_9999_0x3be7959722dfbe7f:0x3a29dac2db96af7e,weekend,70,1284.0
POI_IND_9999_0x3be7a980d611ef5f:0xbcbf1abab8043f9c,weekend,49,1247.0
POI_IND_9999_0x3be7b73e368b0899:0xb47daf530f8e7e90,weekday,631,26526.0
POI_IND_9999_0x3be7b73e368b0899:0xb47daf530f8e7e90,weekend,211,9222.0
POI_IND_9999_0x3be7b7ca3b2e224d:0xabe67892f7218ee9,weekday,498,4217.0
POI_IND_9999_0x3be7b1569f0bf11b:0x22d3fe4b0f47d546,weekday,435,10883.0
POI_IND_9999_0x3be7b1569f0bf11b:0x22d3fe4b0f47d546,weekend,188,5615.0
POI_IND_9999_0x3be7b73676f0a9e5:0x747d462429eef295,weekend,2,2.0
POI_IND_9999_0x3be7c95021a04b5f:0x1e122adaa621ca8c,weekday,22,1312.0
POI_IND_9999_0x3be7c95021a04b5f:0x1e122adaa621ca8c,weekend,8,677.0
POI_IND_9999_0x3be7c9e924068fdf:0x918f9aff5bda3e94,weekday,608,21832.0
POI_IND_9999_0x3be7c9d70feb50b9:0x4fb58f04952ed30,weekday,82,3996.0
POI_IND_9999_0x3be7a996e1520ecf:0xfd4881e8d388460c,weekend,49,787.0
POI_IND_9999_0x3be7958dfa61c95b:0xa3dbecf4753f407f,weekday,91,2202.0
POI_IND_9999_0x3be7c1355e6e117b:0x35e6abf6f52360d3,weekend,22,577.0
POI_IND_9999_0x3be7cf2d87e6a455:0x90422785635c150c,weekday,68,3701.0
POI_IND_9999_0x3be794433b97ac4b:0x74e7b504e2f2389d,weekend,78,4072.0
POI_IND_9999_0x3be7bbee510b01c1:0x2a099c359ad83e4e,weekday,41,1763.0
POI_IND_9999_0x3be7bbee510b01c1:0x2a099c359ad83e4e,weekend,15,906.0
POI_IND_9999_0x3be79721db0c9f9b:0xfa671d11ec120548,weekday,90,2042.0
POI_IND_9999_0x3be7954c289c0c27:0xd45938b8b635ddf7,weekend,14,363.0
POI_IND_9999_0x3be7c3beb0099967:0xfc9677dbd6ef83e3,weekday,44,409.0
POI_IND_9999_0x3be7c3dd598bf8fb:0xbaa26a7540c7b488,weekday,78,942.0
POI_IND_9999_0x3be7b95e5b38f443:0xb68c064e692495c5,weekday,59,2467.0
POI_IND_9999_0x3be7ab692bc5e96b:0x4c3263e61434233d,weekday,3,96.0
POI_IND_9999_0x3be7c9fddceeafa9:0xb6d238bebc0e2d5f,weekend,43,2588.0
POI_IND_9999_0x3be7b6eeb5e6f079:0x4c99a1a5a93ba4f7,weekday,363,9907.0
POI_IND_9999_0x3be7c87d6e276f49:0x1798bb223c64bdee,weekday,182,6042.0
POI_IND_9999_0x3be7c9ff010a0e77:0x840044b83199643,weekday,327,12212.0
POI_IND_9999_0x3be7c9ff010a0e77:0x840044b83199643,weekend,115,5608.0
POI_IND_9999_0x3be7cefae0efc52d:0x1678f65a7674011f,weekend,493,18242.0
POI_IND_9999_0x3be7ce43584e1e2f:0xd549ad3e2248487,weekend,14,603.0
POI_IND_9999_0x3be7b702bae86b4b:0x3672bc3953ec819e,weekend,87,2576.0
POI_IND_9999_0x3be7c82d5d9c21f1:0x8d02432464ad1583,weekend,38,1228.0
POI_IND_9999_0x3be7b19f7f38231f:0x5ab73781c3786c26,weekday,91,5332.0
POI_IND_9999_0x3be7b7004e1d1efd:0x89ad248342ef51cd,weekend,47,1762.0
POI_IND_9999_0x3be7b7004e1d1efd:0x89ad248342ef51cd,weekday,126,4872.0
POI_IND_9999_0x3be7c94067acddff:0x4c222cb57961bd6d,weekend,92,3930.0
POI_IND_9999_0x3be7c842bab4e71f:0x3f43a5b564965e6,weekday,50,2444.0
POI_IND_9999_0x3be7b0eceba54341:0x24922b6434ffc263,weekday,876,34229.0
POI_IND_9999_0x3be7c99454009a2b:0xa311598954cb2ff9,weekday,252,7419.0
POI_IND_9999_0x3be7c852501cdfb3:0xa11faa32c1f3641f,weekday,78,3530.0
POI_IND_9999_0x3be7c852501cdfb3:0xa11faa32c1f3641f,weekend,20,1046.0
POI_IND_9999_0x3be7af8e82b2f0b9:0xaf02e995d75a2d9d,weekday,438,10041.0
POI_IND_9999_0x3be795a10e6c69a9:0x210cdeaca61bc0b6,weekday,348,6458.0
POI_IND_9999_0x3be79757cbecaaff:0xf75371ec8b74eef0,weekend,37,1054.0
POI_IND_9999_0x3be79757cbecaaff:0xf75371ec8b74eef0,weekday,84,1496.0
POI_IND_9999_0x3be7dccb2874f96f:0xd63c113e080242c5,weekday,36,642.0
POI_IND_9999_0x3be7b71d251920a3:0xd19dd9cadb4089ca,weekend,32,1210.0
POI_IND_9999_0x3be7c99824616e79:0xa01db96507bcb46,weekend,108,2537.0
POI_IND_9999_0x3be7b9cad8998ee1:0xe9aed6352cdffd7b,weekday,6,456.0
POI_IND_9999_0x3be7940368d88fcb:0x65c865ec017b5a20,weekend,571,14041.0
POI_IND_9999_0x3be7c3368bec43d1:0xcf976c7bfb7442ef,weekday,26,550.0
POI_IND_9999_0x3be7bc3d9b96d541:0x1bf3da3a9b26389b,weekday,350,8546.0
POI_IND_9999_0x3be7ceecd68df409:0xe893108f5be12ef5,weekend,54,2228.0
POI_IND_9999_0x3be7d1c4c24ac8c3:0x11b977e760c16a4d,weekend,179,4157.0
POI_IND_9999_0x3be79451f0ee0111:0xa7fb4752a1825dd5,weekday,41,1436.0
POI_IND_9999_0x3be7c326ecc0c4d9:0x5e543eb3e99f11de,weekend,292,1922.0
POI_IND_9999_0x3be7c9a070a0e325:0x77982dd9adee6e08,weekday,1812,28661.0
POI_IND_9999_0x3be7c9a070a0e325:0x77982dd9adee6e08,weekend,921,12382.0
POI_IND_9999_0x3be7c90043eff459:0xe3d0656e5813180f,weekend,50,2104.0
POI_IND_9999_0x3be7c95d6bc28651:0xba086868d7a13d14,weekday,60,2690.0
POI_IND_9999_0x3be7c7be6a130b4f:0x5002516c40af96b3,weekend,117,4414.0
POI_IND_9999_0x3be7b6ff31661971:0x1e2daf245ac43e84,weekday,48,2106.0
POI_IND_9999_0x3be7c7d459f0a52b:0x683eb0c037781809,weekday,117,5936.0
POI_IND_9999_0x3be7c9924b46f86d:0x4faa6851cacfe623,weekday,155,6001.0
POI_IND_9999_0x3be7c90e6568fbe1:0xe329c41865fd108f,weekend,122,4380.0
POI_IND_9999_0x3be7b6589dcbfca9:0x26d544b94f4d482b,weekday,46,2627.0
POI_IND_9999_0x3be795289cdcaaf3:0x61d04ddca34a76d,weekend,39,787.0
POI_IND_9999_0x3be7b8eed7183af1:0x916c66b244e2bb13,weekday,2250,65381.0
POI_IND_9999_0x3be7d1dd5ef5d4b7:0xb6d62728620ec684,weekday,492,18072.0
POI_IND_9999_0x3be7cfbd33b270e5:0xfa9cfcfb7cf4faa7,weekend,113,5547.0
POI_IND_9999_0x3be7c908a0a494fb:0x2158c696d1deeed4,weekday,899,30551.0
POI_IND_9999_0x3be7c8fe202a2443:0x6ee359458d28ed34,weekday,23,836.0
POI_IND_9999_0x3be7b700087f6f55:0xd24d2611de680bc5,weekend,26,1104.0
POI_IND_9999_0x3be7b700087f6f55:0xd24d2611de680bc5,weekday,46,1247.0
POI_IND_9999_0x3be7c39f3ef50ab7:0x148c110e38295acc,weekday,169,2185.0
POI_IND_9999_0x3be7d1c0e1f70c81:0xa4af0ea659cee664,weekend,66,2373.0
POI_IND_9999_0x3be79508206a6247:0x5a897eedb6a4c5ba,weekday,63,3058.0
POI_IND_9999_0x3be7b03014acdcd7:0x7dca8a1b07ca3b96,weekend,35,2040.0
POI_IND_9999_0x3be795939afd049b:0xe557e9adda8d8b67,weekend,47,864.0
POI_IND_9999_0x3be7b0f37607c657:0x8b1d735b872f52e9,weekend,16,349.0
POI_IND_9999_0x3be7b907b73e1509:0xc96074b720b1cbc7,weekday,433,16966.0
POI_IND_9999_0x3be79460d32c2b47:0x7b5339920357ff2e,weekend,80,4048.0
POI_IND_9999_0x3be7b963d87204b5:0xe5215b4e68501ba8,weekday,19,253.0
POI_IND_9999_0x3be7b963d87204b5:0xe5215b4e68501ba8,weekend,6,105.0
POI_IND_9999_0x3be7c14408ceb981:0x1ce32a44c24e0092,weekend,40,1192.0
POI_IND_9999_0x3be7cf001600eb3f:0x2dc46339ef53096b,weekend,51,2710.0
POI_IND_9999_0x3be7ce13af978acf:0x8c4f61e8fa9c44da,weekend,158,3305.0
POI_IND_9999_0x3be7b7338b892e13:0xe062ce65fb6eb55d,weekend,4,225.0
POI_IND_9999_0x3a35e54988ce8c69:0x9c0d1b573a855ba0,weekday,48,2563.0
POI_IND_9999_0x3a35e54988ce8c69:0x9c0d1b573a855ba0,weekend,67,3748.0
POI_IND_9999_0x3be7b92397fd1d9b:0x85cb5e7e52758267,weekend,4,76.0
POI_IND_9999_0x3be7c3388aa38b6b:0x47a1cfd530bc62df,weekend,8,170.0
POI_IND_9999_0x3be7bbdfd73970ed:0x34d3144e442209a0,weekend,37,1258.0
POI_IND_9999_0x3be795bfa2711999:0xf1dc73e204657b67,weekend,90,305.0
POI_IND_9999_0x3be7c13772206b13:0x57f7f7e85e0a5e8a,weekend,23,649.0
POI_IND_9999_0x3be7c173c016e81b:0x71ca15eefa089cb1,weekday,24,769.0
POI_IND_9999_0x3be7b3005d6bdb01:0xdd30152500a1278f,weekday,22,724.0
POI_IND_9999_0x3be7c9c69d47f031:0x29f6147b117cce8d,weekday,57,3531.0
POI_IND_9999_0x3be7ce0d5cb4aa01:0xb75075a71a870fb5,weekday,111,4209.0
POI_IND_9999_0x3be7cfc4f8606e05:0xc5e9c8475139055a,weekday,687,15383.0
POI_IND_9999_0x3be7bb07ebfc4b5d:0x83197757876ac4d6,weekend,92,4253.0
POI_IND_9999_0x3be792ccfe5e5cff:0xcf28f1f38aae5fdc,weekend,7,436.0
POI_IND_9999_0x3be7944a78256393:0x25ac6a8df881d6cd,weekend,136,1328.0
POI_IND_9999_0x3be7b1003f7011c5:0x45164fd0624b8c05,weekday,41,2312.0
POI_IND_9999_0x3be793322131d5b1:0x49d538f3be11da44,weekday,113,5700.0
POI_IND_9999_0x3be793322131d5b1:0x49d538f3be11da44,weekend,74,2911.0
POI_IND_9999_0x3be7bbd1d9edbb21:0xaa636d1359614032,weekend,44,1501.0
POI_IND_9999_0x3be7b9740787c779:0x7d51ece036ac2c2b,weekend,144,4293.0
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,weekday,38,1583.0
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,weekend,26,971.0
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,weekday,23,335.0
POI_IND_9999_0x3be7b02b890eb763:0x1a13be1dc6b2de52,weekend,128,6486.0
POI_IND_9999_0x3be7b85107f53897:0x32755e87119ff54c,weekday,104,6298.0
POI_IND_9999_0x3be7c676d68cac05:0x626ece517e361ff5,weekday,968,19239.0
POI_IND_9999_0x3be7b3b9e6fca12d:0xb426a31d81e4cc55,weekend,46,2057.0
POI_IND_9999_0x3be7c61fa7917df9:0x51e2df8b5f6cb0ad,weekend,676,14860.0
POI_IND_9999_0x3be7c9018047693d:0xeb39b487ac58d685,weekday,244,8797.0
POI_IND_9999_0x3be7d1994f9000df:0xa11737cb8605223d,weekend,13,656.0
POI_IND_9999_0x3be7bd49afd65d71:0x94b56a9c76764b13,weekend,7,78.0
POI_IND_9999_0x3be7bfcbbce1519d:0xdec2fd25f32d3211,weekend,62,2337.0
POI_IND_9999_0x3be7b13554489a77:0x7694f81631cf756a,weekend,32,1871.0
POI_IND_9999_0x3be7c14cfa4692ef:0x33ad28ebfd8233fd,weekday,283,6822.0
POI_IND_9999_0x3be7d1d25f59499d:0x6a89b1178a56e13,weekend,69,2270.0
POI_IND_9999_0x3bae16773e7dc413:0x46098eee49dc03f2,weekday,148,4657.0
POI_IND_9999_0x3be7d1c165f702e3:0x5901986cafee237,weekend,30,1256.0
POI_IND_9999_0x3be7bf17cf08ad3b:0x13f8e35e2b2a0d36,weekday,12,327.0
POI_IND_9999_0x3be7c1205f3da1ed:0xc090177f38a1296c,weekend,31,695.0
POI_IND_9999_0x3be7b7783b33bcef:0x78601c998d77d384,weekend,343,10896.0
POI_IND_9999_0x3be7c82d7d330aa5:0x93ef74873ce6d907,weekend,208,8701.0
POI_IND_9999_0x3be7b7731f1bb147:0xffe007eca70c0d10,weekend,25,1484.0
POI_IND_9999_0x3be7b6f11f1fd7e1:0xf655123da322651,weekday,443,17348.0
POI_IND_9999_0x3be7c3abd414d187:0x74dfead1bd28d7fe,weekday,25,888.0
POI_IND_9999_0x3be7c3abd414d187:0x74dfead1bd28d7fe,weekend,18,445.0
POI_IND_9999_0x3be7b9206b2ea61f:0xffb2d93e84e20ddf,weekday,279,9868.0
POI_IND_9999_0x3be797ae9b5ac26d:0x56cc90624413fb98,weekday,28,972.0
POI_IND_9999_0x3be7be9632692161:0xd00cca35b2df2d6a,weekday,116,5413.0
POI_IND_9999_0x3be7b7cd3c1ca8fb:0x6908c5be489e608,weekend,30,1033.0
POI_IND_9999_0x3be7b0e05e0cb687:0xa07ca668e7475b1f,weekend,19,634.0
POI_IND_9999_0x3be7b63fd72de173:0xfa58aaf3beb2bff7,weekday,165,3722.0
POI_IND_9999_0x3be7af8e886992bb:0x54d2bf766b462a83,weekend,16,214.0
POI_IND_9999_0x3be7b6bd98dfd361:0x1860b4dc2e3394d8,weekend,30,1019.0
POI_IND_9999_0x3be7c9748d3eb87d:0x5e1a8463640f3aa6,weekend,22,1349.0
POI_IND_9999_0x3be7c7faba248e0f:0xc301438716b6356c,weekend,39,2131.0
POI_IND_9999_0x3be7c7faba248e0f:0xc301438716b6356c,weekday,58,3080.0
POI_IND_9999_0x3be7c96f4976c4f5:0x68af6c21957690fc,weekday,148,3271.0
POI_IND_9999_0x3be7ce1837b2403b:0xf272b67167648c56,weekend,106,2451.0
POI_IND_9999_0x3be7ce8af24717d9:0xae1b5b0526d83ff6,weekend,22,700.0
POI_IND_9999_0x3be7bd2591a2a921:0xed5776284fd16fcc,weekday,349,8294.0
POI_IND_9999_0x3be71f2e6a5be7c1:0xf925454b7c6221db,weekday,127,2735.0
POI_IND_9999_0x3be7cfb2b2cecf1d:0x2e38ae8a46314d57,weekday,966,53954.0
POI_IND_9999_0x3be7d10046e4fbcb:0xf2053438f8c73ea5,weekday,918,30690.0
POI_IND_9999_0x3be7c9290c2cc021:0xa6ac362d8d5a0211,weekday,151,4443.0
POI_IND_9999_0x3be7ce8c350898ed:0x664c7200a24a00a9,weekday,102,2791.0
POI_IND_9999_0x3be7b10060e82695:0x4b5ebd041ff7190f,weekday,659,8332.0
POI_IND_9999_0x3be7b7d9de1c5d0f:0x89d77768d9be3936,weekend,35,1339.0
POI_IND_9999_0x3be7b7d9de1c5d0f:0x89d77768d9be3936,weekday,91,3235.0
POI_IND_9999_0x3be7c3dcc4f86099:0xe5719336eb61eaa1,weekday,204,4286.0
POI_IND_9999_0x3be7c15c41f0e853:0x30e33fc0207c6238,weekend,88,2121.0
POI_IND_9999_0x3be7d1594d90c0eb:0x9293cfa6dccc988a,weekend,191,5955.0
POI_IND_9999_0x3be7cf2b056971dd:0x17970f504574fd63,weekday,150,2129.0
POI_IND_9999_0x3be7c1f4c9307f59:0x27ce37dba5408d4c,weekend,111,1736.0
POI_IND_9999_0x3be7bece4bd93a3b:0x3f18e72d4c2947e2,weekend,98,3832.0
POI_IND_9999_0x3be7bece4bd93a3b:0x3f18e72d4c2947e2,weekday,314,12581.0
POI_IND_9999_0x3be7c0a85a701f0d:0xbc99a332bc66649c,weekday,24,480.0
POI_IND_9999_0x3be7c0a85a701f0d:0xbc99a332bc66649c,weekend,5,92.0
POI_IND_9999_0x3be7943984ee4685:0xc48dcc43613d7ec1,weekday,18,852.0
POI_IND_9999_0x3be7943984ee4685:0xc48dcc43613d7ec1,weekend,4,301.0
POI_IND_9999_0x3be7c1a88cabb313:0x6cb03db4e5015162,weekend,6,127.0
POI_IND_9999_0x3be7c9b6ce72e349:0xf9ce8b7f8f850492,weekday,138,5869.0
POI_IND_9999_0x3be7b6f6a0ff064b:0x68d79cdaf27e77e8,weekday,16,777.0
POI_IND_9999_0x3be7c9ea43970135:0xd3df0da63634b3ce,weekend,51,3111.0
POI_IND_9999_0x3be7b7fda494a497:0xbcf59eaf1338c0f0,weekend,40,2061.0
POI_IND_9999_0x3be7c7cf53dd3ff7:0xfdfc0cca55975303,weekend,353,7866.0
POI_IND_9999_0x3be7c7cf53dd3ff7:0xfdfc0cca55975303,weekday,603,11263.0
POI_IND_9999_0x3be7b6049cb4817b:0x88a2047b95626ca7,weekday,28,1096.0
POI_IND_9999_0x3be7b70016edf539:0xb5a421d2c1e5c7d8,weekday,1970,60918.0
POI_IND_9999_0x3be7b045b503ff63:0x69e4e028b0000000,weekend,41,501.0
POI_IND_9999_0x3be7b92fd54e23cd:0x5ff0379b338db057,weekend,61,2370.0
POI_IND_9999_0x3be7c3b3878b9669:0x6ededadcdb5ff3f,weekday,118,1782.0
POI_IND_9999_0x3be7b621132f5e5d:0x88e4fb7b38b752fd,weekday,794,25821.0
POI_IND_9999_0x3be7b85fdeccd827:0xabe216e2319f7e99,weekend,910,27381.0
POI_IND_9999_0x3be7c7ce6324c725:0x9fdf4dd48096a0ea,weekend,16,780.0
POI_IND_9999_0x3be7c3d12193838f:0x88908ab285c23909,weekend,39,586.0
POI_IND_9999_0x3be7c1318f6ee679:0xa76b3a61c672551e,weekend,29,298.0
POI_IND_9999_0x3be7c630acbd75f5:0x27dee286409ad58a,weekday,316,16188.0
POI_IND_9999_0x3be7c630acbd75f5:0x27dee286409ad58a,weekend,145,7823.0
POI_IND_9999_0x3be7c3fe9accf1e1:0xb04092b5794f9266,weekend,101,1556.0
POI_IND_9999_0x3be7c97c13d1e693:0x314f1bab417e8c9b,weekday,922,38414.0
POI_IND_9999_0x3be7c887f75f975d:0x51e4f55b766383bc,weekend,202,5562.0
POI_IND_9999_0x3be7b719799c1d7f:0x6f8c31bccde682c8,weekend,44,1131.0
POI_IND_9999_0x3be7c9a283677415:0x42b78a4372fe272f,weekend,30,1481.0
POI_IND_9999_0x3be7c9a99b81772d:0xa07b2428e500dd8e,weekday,108,4433.0
POI_IND_9999_0x3be7b79c41d57323:0x8ff68c2e0abd5314,weekend,51,2065.0
POI_IND_9999_0x3be7c8721daf31a5:0x1b952a70b2008d5e,weekend,146,5596.0
POI_IND_9999_0x3be7b1b077570d1d:0x8f31dcb6caf94b1d,weekend,52,3210.0
POI_IND_9999_0x3be7c9103beb716f:0x26b9ea876aaeed4d,weekday,104,3824.0
POI_IND_9999_0x3be7c80e022ed17d:0xc31de4c48c4b453a,weekday,17,1018.0
POI_IND_9999_0x3be7c83263614715:0x5fef63353e20e47c,weekend,151,6554.0
POI_IND_9999_0x3be7b900a0764e31:0xdb55dfaee9ec1425,weekday,150,6178.0
POI_IND_9999_0x3be7b900a0764e31:0xdb55dfaee9ec1425,weekend,74,3613.0
POI_IND_9999_0x3be79592210269db:0xfaa41ea5e7a9c11,weekday,153,6543.0
POI_IND_9999_0x3be7bb84b98c4b3f:0xc4700e7d98f55c10,weekend,48,1205.0
POI_IND_9999_0x3be7bb84b98c4b3f:0xc4700e7d98f55c10,weekday,82,2528.0
POI_IND_9999_0x3be7b9025d083143:0xaf0248ff94b34206,weekend,339,13937.0
POI_IND_9999_0x3be79488bdc9c967:0xdb0905f7ff0f8590,weekday,147,7533.0
POI_IND_9999_0x3be7c9af3ce9a44b:0xa85878f0f375780,weekday,40,1691.0
POI_IND_9999_0x3be7b7a673b4d497:0xa9d7eda8790a426a,weekend,154,4957.0
POI_IND_9999_0x3be7b7a673b4d497:0xa9d7eda8790a426a,weekday,190,8086.0
POI_IND_9999_0x3be7d1c137810ea3:0x21384737f2ec91e2,weekend,444,14407.0
POI_IND_9999_0x3be7d1c0c51d3d5d:0x8056578ab9a503e2,weekend,38,1490.0
POI_IND_9999_0x3be7cefda194d46b:0x99e837db56cbbcf6,weekday,119,4972.0
