poi_code,h3index
POI_IND_9999_0x3be7c96d08669301:0x6fba0d7e69e534ab,89608b0b1afffff
POI_IND_9999_0x3be7c908a0a494fb:0x2158c696d1deeed4,89608b54c27ffff
POI_IND_9999_0x3be7c8fe202a2443:0x6ee359458d28ed34,89608b0b06bffff
POI_IND_9999_0x3be7b7e54419bcc1:0x86a95768af538853,89608b46e73ffff
POI_IND_9999_0x3be7b7346b65e457:0x34e39c1295315a82,89608b46227ffff
POI_IND_9999_0x3be7b8768350d6c7:0x1c163803ad8e5b60,89608b5422fffff
POI_IND_9999_0x3be7c9182c920e5f:0xf7912509065991d0,89608b0b0d3ffff
POI_IND_9999_0x3be7b7da38a14e5f:0x354e5870a07a48a5,89608b463a3ffff
POI_IND_9999_0x3be7c7fa7b484a51:0x9fd2625926345508,89608b56a7bffff
POI_IND_9999_0x3be7b0c24fc62a8d:0x590d707bd0000000,89608b454b7ffff
POI_IND_9999_0x3be7c90a42a525ef:0x4d7cf0132f4df897,89608b0b163ffff
POI_IND_9999_0x3be7b700087f6f55:0xd24d2611de680bc5,89608b440d3ffff
POI_IND_9999_0x3be7b74ba55d9a4b:0xb601ad2fd1e3a382,89608b0937bffff
POI_IND_9999_0x3be7c7c6ecc78977:0xa5b85e9f2731e5d1,89608b541a3ffff
POI_IND_9999_0x3be7c716806d4191:0xd7469efbac4b996a,89608b54e83ffff
POI_IND_9999_0x3be7b6dbfd462461:0xc0f98a6751236fd8,89608b4441bffff
POI_IND_9999_0x3be7c9b14b14e96b:0x2a0c3005d9937389,89608b09413ffff
POI_IND_9999_0x3be7b124c3cabf01:0xe4e5bc1ed49dbfc7,89608b442d3ffff
POI_IND_9999_0x3be7c9ac84a13613:0xb9d9bb803f5c6361,89608b54957ffff
POI_IND_9999_0x3be7b72d5133a161:0xacbdcd08736a57f7,89608b473b7ffff
POI_IND_9999_0x3be7ce0fe943a4c1:0x321056886668eb88,89608b0140bffff
POI_IND_9999_0x3be7cf3e8b5a8789:0x518069b484cb46f8,89608b18b77ffff
POI_IND_9999_0x3be7ce732186fa03:0x777d54959977c9e7,89608b016afffff
POI_IND_9999_0x3be7c8d0b3152895:0x5bd39cbf7c7e87d3,89608b0b5cfffff
POI_IND_9999_0x3be7d1c13c0ef937:0x30cfede9559a0db7,89608b0305bffff
POI_IND_9999_0x3be7cedb47041c09:0x143a454b66633bde,89608b0a633ffff
POI_IND_9999_0x3be7cfabb5b216cb:0xf5aa0727aafd6725,89608b0164fffff
POI_IND_9999_0x3be791014f04f4cb:0xdc74382259f0ddfb,89608a25ecbffff
POI_IND_9999_0x3be7936664ce3dc3:0x882beea7bf3c0826,89608a26877ffff
POI_IND_9999_0x3be7b971c59c1739:0x27c532debe90478b,89608b42ed3ffff
POI_IND_9999_0x3be7bb646fcf8877:0x73ad7bbc49792b52,89608b40007ffff
POI_IND_9999_0x3be795da9d73fe6d:0x733dd8ae2ba45db7,89608b51623ffff
POI_IND_9999_0x3be7c1c75c672239:0x4ed488905e51a7bf,89608b57467ffff
POI_IND_9999_0x3be7932b3fd8b081:0x982cea8fa0b85b1,89608a261afffff
POI_IND_9999_0x3be7e9a52ad2ce87:0x8ee0330b08f157fb,89608bcc187ffff
POI_IND_9999_0x3be795001d90fc5d:0x840d9579ec884524,89608a24b3bffff
POI_IND_9999_0x3be7b93c9ce2845f:0xa90822dcdae3aeee,89608b4218bffff
POI_IND_9999_0x3be795000cc20cb9:0x360c77ee33c5f3fb,89608a24dbbffff
POI_IND_9999_0x3be7b1b291b3a935:0xd3b565455e64b609,89608b4ec93ffff
POI_IND_9999_0x3be7ba2b4b3b9991:0xe2cef2a71f26b408,89608b42a97ffff
POI_IND_9999_0x3be7ab85fa8ffff1:0xe9cfdb6c812df0d,8942db48d4fffff
POI_IND_9999_0x3be7af8e82b2f0b9:0xaf02e995d75a2d9d,89608b4cc37ffff
POI_IND_9999_0x3be7b759a9d5f43f:0xe815a2019a497292,89608b44093ffff
POI_IND_9999_0x3be7c9702115ae93:0x358f35bea2f5b2e9,89608b0b17bffff
POI_IND_9999_0x3be7c9b41c91e691:0xcc91056318fb9284,89608b090bbffff
POI_IND_9999_0x3be7b7ea98569465:0x715fde6d5c668d9c,89608b4662bffff
POI_IND_9999_0x3be7b719337ca083:0xc70ac3abe4ece465,89608b46317ffff
POI_IND_9999_0x3be7b7de81a542c9:0xf6fae5c08f1f3f53,89608b09257ffff
POI_IND_9999_0x3be7b784f702cabb:0x955a9d85ce421a47,89608b4654bffff
POI_IND_9999_0x3be7b6ce0ed475c7:0x279cbe6afb0e2114,89608b440d3ffff
POI_IND_9999_0x3be7c7d2dfddaf7b:0x97675a3d9137d846,89608b56a23ffff
POI_IND_9999_0x3be7d1005969e875:0x71100beeee6b6ca1,89608b033d7ffff
POI_IND_9999_0x3be7ce59688062c3:0xf090cea55aed887a,89608b18b77ffff
POI_IND_9999_0x3be7b1dd58098249:0x8a101869501232cd,89608b4ed77ffff
POI_IND_9999_0x3be7c3acfa4fffff:0x225f5d836f2f6e16,89608bcc18bffff
POI_IND_9999_0x3be7958c00e788f9:0xfbdf81f32dc650f1,89608b51187ffff
POI_IND_9999_0x3be7c3a29015fbc9:0x4eacee8ef1ab5f54,89608bcce0bffff
POI_IND_9999_0x3be7c3d12193838f:0x88908ab285c23909,89608bcdb0fffff
POI_IND_9999_0x3be7bf5ca8998355:0x39fd43decc2f53c9,89608b500b3ffff
POI_IND_9999_0x3be7c1f8423a2161:0xff231766d9db2d71,89608bcdb0fffff
POI_IND_9999_0x3be7b1c7c5cf676b:0x433a25f96f4b8295,89608b4e5abffff
POI_IND_9999_0x3be7d1c0c4cf4d33:0x70831adaa329edc7,89608b03053ffff
POI_IND_9999_0x3be7ce0d1657baa7:0xe7c6df380000d322,89608b016b7ffff
POI_IND_9999_0x3be7cf76b2b15585:0xc00a0c1de7bd2695,89608b0a55bffff
POI_IND_9999_0x3be7cf8e6a715dad:0x7a6d065d36affcdd,89608b0a667ffff
POI_IND_9999_0x3be7ced629e15f11:0x5cf143b3f20db131,89608b0a657ffff
POI_IND_9999_0x3be7c383a793f181:0x27931048ff32e264,89608bcf197ffff
POI_IND_9999_0x3be7c352843d146f:0x87bb4bc7c3d1dc25,89608bcc293ffff
POI_IND_9999_0x3be7c1141353f691:0x858a1b3b6ecd16c6,89608b566b3ffff
POI_IND_9999_0x3be7c0c62786019b:0x75a80b0897a7c817,89608b57467ffff
POI_IND_9999_0x3be7c1398fdd7d47:0xbb1bb4f2dbc6180c,89608bcdbb3ffff
POI_IND_9999_0x3be7b96d00000011:0x781fd2f03220e01d,89608b42c4fffff
POI_IND_9999_0x3be79488bdc9c967:0xdb0905f7ff0f8590,89608a26b2fffff
POI_IND_9999_0x3be7c3afaf0b2ccf:0xa3bb23df83757d6a,89608bcc1d7ffff
POI_IND_9999_0x3be7b97bd89c7ad9:0xb124d21b2f53c299,89608b55687ffff
POI_IND_9999_0x3be7b126cad90119:0xd70e9642abb69893,89608b4e13bffff
POI_IND_9999_0x3be7b1bed7abf619:0x2d0abb5c933aa82c,89608b452dbffff
POI_IND_9999_0x3be7b9002a81b0c7:0xee4a556e4b889b35,89608b5534fffff
POI_IND_9999_0x3be7b914a49a0317:0x4b992f6f6c7ab95e,89608b42cc3ffff
POI_IND_9999_0x3be7c3cbf07cc04b:0x397cbe8461848375,89608bcce0bffff
POI_IND_9999_0x3be7bbd1d9edbb21:0xaa636d1359614032,89608b42ecbffff
POI_IND_9999_0x3be79332d7e684b5:0xd7c33de7b6963534,89608a26877ffff
POI_IND_9999_0x3be7b9740787c779:0x7d51ece036ac2c2b,89608b5534fffff
POI_IND_9999_0x3be7e99ce0a24e99:0xcf974fbd3f17354,89608bcf67bffff
POI_IND_9999_0x3be7c173c016e81b:0x71ca15eefa089cb1,89608bcc2cbffff
POI_IND_9999_0x3be7c30024ac881f:0x69efbe32e853f0cd,89608bcc197ffff
POI_IND_9999_0x3be87b4399083d79:0x55fada96e3d0b229,89608b8c4c3ffff
POI_IND_9999_0x3be7e95ff9d82f8f:0xbd13b47fcbf0bed,89608bc1b6fffff
POI_IND_9999_0x3be7c23ff9af52c5:0x936f205a38c2abf0,89608bcc627ffff
POI_IND_9999_0x3be7c995858df227:0xe1e44fba26724e7,89608b0b0d3ffff
POI_IND_9999_0x3be7c7f276bcf02d:0xa1548a649ba7f2b3,89608b56a47ffff
POI_IND_9999_0x3be7b7523045100f:0xe1fba600d12599f2,89608b09257ffff
POI_IND_9999_0x3be7c95021a04b5f:0x1e122adaa621ca8c,89608b0b3a3ffff
POI_IND_9999_0x3be7c863e8ca3d03:0x157f8c464194411f,89608b549abffff
POI_IND_9999_0x3be7b7ee5bfb4a11:0x48f9ebc6824f6f39,89608b46363ffff
POI_IND_9999_0x3be7c7a367935ec9:0x356f5edbd5768964,89608b56aa3ffff
POI_IND_9999_0x3be7b8ee407144d1:0xec89af3398b93d79,89608b55037ffff
POI_IND_9999_0x3be7b6d4d2a7c95d:0xd097068733bf555e,89608b44613ffff
POI_IND_9999_0x3be7b78d578a7f5d:0xd5a64630faf3c4dc,89608b471a3ffff
POI_IND_9999_0x3be7b87bae53065f:0xe1050e3beb02333d,89608b5422bffff
POI_IND_9999_0x3be7c9a9c5d6b84d:0x50211bba103c4c00,89608b09287ffff
POI_IND_9999_0x3be7cf500c056177:0xdc56195261136009,89608b56827ffff
POI_IND_9999_0x3be7ce22107044f9:0xa9aff9e186a3530a,89608b189a7ffff
POI_IND_9999_0x3be7ce596f9e3e7b:0xb2957de69481cc5e,89608b18b73ffff
POI_IND_9999_0x3be7c85bdab95dbb:0x3691c3dcd4c789d7,89608b0167bffff
POI_IND_9999_0x3be7cf3715554455:0x727124b60a34c6b3,89608b0a503ffff
POI_IND_9999_0x3be7cf31623f7f91:0x696f306316da6d27,89608b19b03ffff
POI_IND_9999_0x3be7c8e1a7210125:0x5f707dd47ffbda4f,89608b0b6afffff
POI_IND_9999_0x3be7b18ccaa74e13:0xeffee4e853855216,89608b463d7ffff
POI_IND_9999_0x3be7b195068c94c1:0x6b610c676c4e919,89608b44653ffff
POI_IND_9999_0x3be7b19e83033557:0x53c590c9ffd3b007,89608b45533ffff
POI_IND_9999_0x3be7c920bc0ce0b3:0x4ca108fc4abc12dc,89608b0b0b7ffff
POI_IND_9999_0x3be7b3005d6bdb01:0xdd30152500a1278f,89608b45983ffff
POI_IND_9999_0x3be7b952dc98a1dd:0x565ccf04e37afd67,89608b5435bffff
POI_IND_9999_0x3be7c99e2b37df49:0x9b12d8308e4e3b10,89608b0b16bffff
POI_IND_9999_0x3be7c9c69d47f031:0x29f6147b117cce8d,89608b19a4bffff
POI_IND_9999_0x3be7b19642e55f1d:0x980071a558a781d2,89608b446abffff
POI_IND_9999_0x3be7c9af3ce9a44b:0xa85878f0f375780,89608b5499bffff
POI_IND_9999_0x3be7c8c2c010b011:0xf8ee113451af419a,89608b0b467ffff
POI_IND_9999_0x3be7b935396b751b:0x243f8cdab1160e82,89608b55037ffff
POI_IND_9999_0x3be7c9d682f55cd5:0x4ef68132892c6b68,89608b09543ffff
POI_IND_9999_0x3be7c9116228ae79:0x9a08b156b863c72b,89608b0b17bffff
POI_IND_9999_0x3be7c8ec3c48b18d:0xee930c428c65dd82,89608b0b6afffff
POI_IND_9999_0x3be7c93af994a663:0x25357c252a027c10,89608b0b1a7ffff
POI_IND_9999_0x3be7c9abbfcbd45d:0xf5182b03c86518b,89608b090c3ffff
POI_IND_9999_0x3be7c96bce76f471:0x5b07172ae60adc10,89608b0b2b3ffff
POI_IND_9999_0x3be7c9fae18c7577:0xcfcc04873996635,89608b086c3ffff
POI_IND_9999_0x3be7c914624db2cd:0xd7fc3cd65287330d,89608b0b177ffff
POI_IND_9999_0x3be7b7478f07088d:0x235b7f2932ccfd57,89608b44017ffff
POI_IND_9999_0x3be7b722c4a69e33:0xf859fb15cf53cb83,89608b471b7ffff
POI_IND_9999_0x3be7c14a2193cee9:0xf5db803fc8629856,89608bcd967ffff
POI_IND_9999_0x3be795a10e6c69a9:0x210cdeaca61bc0b6,89608b511abffff
POI_IND_9999_0x3be7c3c3b04b8ff5:0xa6850acf9b62ab62,89608bcce57ffff
POI_IND_9999_0x3be7b1fa88d64413:0x25c981f2ff795fff,89608b4ec83ffff
POI_IND_9999_0x3be79757cbecaaff:0xf75371ec8b74eef0,89608b5a5bbffff
POI_IND_9999_0x3be7c2532fffffff:0xb20591b7effeab27,89608bcc1d3ffff
POI_IND_9999_0x3be7c1e5ac096315:0x98dd5bba82877fc6,89608bcd0abffff
POI_IND_9999_0x3be7e9f8d0be79dd:0x2130034f0d814c3b,89608bcf55bffff
POI_IND_9999_0x3be7c3e41bf5f75f:0x9feb3f86571f1302,89608bcd5abffff
POI_IND_9999_0x3be7c900566b4269:0xeb7a3be5e8dd40e6,89608b0868bffff
POI_IND_9999_0x3be7b73b0d99b2e9:0x6ab802cfef9bdabb,89608b47113ffff
POI_IND_9999_0x3be7c9c304783a55:0xb12f52b2c8daf8b6,89608b19a53ffff
POI_IND_9999_0x3be7c814f7c69ea9:0xdc4fa2e463be417,89608b548a3ffff
POI_IND_9999_0x3be7b13affffffff:0x972a9ded0ed54132,89608b4464fffff
POI_IND_9999_0x3be7c96d76945831:0xe787774acf11312c,89608b086d7ffff
POI_IND_9999_0x3be7c9f7ab1d5cb3:0xa8e0a41f7e36892d,89608b0b177ffff
POI_IND_9999_0x3be7cf04a438511f:0x8669418c69b2593f,89608b0a083ffff
POI_IND_9999_0x3be7cf6f740ba1ed:0xad94ccfc35ab8616,89608b18b33ffff
POI_IND_9999_0x3be7d1993d3b240b:0xce599722d5d55eeb,89608b03253ffff
POI_IND_9999_0x3be7c3bebd20a7f1:0xe7d052bf89cc5b1e,89608bcc0dbffff
POI_IND_9999_0x3be7e916ac007101:0xf495c2727701266e,89608bcf583ffff
POI_IND_9999_0x3be7c7e1317ec3dd:0xd77f911aadb9f605,89608b56abbffff
POI_IND_9999_0x3be7c935e2d1857f:0xd1401bac7db87f1e,89608b548c7ffff
POI_IND_9999_0x3be7b1bc8d3503cf:0xe30fbfd6bef3ec90,89608b45597ffff
POI_IND_9999_0x3be7c8abc115a509:0xdb158b43394006bd,89608b19a53ffff
POI_IND_9999_0x3be7c971cdf0abe5:0xab1694747c6628a3,89608b09543ffff
POI_IND_9999_0x3be7c1003cc598bb:0x6adcbbd2f58c86da,89608b570d3ffff
POI_IND_9999_0x3be7b923b240e5bb:0x2e0ff81096fb2b35,89608b55203ffff
POI_IND_9999_0x3be7b9b1c546e0bd:0x25f88e215213e594,89608b5534fffff
POI_IND_9999_0x3be7b08a6495baed:0x2c461ae7a48972c1,89608b4568fffff
POI_IND_9999_0x3be7c31ab324641f:0x7547e125986c9270,89608bccc4bffff
POI_IND_9999_0x3be7b1502f9ba977:0x95be0717edafb16f,89608b45297ffff
POI_IND_9999_0x3be7b96a1ff97daf:0xe85f63e9c9a52887,89608b421d7ffff
POI_IND_9999_0x3be7b8aaa9cbb967:0xc0645a51e51ae8b,89608b57237ffff
POI_IND_9999_0x3be7958a77089d9f:0x9976e86f776d03a1,89608b511bbffff
POI_IND_9999_0x3be795b45de4d025:0x1b5a04a7f083cce4,89608b51573ffff
POI_IND_9999_0x3be7972e6aa72367:0x719d66b708e28141,89608a24b2bffff
POI_IND_9999_0x3be7b1855ede5847:0xeb8afa5b4559095d,89608b456cfffff
POI_IND_9999_0x3be7959722dfbe7f:0x3a29dac2db96af7e,89608b53107ffff
POI_IND_9999_0x3be7b9011ca43f05:0xde526f84246f654d,89608b42167ffff
POI_IND_9999_0x3be7ed12150ee791:0xf09d3fb772f28eca,89608a34b63ffff
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,89608b5a193ffff
POI_IND_9999_0x3be7c356bef16dd1:0xb8f0cda2831a4946,89608bcc18bffff
POI_IND_9999_0x3be7b1006dee1713:0x93ab9f172051654d,89608b4ec8bffff
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,89608bcd84fffff
POI_IND_9999_0x3be7953b3568ad7f:0xf6e5fc2ee71d8a61,89608a2482fffff
POI_IND_9999_0x3be7b9a374b82a57:0xe7331005bac84c66,89608b55217ffff
POI_IND_9999_0x3be7cedad4d99f53:0xc7c9c899ccaee1bc,89608b0a623ffff
POI_IND_9999_0x3be7cf3ac99549f3:0xb757eaf23fea2b45,89608b0a55bffff
POI_IND_9999_0x3be7d1594d90c0eb:0x9293cfa6dccc988a,89608b0305bffff
POI_IND_9999_0x3be7cf2b056971dd:0x17970f504574fd63,89608b0a677ffff
POI_IND_9999_0x3be7b72ff1886e35:0xf3e16c91e46581ab,89608b461b7ffff
POI_IND_9999_0x3be7c9b5c5fd1f3b:0x18393cc90ffc197b,89608b0b377ffff
POI_IND_9999_0x3be7ae85531c9615:0xb2110b2c1e709e76,89608b4cc6bffff
POI_IND_9999_0x3be7af256a82633f:0xe03d3136d96e4007,89608b4e6afffff
POI_IND_9999_0x3be7aed26eec200d:0x58871ff5016f2c4c,89608b4dc07ffff
POI_IND_9999_0x3be7c300682612fd:0xf557cf2227969602,89608bccecfffff
POI_IND_9999_0x3be7c1c7914f4915:0x9f5148010af6b13b,89608bcd907ffff
POI_IND_9999_0x3be7bba6fceeae77:0x8c3b547ede00019c,89608b4002bffff
POI_IND_9999_0x3be7c35595949855:0x808f13ef096133af,89608bcc1b3ffff
POI_IND_9999_0x3be7b1594de99551:0xfa2b7f5ec2f52abf,89608b452dbffff
POI_IND_9999_0x3be7bba396674b8b:0x8546eae0ee50532f,89608b40007ffff
POI_IND_9999_0x3be7c3c65dd66747:0xc8fc5d268e1ffc24,89608bcc1b3ffff
POI_IND_9999_0x3be7c91b6f68330d:0xd92069cae968116b,89608b0b177ffff
POI_IND_9999_0x3be7b73c21351ded:0xd7555b1f12b5373b,89608b093d3ffff
POI_IND_9999_0x3be7c9d574261499:0x1a622b9325d947e2,89608b44483ffff
POI_IND_9999_0x3be7c97c29023901:0xe71b7ee37ac1ed43,89608b0b3cfffff
POI_IND_9999_0x3be7b85107f53897:0x32755e87119ff54c,89608b55e8bffff
POI_IND_9999_0x3be7c84ab064da91:0xf60db7187c30646d,89608b094cbffff
POI_IND_9999_0x3be7b14a3ede8691:0xeafd2f1287a73349,89608b4464fffff
POI_IND_9999_0x3be7c61fa7917df9:0x51e2df8b5f6cb0ad,89608b568a7ffff
POI_IND_9999_0x3be7c9018047693d:0xeb39b487ac58d685,89608b094c3ffff
POI_IND_9999_0x3be7bf17cf08ad3b:0x13f8e35e2b2a0d36,89608b5082bffff
POI_IND_9999_0x3be7b1ecb8c65505:0xd08ece2df3c9b9f4,89608b4e577ffff
POI_IND_9999_0x3be7c1684b2463c1:0x9714bb3ad7944e32,89608bcdd5bffff
POI_IND_9999_0x3be792d33b523437:0x5ce345daacffdab1,89608a26527ffff
POI_IND_9999_0x3be7b8b4e8e89e29:0x2e64ce29b2fa3e74,89608b554cfffff
POI_IND_9999_0x3be7bb58eff51113:0x38ff7b9fb397e030,89608b40407ffff
POI_IND_9999_0x3be7b9bf3c7d1bfd:0xacbb104c9a9ddcc7,89608b554cfffff
POI_IND_9999_0x3be7ce8d3b1a8531:0xff50919f633d413d,89608b01443ffff
POI_IND_9999_0x3be7ce6d55f8b475:0x10fe8224fdbb7918,89608b016bbffff
POI_IND_9999_0x3be7cfee3be4f8db:0x484b034cefc445b,89608b014cbffff
POI_IND_9999_0x3be7d1dd5ef5d4b7:0xb6d62728620ec684,89608b032abffff
POI_IND_9999_0x3be7cfbd33b270e5:0xfa9cfcfb7cf4faa7,89608b0a523ffff
POI_IND_9999_0x3be7cf45f20fb1f3:0x8ea7dc4f5de5bda5,89608b0a51bffff
POI_IND_9999_0x3be7c9b5820c5631:0x9faff910fd3a2ad5,89608b54bb7ffff
POI_IND_9999_0x3be7c9ee5723f635:0xef43868b7e8544e7,89608b549cfffff
POI_IND_9999_0x3be7b97e6f6bcea7:0x183ac05a58d7cf02,89608b551dbffff
POI_IND_9999_0x3be7c9169bd17a43:0x94207ee260ab72dd,89608b0b173ffff
POI_IND_9999_0x3be7b737e85f556f:0xe73e9c16a617a8a0,89608b09203ffff
POI_IND_9999_0x3be7b70865190877:0xb4177f8b7d4a69be,89608b46377ffff
POI_IND_9999_0x3be7c7cdeb4ed99f:0xf4882e58b42b51fa,89608b56a3bffff
POI_IND_9999_0x3be7b61cae6691db:0x9a77074afcf3490c,89608b093cfffff
POI_IND_9999_0x3be7b7df7e8a2bdd:0x86f712c9a6fa4a5c,89608b0920bffff
POI_IND_9999_0x3be7c92e3c4b1527:0x694b7709085ad921,89608b0b523ffff
POI_IND_9999_0x3be7cf00741ca8c3:0xc71c33b9f4208a85,89608b0a6abffff
POI_IND_9999_0x3be7ce595d1a4e47:0x8777d23ca2d14f64,89608b18bafffff
POI_IND_9999_0x3be7d1d998b45a1f:0xe8fca4ea8a7a59ad,89608b032c7ffff
POI_IND_9999_0x3be7ce74d0e3ede9:0x85087d46d4643ddf,89608b010c3ffff
POI_IND_9999_0x3be7ce7bcb9c2fd9:0xef5ccfb563f51cb9,89608b01667ffff
POI_IND_9999_0x3be7b7ed0ec649e5:0x755db5916d8c4f8b,89608b4718fffff
POI_IND_9999_0x3be7c9cf7db1b385:0x2decfa02191963d9,89608b0b377ffff
POI_IND_9999_0x3be7c74c28d17af5:0x466b256c1addd746,89608b54167ffff
POI_IND_9999_0x3be7c9abd33d5da5:0xbedf2d3d22c6c28e,89608b096cfffff
POI_IND_9999_0x3be7c8721daf31a5:0x1b952a70b2008d5e,89608b54c27ffff
POI_IND_9999_0x3be7b6500b80301f:0x91b2574693df926a,89608b46153ffff
POI_IND_9999_0x3be7b1580fc7ec09:0x35aa1fa5649bec2d,89608b442abffff
POI_IND_9999_0x3be7c933e845f3ff:0xb40fe28ae6b977b1,89608b56b2bffff
POI_IND_9999_0x3be7c9b66de51133:0x594af6c9fdcd3ed9,89608b09683ffff
POI_IND_9999_0x3be7c80ddffa51d3:0x52ee401920a54f09,89608b5488bffff
POI_IND_9999_0x3be7b1b077570d1d:0x8f31dcb6caf94b1d,89608b45533ffff
POI_IND_9999_0x3be7c9a20c88722b:0xfc623176606f880,89608b56923ffff
POI_IND_9999_0x3be7b8f0cc7ee115:0x6231b3f54727e09c,89608b5514bffff
POI_IND_9999_0x3be7c92ba233a8e3:0x2b8c73038f7f67c5,89608b0b10bffff
POI_IND_9999_0x3be7c9c4ebc70c7d:0xb2c9c473630321cf,89608b090c3ffff
POI_IND_9999_0x3be7c3804b6fbd6d:0x81cabe3f7442cfdc,89608bcc0c7ffff
POI_IND_9999_0x3be7bb3d14c3d26d:0x61bb21ac78f981fb,89608b42327ffff
POI_IND_9999_0x3be794433b97ac4b:0x74e7b504e2f2389d,89608a248b3ffff
POI_IND_9999_0x3be7c31d42d0e829:0x2e6fa3b3164722f7,89608bcc13bffff
POI_IND_9999_0x3be7939d7af0d501:0x1cb16ea30d88cb81,89608a26a3bffff
POI_IND_9999_0x3be79721db0c9f9b:0xfa671d11ec120548,89608a24b3bffff
POI_IND_9999_0x3be7c173c3a4c3cf:0xfd3fdfbb9c230164,89608b574d7ffff
POI_IND_9999_0x3be7946cee7e9a8d:0xba77c7ac7cb70f88,89608a248b3ffff
POI_IND_9999_0x3be7c3beb0099967:0xfc9677dbd6ef83e3,89608bcce83ffff
POI_IND_9999_0x3be7a9f32b7dbf67:0xa922587c264bb1c6,89608b4dc53ffff
POI_IND_9999_0x3be7b7000d8cbf09:0x5a1d8161b1e296ba,89608b463a3ffff
POI_IND_9999_0x3be7b78d5aff42f9:0x77d449bcf17462fd,89608b46363ffff
POI_IND_9999_0x3be7c83c24b449a5:0xf45ca69687ce1783,89608b096a3ffff
POI_IND_9999_0x3be7c9b1de53068b:0xfe1a2c2cbc8a7027,89608b0b3abffff
POI_IND_9999_0x3be7c9229da23671:0x654b1e33281739e9,89608b0b377ffff
POI_IND_9999_0x3be7c9bafa8f1a5b:0x3460b90ce8567048,89608b09557ffff
POI_IND_9999_0x3be7b90b8ecdd093:0x68ae810933a0009a,89608b553a3ffff
POI_IND_9999_0x3be7b7df5a1a6773:0xc75b3945b43becac,89608b0920bffff
POI_IND_9999_0x3be7c8145cb7388b:0xc124c6735ae2edac,89608b548a3ffff
POI_IND_9999_0x3be7b8f072d7dfd1:0xbbd0442fbbf7c3e1,89608b5515bffff
POI_IND_9999_0x3be7c9fddceeafa9:0xb6d238bebc0e2d5f,89608b0b333ffff
POI_IND_9999_0x3be7b7002d12ad6f:0x5b00489bcec3621f,89608b09213ffff
POI_IND_9999_0x3be7b766a56ca8bf:0xe25efec0392a06d7,89608b09273ffff
POI_IND_9999_0x3be7c6090a2ae135:0xb9536d527182bcc5,89608b56dd7ffff
POI_IND_9999_0x3be7c70ffa89c953:0x79432585ce6dddb,89608b56d17ffff
POI_IND_9999_0x3be7b6237af8a8c3:0xb90419d4ebf72d56,89608b0921bffff
POI_IND_9999_0x3be7b7640c3d40f7:0xcbfd72216995ebff,89608b46373ffff
POI_IND_9999_0x3be7b7992e021b0d:0xaa0fea79c7f9d084,89608b0920bffff
POI_IND_9999_0x3be7c90002bfeab3:0xd99c6eae5bf2e29b,89608b086c7ffff
POI_IND_9999_0x3be7c95c8354142d:0x92af9234a913cac2,89608b094cbffff
POI_IND_9999_0x3be7d193ead72833:0x563afcec3276c805,89608b0303bffff
POI_IND_9999_0x3be7ce57c288e8f5:0x1124d5ee572edbb0,89608b18b4fffff
POI_IND_9999_0x3be7cedbaf70b90d:0xcd44b3aff755989a,89608b0a607ffff
POI_IND_9999_0x3be7cef38d80694d:0x6e701b3f3f2d9777,89608b0a557ffff
POI_IND_9999_0x3be7ce3e5e9085d7:0xc5e6f7c71df25c97,89608b18977ffff
POI_IND_9999_0x3be7b1944fe1d0bb:0xb8fb5f115470c2d,89608b45677ffff
POI_IND_9999_0x3be7b9396f739c77:0x50dadb0e5c58ca9c,89608b5524bffff
POI_IND_9999_0x3be7b16b4bf183e9:0x95459630195b7686,89608b456bbffff
POI_IND_9999_0x3be7bf007f8d792b:0x4ee9b0398f1d0d27,89608b4244bffff
POI_IND_9999_0x3be79424aa391843:0x4a844b5c26f03cce,89608a24b87ffff
POI_IND_9999_0x3be7bb2154d8aa97:0xb497cfdb4fd9bdc,89608b42323ffff
POI_IND_9999_0x3be7b90760395743:0x581dca0d268d15da,89608b5522fffff
POI_IND_9999_0x3be79580c784b1e9:0x6b283db9a781d444,89608b53173ffff
POI_IND_9999_0x3be7c15c41f0e853:0x30e33fc0207c6238,89608bcd8afffff
POI_IND_9999_0x3be7c11ba7cf0095:0x2d9ddec03dbb78de,89608bcc62fffff
POI_IND_9999_0x3be7c3584d302c47:0x603cf94dbe119741,89608bcd583ffff
POI_IND_9999_0x3be87b8f1c8d26eb:0xf2d3cf49c264f518,89608b8e34bffff
POI_IND_9999_0x3be7c300304bf37f:0x5f12313ed3d112b7,89608bcc0cfffff
POI_IND_9999_0x3be7c3adf57a8fe9:0x2502c1f4f5607b3f,89608bcf523ffff
POI_IND_9999_0x3be7c98c8d8c3247:0x13861a5b69cc7173,89608b0b013ffff
POI_IND_9999_0x3be7c763c5417f4f:0x10e2ec4ee2184b69,89608b56d2bffff
POI_IND_9999_0x3be7b1b638be92ed:0x1129e7bdf6d6a291,89608b44653ffff
POI_IND_9999_0x3be7b74ded608ff5:0x430b9d65f126fc19,89608b44633ffff
POI_IND_9999_0x3be7b16b922e9ddb:0x20c152b8ad38fbd9,89608b4461bffff
POI_IND_9999_0x3be7b0f271a653bf:0x7578c161526243ab,89608b45447ffff
POI_IND_9999_0x3be7c893bc5c546b:0x279242f789e69e5d,89608b0b68bffff
