poi_code,h3index
POI_IND_9999_0x3be7c9bdc1e4737f:0xcb8f2550ac24cca0,89608b096c7ffff
POI_IND_9999_0x3be7b7a9c41dbd3f:0x52ea14acbf645457,89608b46043ffff
POI_IND_9999_0x3be7c9d9d759a57f:0x570ef45cac4a5ba2,89608b0b387ffff
POI_IND_9999_0x3be7b627ad61802d:0x718ac948c9209eb0,89608b0929bffff
POI_IND_9999_0x3be79519074c4f39:0x6258b69072105056,89608a24abbffff
POI_IND_9999_0x3be7af8dc0c98199:0xa7cc3a9e5ee5219b,89608b4ce03ffff
POI_IND_9999_0x3be7af8e886992bb:0x54d2bf766b462a83,89608b4dc87ffff
POI_IND_9999_0x3be71fb4a8e6bead:0x4e0ac200fb25344e,8942dbcd977ffff
POI_IND_9999_0x3be7a9007abcba29:0xc6ea8ab1f71ecc40,89608b4d227ffff
POI_IND_9999_0x3be7e92525557bed:0xc59ed3c139b5c366,89608bce44bffff
POI_IND_9999_0x3be7c3fe9accf1e1:0xb04092b5794f9266,89608bcc6c7ffff
POI_IND_9999_0x3be7c23fa5681f6b:0x28581944692a579f,89608bcc62fffff
POI_IND_9999_0x3be7c3c345fc1673:0xd1579abf784530f3,89608bcd527ffff
POI_IND_9999_0x3be7c3cde10c17a1:0x2e4f0697a94a9c59,89608bcf13bffff
POI_IND_9999_0x3be7dccb2874f96f:0xd63c113e080242c5,89608bced73ffff
POI_IND_9999_0x3be7e9b2b905eec1:0xc44710988ace0a78,89608bcf3c3ffff
POI_IND_9999_0x3be7c37bfdcfd26b:0xc5959be228b2d4c5,89608bcc61bffff
POI_IND_9999_0x3be7af83851fda31:0x6fce0f4c2ceae510,89608b4cc37ffff
POI_IND_9999_0x3be7ced27051f6dd:0xdd2b10b52301aeee,89608b0a66fffff
POI_IND_9999_0x3be7cf013017d0ef:0x6d7735e7a8f75594,89608b0a46fffff
POI_IND_9999_0x3be7c9874d9e0eb3:0x9d3864fdf1206fa9,89608b56987ffff
POI_IND_9999_0x3be7c97c13d1e693:0x314f1bab417e8c9b,89608b0b377ffff
POI_IND_9999_0x3be7c61e4cf6ac01:0xe6cd5b06827fa22,89608b569c3ffff
POI_IND_9999_0x3be7c931e2ea19d3:0x2e3ad8a770e4d836,89608b5489bffff
POI_IND_9999_0x3be7b7895b775889:0x1651c2b9d314ace,89608b471d3ffff
POI_IND_9999_0x3be7c92f56907b43:0xaac10c11e57e01b8,89608b0b157ffff
POI_IND_9999_0x3be7c810fc200fa5:0x8451c8dbd61a8e2a,89608b54803ffff
POI_IND_9999_0x3be7b749b5d7d5d1:0x6cb9f769976f8426,89608b095c7ffff
POI_IND_9999_0x3be7c909e9d4d267:0x1c035054ddb23d00,89608b0b137ffff
POI_IND_9999_0x3be7c9a4a6e41719:0x7d756d3b0880f0ba,89608b54e8bffff
POI_IND_9999_0x3be7c950a7c03e75:0x67d15345cd7f6fe6,89608b090bbffff
POI_IND_9999_0x3be7c9a283677415:0x42b78a4372fe272f,89608b5494fffff
POI_IND_9999_0x3be7b7f8e6f24eef:0xf0b4c56c1230ced7,89608b47143ffff
POI_IND_9999_0x3be7b18d590af25f:0x5012f6eed195510b,89608b4556bffff
POI_IND_9999_0x3be7b8fbc310fbff:0xb779ada218bc88cc,89608b55387ffff
POI_IND_9999_0x3be7b7a84bc7bb29:0xd7df535480570426,89608b46043ffff
POI_IND_9999_0x3be7cf42f0cfb71f:0x3679570fc22622b9,89608b0a55bffff
POI_IND_9999_0x3be7cf8d55011c43:0xbfc3c440c6325235,89608b0a02bffff
POI_IND_9999_0x3be7cebb41f0f65f:0x2fb44c7d9345d17e,89608b0a02fffff
POI_IND_9999_0x3be7cf3aa93694d9:0x9b32595aef219a9c,89608b010c3ffff
POI_IND_9999_0x3be7ce2430477fcd:0xb24b87b963171a78,89608b18987ffff
POI_IND_9999_0x3be7d1da67679c35:0xc44096d9101d09c8,89608b032d7ffff
POI_IND_9999_0x3be7b114b998c00d:0xc43e5aa07f9d0ce6,89608b45643ffff
POI_IND_9999_0x3be7bf5178e82b57:0x10b83a7d77294479,89608b57273ffff
POI_IND_9999_0x3be7bf226873866b:0x157648ef03e93cba,89608b554dbffff
POI_IND_9999_0x3be79460d32c2b47:0x7b5339920357ff2e,89608a24d07ffff
POI_IND_9999_0x3be7b963d87204b5:0xe5215b4e68501ba8,89608b553cbffff
POI_IND_9999_0x3be7d1df6b663dfb:0xe8a925078583cb98,89608b03247ffff
POI_IND_9999_0x3be7d1c0c4d0db9b:0xf32fe7c1b525748d,89608b03053ffff
POI_IND_9999_0x3be7b93c71a5e6ab:0x7843d649fb4c1d7a,89608b42167ffff
POI_IND_9999_0x3be796847456cb03:0x65ccc3f2e49de55,89608b5a59bffff
POI_IND_9999_0x3be7b9e21e356c77:0x7aa21d50adaa0f5c,89608b5537bffff
POI_IND_9999_0x3be7c17cac15aa57:0x26e477180ab16d57,89608b554cfffff
POI_IND_9999_0x3be7c398d314deb7:0x61e4d451dbbc88b,89608bccc03ffff
POI_IND_9999_0x3be7a996e1520ecf:0xfd4881e8d388460c,89608b4d8a3ffff
POI_IND_9999_0x3be7ae76ea47b04d:0x1e77f0cfe92ff923,89608b4cca3ffff
POI_IND_9999_0x3be7e90068843c09:0xfc1493ecd2a61dbb,89608bc1b37ffff
POI_IND_9999_0x3be7e9d2085e80e3:0x4644455f77367f57,89608bc1b0bffff
POI_IND_9999_0x3be7e9c8a7aa0df5:0xc5169958ae9007fb,89608bcf0abffff
POI_IND_9999_0x3be7c8375d132621:0xc5236c9b1cc9ddd8,89608b5490fffff
POI_IND_9999_0x3be7b969b0ccfdc1:0xf1b6a4ce27897b1a,89608b54ad3ffff
POI_IND_9999_0x3be7c93d17e2e4a5:0x62f92678f8dbb1a8,89608b549d3ffff
POI_IND_9999_0x3be7b62d0a26a387:0x90361554a296b356,89608b465bbffff
POI_IND_9999_0x3be7b7d4b5eeea2f:0x6921a7ed95d83d32,89608b4600fffff
POI_IND_9999_0x3be7b6f120bd65ef:0x1f1f1cae37ff91c8,89608b4630fffff
POI_IND_9999_0x3be7b621132f5e5d:0x88e4fb7b38b752fd,89608b0928fffff
POI_IND_9999_0x3be7b186e09d1619:0x2d961c07ad3bbf8a,89608b45597ffff
POI_IND_9999_0x3be7c913a043cfe1:0x8df5ba29e8ec0b83,89608b0b17bffff
POI_IND_9999_0x3be7c9f8dacbe379:0x7d07915cbb7d8a94,89608b09003ffff
POI_IND_9999_0x3be7c18deeeddb3d:0xdce9c24e3394a046,89608b50587ffff
POI_IND_9999_0x3be7b92729d76dc1:0x37f93de389da2ad1,89608b5528fffff
POI_IND_9999_0x3be7c131690e632f:0x241ca27e98f6a17e,89608bcd933ffff
POI_IND_9999_0x3be7bf3724e4489d:0xbf1b708a491ed74a,89608b57233ffff
POI_IND_9999_0x3be7c1270649d62b:0x3379194474ebd0c9,89608bcdb73ffff
POI_IND_9999_0x3be7b9e7936c4ec5:0xa33e62a11d1664a9,89608b55237ffff
POI_IND_9999_0x3be7bf0b42f08097:0xe8c5600ab8c9c4e8,89608b57233ffff
POI_IND_9999_0x3be7c3173664abab:0xa194e0bb48549d0c,89608bccc5bffff
POI_IND_9999_0x3be7b9fbe3a46f49:0xec14b7fc3d0e376b,89608b5530bffff
POI_IND_9999_0x3be7a7f48e2b3af7:0x9f8c7d84771bcfc6,8942db4ddb7ffff
POI_IND_9999_0x3be7afffdf043f7d:0x2efef55daa3aa2fb,89608b4ce57ffff
POI_IND_9999_0x3be71d652dccf067:0x7e1d71e17c9f586d,8942db552a3ffff
POI_IND_9999_0x3be7b60fa977dd83:0x504f973f3b5d9668,89608b46cb3ffff
POI_IND_9999_0x3be7c97a1a8a75d7:0xeaf1fe2b543c4a4a,89608b0b0dbffff
POI_IND_9999_0x3be7b0d6e865f881:0x762ea942562816e4,89608b47327ffff
POI_IND_9999_0x3be7c94fafff210d:0x708db9ca525a6b58,89608b0b657ffff
POI_IND_9999_0x3be7b76d2e1332f3:0x4f39efcbe478facd,89608b0920fffff
POI_IND_9999_0x3be7b63caef37f2d:0xb8291baadd055b71,89608b092c7ffff
POI_IND_9999_0x3be7c9bd9c651939:0x9288a12943d39d0e,89608b090bbffff
POI_IND_9999_0x3be7b1f37a8be47f:0xcc77007f2ff5b001,89608b45533ffff
POI_IND_9999_0x3be791c7751adfeb:0x6883c00b2fa8bf56,89608a25e2fffff
POI_IND_9999_0x3be7c1007a235f99:0x9b10f0ee9bf04bf2,89608bcdb07ffff
POI_IND_9999_0x3be795c59c257fe9:0xb984bab2e653fc85,89608a24d5bffff
POI_IND_9999_0x3be791a78d1075d7:0x9300d65b326b8bbd,89608a2516bffff
POI_IND_9999_0x3be7b93c2ca09dc1:0x556c1c1a62aaf1b6,89608b55247ffff
POI_IND_9999_0x3be7bf4ca5555557:0x63f745203036ba66,89608b554c3ffff
POI_IND_9999_0x3be7b1c252606e6d:0x2a910f5737eea4e7,89608b4524bffff
POI_IND_9999_0x3be7bb80c6ebebd1:0xa41129daee945a08,89608b400c7ffff
POI_IND_9999_0x3be7b9b68fd4cd8b:0x25044a8667c5bf6b,89608b553d7ffff
POI_IND_9999_0x3be7970020992061:0x20437a2cbcce4ad7,89608b512d7ffff
POI_IND_9999_0x3be7c3d47ff8238d:0x1200fe19e33ec3f7,89608bcc1b3ffff
POI_IND_9999_0x3be7bfcbbce1519d:0xdec2fd25f32d3211,89608b51ba3ffff
POI_IND_9999_0x3be7b13554489a77:0x7694f81631cf756a,89608b456cfffff
POI_IND_9999_0x3be7c14cfa4692ef:0x33ad28ebfd8233fd,89608bcd937ffff
POI_IND_9999_0x3be7c31aa0bae4b5:0xaea3e14b7e91caea,89608bcea4bffff
POI_IND_9999_0x3be7b037ba69b0bf:0xea70866fee218289,89608b45247ffff
POI_IND_9999_0x3be7b8ac8a668285:0x33751a65feec23d9,89608b55493ffff
POI_IND_9999_0x3be7958a9e1c5101:0x7b922f0d483c16e8,89608b511abffff
POI_IND_9999_0x3be7b045b503ff63:0x69e4e028b0000000,89608b452d7ffff
POI_IND_9999_0x3be7b92fd54e23cd:0x5ff0379b338db057,89608b5526fffff
POI_IND_9999_0x3be7b9a9e218365d:0x1f15b64ce90b0251,89608b42383ffff
POI_IND_9999_0x3be7b0762b3c0eed:0x35ab359dcf5cd89e,89608b40bcfffff
POI_IND_9999_0x3be795acb8c4fb7d:0x5b8214059d93973b,89608b51117ffff
POI_IND_9999_0x3be7bc24bfffff9b:0x7919d612623790d4,89608b4267bffff
POI_IND_9999_0x3be7d1da4fa4afe5:0xaaf0bc9b9de14ef2,89608b032c7ffff
POI_IND_9999_0x3be7cfab349c937b:0xf0d06e7065689190,89608b18d6fffff
POI_IND_9999_0x3be7c8ed8a3cdc59:0xff89dd84f5797a93,89608b0b607ffff
POI_IND_9999_0x3be7c7891e7f3ae3:0xb32e44ef9919a98f,89608b56d33ffff
POI_IND_9999_0x3be7b73fe25eb843:0x2e571ded344d2fb3,89608b09203ffff
POI_IND_9999_0x3be7c852830023b1:0x8e730e970d732319,89608b0b263ffff
POI_IND_9999_0x3be7c77def5f7853:0x17b41e3235604575,89608b569c3ffff
POI_IND_9999_0x3be7c9f7f16a1111:0x4cd90c2ba1043804,89608b5695bffff
POI_IND_9999_0x3be7c90043eff459:0xe3d0656e5813180f,89608b0b26bffff
POI_IND_9999_0x3be7b60f108398b9:0x36947d76fe426ac1,89608b093cfffff
POI_IND_9999_0x3be7c9388c9441bf:0x20883071c917c21b,89608b0b1a7ffff
POI_IND_9999_0x3be7b77972023ebb:0x74c16e8f38d8c96e,89608b44447ffff
POI_IND_9999_0x3be7b71856aa36ef:0x22b77fcf5f68b658,89608b440abffff
POI_IND_9999_0x3be7b9697e8f3c55:0x29cfeb2ec7c59944,89608b55ed3ffff
POI_IND_9999_0x3be7c9cc5cc9b395:0x81eebf1346226fe7,89608b0944bffff
POI_IND_9999_0x3be7aa288059f5e3:0xd5b653fc2cbabc8d,8942db48873ffff
POI_IND_9999_0x3be7c81127040d7f:0x168bbbe5837d111,89608b549c3ffff
POI_IND_9999_0x3be7c936896f55bd:0xf340c3b4e1d806f1,89608b0954fffff
POI_IND_9999_0x3be7c9e1f31bc755:0x4ea4362942ce50e3,89608b0906fffff
POI_IND_9999_0x3be7c84745cd90e3:0xcc43e709144b2ae0,89608b549dbffff
POI_IND_9999_0x3be7b7fc410d2bcd:0xa9d9903577b67e20,89608b0920bffff
POI_IND_9999_0x3be7c620a0d29437:0x4a02392635008546,89608b5695bffff
POI_IND_9999_0x3be7c93c3083d1f3:0xe2d55cd5de9eee5f,89608b56d27ffff
POI_IND_9999_0x3be7c9d261151f53:0x70b286770ecaf609,89608b0968fffff
POI_IND_9999_0x3be7c9d3b299e919:0x964347e9ff84cb3b,89608b09617ffff
POI_IND_9999_0x3be7c8a936ddecc5:0x47d6039a8acbd79b,89608b19a5bffff
POI_IND_9999_0x3be7c7392047b205:0xc94e12a6b64a7996,89608b56acfffff
POI_IND_9999_0x3be7c86ded542b17:0xa8f85d53671c7654,89608b54d5bffff
POI_IND_9999_0x3be7b92397fd1d9b:0x85cb5e7e52758267,89608b55203ffff
POI_IND_9999_0x3be7b9217e12177f:0x6500f4da29506269,89608b4232fffff
POI_IND_9999_0x3be7b92272021c5f:0x9dbaeb1280fa4d18,89608b55207ffff
POI_IND_9999_0x3be7c3388aa38b6b:0x47a1cfd530bc62df,89608bccad3ffff
POI_IND_9999_0x3be7953b2527e355:0x4b37ce63fa6a51b,89608b51103ffff
POI_IND_9999_0x3be795e9e9155555:0xbc659a68e967ef73,89608b51003ffff
POI_IND_9999_0x3be795bfa2711999:0xf1dc73e204657b67,89608b5152bffff
POI_IND_9999_0x3be7c9699c674011:0x345d5e99db0a3f2a,89608b0868bffff
POI_IND_9999_0x3be7b6f6a0ff064b:0x68d79cdaf27e77e8,89608b46333ffff
POI_IND_9999_0x3be7b77a40460c63:0x8b75b9a7b70d7849,89608b0920fffff
POI_IND_9999_0x3be7c9a5fc446a8f:0x34328a9ccb4a5c6d,89608b5490bffff
POI_IND_9999_0x3be7c8e01d983e2f:0x8c21c577f5500826,89608b0b0abffff
POI_IND_9999_0x3be7b75a80ce7651:0x2cf2e8d99514064a,89608b0924fffff
POI_IND_9999_0x3be7c8ec2f38657b:0xcdc8ba8aba2faa6b,89608b0b6afffff
POI_IND_9999_0x3be7c94bd9ffb9c3:0xe3820fc467efa98b,89608b0b1afffff
POI_IND_9999_0x3be7b3479e87c997:0x99224bf73730f563,89608b4598bffff
POI_IND_9999_0x3be7c8255bdd36c5:0x667e3040cf3906da,89608b5494fffff
POI_IND_9999_0x3be7af79a4885eff:0x7ec799fb3e2d7b44,89608b4ceafffff
POI_IND_9999_0x3be7af8b2b74d0a3:0xafaf052d0410e7c,89608b4dd93ffff
POI_IND_9999_0x3be7c3a6161bad25:0x74071d9ffa35e0df,89608bce9dbffff
POI_IND_9999_0x3be7b6526c4a87d9:0x38249145225e262f,89608b46033ffff
POI_IND_9999_0x3be7b70dfb049bd5:0xb3a9ee6586d126cf,89608b09257ffff
POI_IND_9999_0x3be7c9000ae57e35:0xb4e8a2cb88e36220,89608b0b133ffff
POI_IND_9999_0x3be7b75f5ef01021:0x4ca1f50df2a9c893,89608b44557ffff
POI_IND_9999_0x3be7b6ce80c8ce7b:0xbf0a09661377dcd5,89608b46307ffff
POI_IND_9999_0x3be7b6e292e34d15:0xfe1042e8b884d701,89608b46223ffff
POI_IND_9999_0x3be7b1569f0bf11b:0x22d3fe4b0f47d546,89608b44643ffff
POI_IND_9999_0x3be7b73676f0a9e5:0x747d462429eef295,89608b460b3ffff
POI_IND_9999_0x3be7b9ebbdbf153d:0x97df5d78bc080f18,89608b550a3ffff
POI_IND_9999_0x3be7b1adfb08e72d:0xe2c27158ffa71229,89608b4566fffff
POI_IND_9999_0x3be7b046c96ee529:0xb66ba926f851a439,89608b452b3ffff
POI_IND_9999_0x3be7bfb9e9dc2fe3:0xaa0b4951392e622e,89608b57273ffff
POI_IND_9999_0x3be7c3c19bd40e17:0xce70bd12df293151,89608bcce1bffff
POI_IND_9999_0x3be7b1ff781a72a5:0x9580fa104b378657,89608b4e577ffff
POI_IND_9999_0x3be7bb1b2c489ac9:0x74a5e81e2139f5e6,89608b42327ffff
POI_IND_9999_0x3be7b12108a6b17f:0x7e7c1735a0dd7127,89608b4e117ffff
POI_IND_9999_0x3be7cf001600eb3f:0x2dc46339ef53096b,89608b0a523ffff
POI_IND_9999_0x3be7cf205482895d:0xcf35c5436dccd7d7,89608b18b87ffff
POI_IND_9999_0x3be7d1dd5f99cc61:0xc7518a2525ba82bb,89608b032abffff
POI_IND_9999_0x3be7cfd164c44c81:0x88b66fc3dbc7783c,89608b0a66fffff
POI_IND_9999_0x3be7d113c4fbac23:0x213026c1252e5bff,89608b032d3ffff
POI_IND_9999_0x3be7ce1e68ed4d6d:0xedeba9733f92e5e2,89608b03233ffff
POI_IND_9999_0x3be7ce110c79fdf7:0xdd7d0647954855b1,89608b01443ffff
POI_IND_9999_0x3be7cf0107e971a9:0xd0c788bb8090e328,89608b0a6a3ffff
POI_IND_9999_0x3be71e57ebf89c3d:0x90bfaf104f6a3c9d,8942db5663bffff
POI_IND_9999_0x3be71d0015a9d893:0x512f3ff7fa6764de,8942db55063ffff
POI_IND_9999_0x3be7d198bc17c8bd:0x49ed8a9839b7d0aa,89608b03287ffff
POI_IND_9999_0x3be7cf1121dfae31:0xcd8c14627aad873c,89608b0a087ffff
POI_IND_9999_0x3be7cf6e764d869f:0x5c1405ee56c44a07,89608b01697ffff
POI_IND_9999_0x3be7bf025681cbd7:0x206a48306234d5ae,89608b511abffff
POI_IND_9999_0x3be7bf1e1a841a6b:0x3c0235dabfdcbfe,89608b511abffff
POI_IND_9999_0x3be7b95e5b38f443:0xb68c064e692495c5,89608b423a7ffff
POI_IND_9999_0x3be7bba58d9d7175:0x1d8061d501bdaaa9,89608b404abffff
POI_IND_9999_0x3be7bf1f409090e1:0xa12a93f3ef8913bb,89608b511abffff
POI_IND_9999_0x3be7c3001a148ddf:0x53fd458f0aa10482,89608bcc637ffff
POI_IND_9999_0x3be7d1bf74c9704d:0xd512dc550a4aba0a,89608b03057ffff
POI_IND_9999_0x3be7cf0cd60ae15f:0x296137b7089a70ec,89608b0a503ffff
POI_IND_9999_0x3be7c92c65bdc5cb:0xe998bde5bd87fd6e,89608b0b5afffff
POI_IND_9999_0x3be727098e249e9d:0x549fdcdafdbea4c3,8942dbc4327ffff
POI_IND_9999_0x3be7a980bcff881d:0xa035841ffca04156,8942db48b53ffff
POI_IND_9999_0x3be7937fe0904a05:0x2c77541adaeb133c,89608a26b47ffff
POI_IND_9999_0x3be79364c4bc65e9:0xaf20ec4fa1187fdd,89608a26b43ffff
POI_IND_9999_0x3be7b9a0dc34965b:0x4b1980da70925cc2,89608b40597ffff
POI_IND_9999_0x3be79587531d8223:0xe7c4a3446ad0869d,89608b5020bffff
POI_IND_9999_0x3be7c133e6308dfb:0xe140c61626c792eb,89608b566d3ffff
POI_IND_9999_0x3be7943984ee4685:0xc48dcc43613d7ec1,89608a24947ffff
POI_IND_9999_0x3be7c8e7f9f0767f:0x7416ff01ce7ad4b5,89608b0b09bffff
POI_IND_9999_0x3a35e54988ce8c69:0x9c0d1b573a855ba0,89608b096b3ffff
POI_IND_9999_0x3be7c9e6efffffff:0x1a338f1cb3ce0ac,89608b09097ffff
POI_IND_9999_0x3be7c78ae8723065:0xe333f0e830d7b98d,89608b56aa7ffff
POI_IND_9999_0x3be7c85bfc54069b:0xadd0d13590dc633,89608b54d7bffff
POI_IND_9999_0x3be7c9149fb7f017:0xacaac82ab61a1561,89608b0b177ffff
POI_IND_9999_0x3be7c9b58199f215:0xdf6eb600d57ccb8c,89608b0941bffff
POI_IND_9999_0x3be7c9db5f2d3c07:0xff346f21b983ec18,89608b095c7ffff
POI_IND_9999_0x3be7b14a6c66d2fd:0x6eddc501274fedaf,89608b44637ffff
POI_IND_9999_0x3be7957c068c85b1:0xccfb1de5e6cad25a,89608b5160fffff
POI_IND_9999_0x3be7b9397ae48f65:0x779f847d7cfef9d5,89608b5524bffff
POI_IND_9999_0x3be795289cdcaaf3:0x61d04ddca34a76d,89608b5336fffff
POI_IND_9999_0x3be7bbca3ad35885:0xa56016b309645e16,89608b404a3ffff
POI_IND_9999_0x3be7bb042126393b:0xa9556b96071a880b,89608b40317ffff
POI_IND_9999_0x3be7c3d8af2daeed:0x13cec7c0aac1863a,89608bcea4bffff
POI_IND_9999_0x3be79352cca43b4b:0x957547b0fa54d01f,89608a26187ffff
POI_IND_9999_0x3be7972d87d7cb91:0xe6c5bae1da157146,89608b512d3ffff
POI_IND_9999_0x3be7bb22f8ca94ed:0x7637ca1ece733f36,89608b40423ffff
POI_IND_9999_0x3be7d13baca6e513:0xa086646382ba9ff1,89608b0300bffff
POI_IND_9999_0x3be7ce240e79e523:0xe21df5b9df295b2f,89608b189b3ffff
POI_IND_9999_0x3be7cf080087e26f:0x6af26cf24c86d931,89608b0168bffff
POI_IND_9999_0x3be7cf67d30ec5b9:0x67b922c7076a4b41,89608b0a08bffff
POI_IND_9999_0x3be7b7783b33bcef:0x78601c998d77d384,89608b09273ffff
POI_IND_9999_0x3be7c9ce8ea7efbf:0xb2dc17badfe589fc,89608b096b3ffff
POI_IND_9999_0x3be7c73a866ecb37:0x566d78c582f44106,89608b56867ffff
POI_IND_9999_0x3be7c70006022b05:0xced81791650098cc,89608b56a87ffff
POI_IND_9999_0x3be7b7230212c03d:0xc035e54c26667e2a,89608b446b7ffff
POI_IND_9999_0x3be7c92dd3fb1915:0x5bf202a9900faa42,89608b0b3d3ffff
POI_IND_9999_0x3be7b6f11f1fd7e1:0xf655123da322651,89608b4630fffff
POI_IND_9999_0x3be7b7c0ff4de383:0x82a240ef4c090f9c,89608b444d3ffff
POI_IND_9999_0x3be7b7a9ecc62cf3:0x5b3a5fe482302097,89608b46043ffff
POI_IND_9999_0x3be7b640bf515f05:0xc9cd8fd5c80e87bd,89608b461bbffff
POI_IND_9999_0x3be7c9c776b3dfad:0x26abc6a51abf15e1,89608b0b0d3ffff
POI_IND_9999_0x3be7c99320e714c9:0xaeead52c950a90a,89608b0b65bffff
POI_IND_9999_0x3be7b12deb70e361:0x4ac49707093c0985,89608b4463bffff
POI_IND_9999_0x3be7b12db869711b:0xe92959f0d354879f,89608b4463bffff
POI_IND_9999_0x3be7c7be0cd78edf:0xcabbb12749613b63,89608b541c3ffff
POI_IND_9999_0x3be7c7a93e93d017:0x42c4c4d688c36dbe,89608b56d43ffff
POI_IND_9999_0x3be7c914959faa07:0xfc8692373c801a9b,89608b0b177ffff
POI_IND_9999_0x3be7c9f34da49d31:0x20c147f8b3caba19,89608b0b163ffff
POI_IND_9999_0x3be7b7313ad6e75f:0xd6e59785ffb75257,89608b4442fffff
POI_IND_9999_0x3be7b92ccc2fb263:0x7c2fbb1e22dc49c8,89608b425bbffff
POI_IND_9999_0x3be7c158b260a37f:0x36d13b261c284db7,89608bcdd5bffff
POI_IND_9999_0x3be7c144497c0001:0x321e7981d902856e,89608bcdd2bffff
POI_IND_9999_0x3be7c34f66ca1c51:0xc0be2527b9a6fb85,89608bccc4bffff
POI_IND_9999_0x3be793815d403303:0x39921daa4794c626,89608bc924fffff
POI_IND_9999_0x3be79560c6caf507:0x8fe214c83b2ba3cb,89608a24b3bffff
POI_IND_9999_0x3be7933eb62b17f7:0x86e36876bea1e89f,89608bc924fffff
POI_IND_9999_0x3be7b938ef540a91:0x33ac08d2621afb6f,89608b5524bffff
POI_IND_9999_0x3be7c14e64c4d731:0x8cc91650541ee54,89608bcd933ffff
POI_IND_9999_0x3be7930aa0c80831:0x9a6ba9ec79dd37c,89608a26bcbffff
POI_IND_9999_0x3be79514774c3f83:0x35b668b3c198353e,89608b5227bffff
POI_IND_9999_0x3be7ce6e29e2c8cf:0x52460738657ee923,89608b0163bffff
POI_IND_9999_0x3be7ced1b9af0735:0x20a816185865d124,89608b0a677ffff
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,89608b0a597ffff
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,89608b0a4abffff
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,89608b0a473ffff
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,89608b0144fffff
POI_IND_9999_0x3be7a987fefe5b89:0x7d6db2e5ca80bd66,8942db48877ffff
POI_IND_9999_0x3be7afc7a48b3b0d:0xa4fd4044ed7b642e,89608b4dd93ffff
POI_IND_9999_0x3be71cc297535fb5:0xd94ee337fd90f816,8942db552a3ffff
POI_IND_9999_0x3be7a97fab9c9c35:0xffc3ce94996d288e,8942db48b2bffff
POI_IND_9999_0x3be7af02ef69b0e9:0x701cf2fd4630a92c,89608b4e16fffff
POI_IND_9999_0x3be71dee99d27b35:0x9c8bfd040a46009a,8942db5504fffff
POI_IND_9999_0x3be7abe77b8a1765:0xf9178f6fc794a38b,8942db48aa3ffff
POI_IND_9999_0x3be7e9ed641a5ae9:0x175721d951d8d45e,89608bce6bbffff
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,89608b42233ffff
POI_IND_9999_0x3be7b1cf27e216a3:0xbe3807ba689ca46,89608b4561bffff
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,89608bcc157ffff
POI_IND_9999_0x3be7b10053817533:0xa11ea6b87462db56,89608b4e517ffff
POI_IND_9999_0x3be7bf94cd7c7e63:0xaadbf42c50056519,89608b50cb7ffff
POI_IND_9999_0x3be797cce37bf3ad:0xc4b1d15e5b4bc955,89608a24b2bffff
POI_IND_9999_0x3be7b19114df8227:0xed3a29eec28429c6,89608b4526fffff
POI_IND_9999_0x3be7c716973da153:0x115991f8e02663ee,89608bcc28bffff
POI_IND_9999_0x3be7aeb92a446ddd:0xe63b669dafb500f1,89608b4dd8fffff
POI_IND_9999_0x3be7c3346017c777:0x8f209f243e1c8308,89608bced7bffff
POI_IND_9999_0x3be7b800f4feb829:0xc22a08b554d81cb,89608b54e7bffff
POI_IND_9999_0x3be7b70016471473:0xe3d23b1d59ec1cda,89608b47113ffff
POI_IND_9999_0x3be7b7ece11f3c29:0xfbd8d63b39ddab67,89608b559a7ffff
POI_IND_9999_0x3be7b7539b399075:0x64b1657c660e833a,89608b446a7ffff
POI_IND_9999_0x3be7c93fb762ad13:0x7e19d16ae6c7e4a2,89608b0b133ffff
POI_IND_9999_0x3be7c96bd55a633b:0xf73ef8a1cc8ac523,89608b086c7ffff
POI_IND_9999_0x3be7b729e6a56f4f:0x8b81c35f45de1c01,89608b463c7ffff
POI_IND_9999_0x3be7b64c2ea3d18b:0xedbc64de46889c9b,89608b461dbffff
POI_IND_9999_0x3be7b72986acc051:0x4588fac006f0a606,89608b46587ffff
POI_IND_9999_0x3be7b7c5fc0379d3:0x7c654e195dc237fb,89608b446abffff
POI_IND_9999_0x3be7e835137064df:0xa5774f9131b955dc,89608bcf557ffff
POI_IND_9999_0x3be7c3cefb965817:0x1aac8e9391f32f15,89608bcc0cfffff
POI_IND_9999_0x3be7e96d242075dd:0x1159656a4c00c500,89608bc1b6fffff
POI_IND_9999_0x3be8712abb147ecb:0x1e75386c7ed9dd7f,89608b81933ffff
POI_IND_9999_0x3be7e997f49abc63:0xf42255be131f7ce5,89608bcf113ffff
POI_IND_9999_0x3be7b798ec2c6e9b:0xe38ca63b82f8756e,89608b0927bffff
POI_IND_9999_0x3be7c9a7ceef56f1:0x82a734fd0c9f23e7,89608b0920fffff
POI_IND_9999_0x3be7c94117bf64eb:0xd76ce408db435ea6,89608b0b177ffff
