poicode,estimated_visit
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,173
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,205
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,270
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,496
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,166
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,72
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,238
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,257
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,272
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,186
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,225
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,283
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,354
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,268
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,115
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,490
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,154
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,352
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,268
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,56
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,2
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,101
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,4
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,155
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,1
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,103
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,302
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,100
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,390
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,100
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,101
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,2
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,102
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,102
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,299
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,200
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,102
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,160
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,2
POI_IND_9999_0x3be7957978a85f3d:0x4b23b87f78edac93,170
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,85
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,203
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,101
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,200
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,319
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,40
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,100
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,3
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,31
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,187
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,116
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,220
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,2
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,31
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,204
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,102
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,218
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,436
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,125
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,103
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,102
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,100
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,202
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,99
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,12
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,112
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,148
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,3
POI_IND_9999_0x3be7b94359f308bd:0xd29f0507446acbaa,100
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,579
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,369
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,401
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,195
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,145
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,526
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,208
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,82
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,169
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,407
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,229
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,200
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,386
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,477
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,441
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,274
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,46
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,300
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,312
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,14
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,101
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,200
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,379
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,65
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,459
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,272
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,489
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,245
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,201
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,197
POI_IND_9999_0x3be7bed2ba155545:0x23d8ecbd59af069,100
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,213
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,198
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,704
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,291
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,270
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,116
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,231
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,628
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,389
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,132
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,319
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,501
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,280
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,110
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,66
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,289
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,370
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,72
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,113
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,456
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,144
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,214
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,133
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,358
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,253
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,214
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,298
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,193
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,629
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,263
POI_IND_9999_0x3be7967fb19d7b39:0xc054f62114296adf,189
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,9
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,8
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,9
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,9
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,81
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,16
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,8
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,153
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,8
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,9
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,3
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,1
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,102
POI_IND_9999_0x3be797b236afaafb:0x7d4e5b732479fe5f,91
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,57
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,180
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,69
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,76
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,29
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,40
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,1
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,35
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,17
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,79
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,1
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,57
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,60
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,21
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,100
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,208
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,67
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,2
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,52
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,123
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,11
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,12
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,8
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,23
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,15
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,401
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,101
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,129
POI_IND_9999_0x3be7c143888433f5:0x6b79feef09cc9e38,28
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,182
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,82
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,125
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,5
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,271
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,155
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,171
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,302
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,27
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,177
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,20
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,130
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,456
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,104
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,166
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,359
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,545
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,326
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,306
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,298
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,279
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,403
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,1
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,197
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,329
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,400
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,99
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,143
POI_IND_9999_0x3be7b0f30d1b7e41:0xf14a0d8599bb44dc,483
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,31
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,14
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,100
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,179
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,47
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,28
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,99
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,77
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,27
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,28
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,27
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,41
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,43
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,128
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,64
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,44
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,227
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,53
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,29
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,1
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,86
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,102
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,39
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,15
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,44
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,30
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,139
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,14
POI_IND_9999_0x3be7c146fe7c86f1:0x12f3a92025d188e,24
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,100
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,21
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,221
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,19
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,32
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,116
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,111
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,158
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,113
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,1
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,12
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,100
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,110
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,21
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,11
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,49
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,101
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,11
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,102
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,208
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,20
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,12
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,177
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,101
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,15
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,28
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,111
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,1
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,100
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,123
POI_IND_9999_0x3be7c169ee010071:0x77eca38eceb0d6f5,2
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,659
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,650
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,239
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,467
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,851
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,287
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,671
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,595
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,96
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,548
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,364
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,384
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,507
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,55
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,530
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,402
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,439
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,534
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,236
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,300
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,171
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,187
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,698
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,151
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,394
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,166
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,452
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,817
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,527
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,199
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,295
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,874
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,873
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,1016
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,592
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,681
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,621
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,891
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,796
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,479
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,396
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,876
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,752
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,596
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,766
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,958
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,774
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,597
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,827
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,1382
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,774
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,1445
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,478
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,1070
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,694
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,1074
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,492
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,875
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,498
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,1190
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,577
POI_IND_9999_0x3be7b02f1494195d:0xc8521194c8e6dc9b,889
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,100
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,27
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,3
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,2
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,2
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,117
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,72
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,2
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,100
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,65
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,16
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,2
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7c0e8946c6cb7:0xee236edeba5ff88e,1
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,411
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,683
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,538
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,1314
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,54
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,421
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,171
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,293
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,211
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,111
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,66
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,190
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,86
POI_IND_9999_0x3be7bd7769905965:0x52b5fca4317ee0dd,583
