h3index,district_code,wbi
89608b4614bffff,IN.MH.MU,70.21381591
89608b4710bffff,IN.MH.MU,66.94958873
89608b47373ffff,IN.MH.MU,71.60634563
89608b475b3ffff,IN.MH.MU,52.37613994
89608b540bbffff,IN.MH.MU,63.47893179
89608b54b83ffff,IN.MH.MU,68.87646329
89608b54c0fffff,IN.MH.MU,69.60082612
89608b55577ffff,IN.MH.MU,53.80230124
89608b5598bffff,IN.MH.MU,53.22568015
89608b08697ffff,IN.MH.MU,65.85398119
89608b46253ffff,IN.MH.MU,63.39816973
89608b4626bffff,IN.MH.MU,69.05724904
89608b46a73ffff,IN.MH.MU,44.68138172
89608b46c97ffff,IN.MH.MU,68.54534138
89608b55123ffff,IN.MH.MU,69.46899755
89608b55c4bffff,IN.MH.MU,65.05925037
89608b19223ffff,IN.MH.MU,55.16217349
89608b192abffff,IN.MH.MU,53.65425909
89608b1934bffff,IN.MH.MU,63.11018853
89608b46467ffff,IN.MH.MU,59.56663646
89608b47113ffff,IN.MH.MU,66.43678755
89608b0b40fffff,IN.MH.MU,65.91079159
89608b19273ffff,IN.MH.MU,54.57382561
89608b19a67ffff,IN.MH.MU,56.80228267
89608b44477ffff,IN.MH.MU,71.96864469
89608b44543ffff,IN.MH.MU,71.47422734
89608b44577ffff,IN.MH.MU,66.37277712
89608b46d17ffff,IN.MH.MU,57.7968252
89608b54153ffff,IN.MH.MU,71.12743653
89608b55c47ffff,IN.MH.MU,61.21613739
89608b56923ffff,IN.MH.MU,79.69630974
89608b569c3ffff,IN.MH.MU,76.47644609
89608b56babffff,IN.MH.MU,70.40042941
89608b56d57ffff,IN.MH.MU,69.25021695
89608b08657ffff,IN.MH.MU,59.2018902
89608b094c7ffff,IN.MH.MU,69.19033886
89608b0a527ffff,IN.MH.MU,63.15974559
89608b0b173ffff,IN.MH.MU,77.9077888
89608b44407ffff,IN.MH.MU,68.95755562
89608b44417ffff,IN.MH.MU,67.94088933
89608b44c0bffff,IN.MH.MU,43.80368924
89608b46257ffff,IN.MH.MU,66.32872996
89608b46a43ffff,IN.MH.MU,54.60617813
89608b54c43ffff,IN.MH.MU,68.82755506
89608b56aa7ffff,IN.MH.MU,75.31478329
89608b0b29bffff,IN.MH.MU,65.5992729
89608b19c6bffff,IN.MH.MU,43.18295512
89608b44113ffff,IN.MH.MU,53.28366221
89608b441dbffff,IN.MH.MU,62.64675866
89608b44443ffff,IN.MH.MU,70.93427153
89608b465c7ffff,IN.MH.MU,74.72466527
89608b466abffff,IN.MH.MU,67.42103633
89608b5412fffff,IN.MH.MU,69.39162739
89608b54353ffff,IN.MH.MU,69.25447594
89608b5485bffff,IN.MH.MU,67.88267694
89608b54ac3ffff,IN.MH.MU,55.59337051
89608b54b1bffff,IN.MH.MU,66.21966427
89608b550a7ffff,IN.MH.MU,59.10100457
89608b56aabffff,IN.MH.MU,73.92171217
89608b56aafffff,IN.MH.MU,76.41771437
89608b56cafffff,IN.MH.MU,68.84497946
89608b446dbffff,IN.MH.MU,74.32077383
89608b450c7ffff,IN.MH.MU,49.68511336
89608b4607bffff,IN.MH.MU,69.33763622
89608b54833ffff,IN.MH.MU,75.4376274
89608b54957ffff,IN.MH.MU,74.42538515
89608b54a4bffff,IN.MH.MU,56.69123999
89608b54aa7ffff,IN.MH.MU,65.5214317
89608b55c83ffff,IN.MH.MU,70.22943546
89608b09697ffff,IN.MH.MU,73.6206835
89608b0b06bffff,IN.MH.MU,72.26016562
89608b0b26bffff,IN.MH.MU,67.99224273
89608b445bbffff,IN.MH.MU,64.11457595
89608b455c3ffff,IN.MH.MU,72.84537757
89608b46247ffff,IN.MH.MU,67.9100289
89608b46dcfffff,IN.MH.MU,60.28881149
89608b47193ffff,IN.MH.MU,63.43965845
89608b54943ffff,IN.MH.MU,75.70152001
89608b54c6bffff,IN.MH.MU,71.83873932
89608b55db3ffff,IN.MH.MU,54.04852362
89608b56897ffff,IN.MH.MU,71.24521734
89608b56d03ffff,IN.MH.MU,68.87824058
89608b0901bffff,IN.MH.MU,70.46614785
89608b0b037ffff,IN.MH.MU,75.93232167
89608b0b1a3ffff,IN.MH.MU,73.61140373
89608b0b6afffff,IN.MH.MU,73.59547707
89608b442dbffff,IN.MH.MU,67.46798534
89608b455cbffff,IN.MH.MU,69.57346634
89608b46007ffff,IN.MH.MU,74.99359464
89608b46d03ffff,IN.MH.MU,58.51371236
89608b54343ffff,IN.MH.MU,67.77797276
89608b54b87ffff,IN.MH.MU,69.55175439
89608b0907bffff,IN.MH.MU,70.64026863
89608b0926fffff,IN.MH.MU,74.19694154
89608b0b143ffff,IN.MH.MU,80.31042578
89608b0b663ffff,IN.MH.MU,67.02011508
89608b4462fffff,IN.MH.MU,61.28386471
89608b44633ffff,IN.MH.MU,63.00626396
89608b4686bffff,IN.MH.MU,49.58153937
89608b471dbffff,IN.MH.MU,65.6767213
89608b54247ffff,IN.MH.MU,65.00849086
89608b54863ffff,IN.MH.MU,66.49304757
89608b5488fffff,IN.MH.MU,72.64822287
89608b548a7ffff,IN.MH.MU,77.04555159
89608b54cabffff,IN.MH.MU,71.14505647
89608b54e9bffff,IN.MH.MU,72.24600838
89608b55cabffff,IN.MH.MU,60.65464759
89608b55e13ffff,IN.MH.MU,59.81744483
89608b56c63ffff,IN.MH.MU,65.42998963
89608b093cfffff,IN.MH.MU,64.70637434
89608b096b3ffff,IN.MH.MU,72.98937425
89608b0b407ffff,IN.MH.MU,61.98680151
89608b1927bffff,IN.MH.MU,53.74775948
89608b19343ffff,IN.MH.MU,57.42682121
89608b454a7ffff,IN.MH.MU,71.67287216
89608b46203ffff,IN.MH.MU,68.3173383
89608b4623bffff,IN.MH.MU,71.17368404
89608b4626fffff,IN.MH.MU,67.03169975
89608b465d3ffff,IN.MH.MU,69.59589778
89608b46647ffff,IN.MH.MU,58.63328013
89608b46cafffff,IN.MH.MU,63.86337436
89608b54853ffff,IN.MH.MU,70.54785011
89608b5514bffff,IN.MH.MU,73.23937012
89608b55ebbffff,IN.MH.MU,61.30185012
89608b56847ffff,IN.MH.MU,67.2279303
89608b568cbffff,IN.MH.MU,54.78283868
89608b0940fffff,IN.MH.MU,70.86525291
89608b09433ffff,IN.MH.MU,68.82420287
89608b0b0c3ffff,IN.MH.MU,71.82743107
89608b0b68bffff,IN.MH.MU,79.93320497
89608b19843ffff,IN.MH.MU,52.6105652
89608b45087ffff,IN.MH.MU,62.3614156
89608b455a7ffff,IN.MH.MU,68.24155704
89608b460afffff,IN.MH.MU,75.83816869
89608b466d7ffff,IN.MH.MU,59.9579685
89608b470afffff,IN.MH.MU,61.82858094
89608b473b3ffff,IN.MH.MU,70.27973223
89608b541b3ffff,IN.MH.MU,69.8409339
89608b54577ffff,IN.MH.MU,56.51214177
89608b5484bffff,IN.MH.MU,64.61820555
89608b54db3ffff,IN.MH.MU,65.78967076
89608b55153ffff,IN.MH.MU,72.79930902
89608b55eb3ffff,IN.MH.MU,62.63052767
89608b56907ffff,IN.MH.MU,76.95520038
89608b5692fffff,IN.MH.MU,81.94252456
89608b56da3ffff,IN.MH.MU,59.61494019
89608b56dafffff,IN.MH.MU,62.40244222
89608b090b3ffff,IN.MH.MU,65.04054357
89608b0b283ffff,IN.MH.MU,68.45104681
89608b0b32bffff,IN.MH.MU,71.04141456
89608b0b463ffff,IN.MH.MU,67.65439999
89608b0b617ffff,IN.MH.MU,77.6213622
89608b19c9bffff,IN.MH.MU,34.27180622
89608b19e4bffff,IN.MH.MU,56.01159247
89608b44203ffff,IN.MH.MU,57.24784404
89608b44523ffff,IN.MH.MU,60.95181213
89608b445cbffff,IN.MH.MU,70.99345487
89608b45457ffff,IN.MH.MU,52.23793157
89608b45487ffff,IN.MH.MU,59.40565947
89608b4550bffff,IN.MH.MU,69.34105498
89608b46a0bffff,IN.MH.MU,47.10729485
89608b46d07ffff,IN.MH.MU,59.54756053
89608b473bbffff,IN.MH.MU,69.76816956
89608b54cb3ffff,IN.MH.MU,71.47302204
89608b54cb7ffff,IN.MH.MU,72.35446788
89608b550abffff,IN.MH.MU,62.80101241
89608b568cfffff,IN.MH.MU,58.51670925
89608b09277ffff,IN.MH.MU,77.94988738
89608b0b00fffff,IN.MH.MU,72.30305548
89608b4550fffff,IN.MH.MU,67.28847696
89608b4556fffff,IN.MH.MU,58.50970495
89608b461d3ffff,IN.MH.MU,75.62349879
89608b4702fffff,IN.MH.MU,61.10105758
89608b4730bffff,IN.MH.MU,68.90529755
89608b54a87ffff,IN.MH.MU,60.46913427
89608b54c97ffff,IN.MH.MU,70.29633606
89608b55c9bffff,IN.MH.MU,71.43847244
89608b08643ffff,IN.MH.MU,56.50260414
89608b19317ffff,IN.MH.MU,48.27292338
89608b19aafffff,IN.MH.MU,53.03623103
89608b19e77ffff,IN.MH.MU,59.38785239
89608b4603bffff,IN.MH.MU,75.1986391
89608b4650bffff,IN.MH.MU,71.21689546
89608b473a7ffff,IN.MH.MU,72.73522488
89608b543cfffff,IN.MH.MU,66.87094906
89608b54c7bffff,IN.MH.MU,70.8490273
89608b54db7ffff,IN.MH.MU,63.72025377
89608b551bbffff,IN.MH.MU,67.06744167
89608b55cc3ffff,IN.MH.MU,70.65776417
89608b56a73ffff,IN.MH.MU,72.11770342
89608b086cfffff,IN.MH.MU,65.36869137
89608b09633ffff,IN.MH.MU,72.80753972
89608b0968bffff,IN.MH.MU,77.92428383
89608b0b1a7ffff,IN.MH.MU,69.53508632
89608b0b48bffff,IN.MH.MU,60.99955092
89608b46217ffff,IN.MH.MU,70.37910299
89608b462a3ffff,IN.MH.MU,71.26154544
89608b4752fffff,IN.MH.MU,61.97591049
89608b4757bffff,IN.MH.MU,57.1421555
89608b54313ffff,IN.MH.MU,68.51234378
89608b549afffff,IN.MH.MU,67.55154015
89608b549c7ffff,IN.MH.MU,73.33923558
89608b54e87ffff,IN.MH.MU,70.20795987
89608b569b3ffff,IN.MH.MU,73.3710015
89608b56d7bffff,IN.MH.MU,70.50485901
89608b09447ffff,IN.MH.MU,70.99973401
89608b44007ffff,IN.MH.MU,68.15735786
89608b44683ffff,IN.MH.MU,70.2620347
89608b4542fffff,IN.MH.MU,67.23025956
89608b466afffff,IN.MH.MU,65.32428941
89608b469dbffff,IN.MH.MU,47.30782104
89608b473b7ffff,IN.MH.MU,69.4523353
89608b543bbffff,IN.MH.MU,68.56721151
89608b543cbffff,IN.MH.MU,67.1952544
89608b54d8bffff,IN.MH.MU,71.24263704
89608b56a7bffff,IN.MH.MU,71.82612306
89608b0959bffff,IN.MH.MU,67.0613875
89608b0b44fffff,IN.MH.MU,73.07967281
89608b19ad3ffff,IN.MH.MU,64.46262071
89608b44193ffff,IN.MH.MU,62.7726545
89608b442b3ffff,IN.MH.MU,60.33335445
89608b442d7ffff,IN.MH.MU,63.17870845
89608b46413ffff,IN.MH.MU,51.64362392
89608b4649bffff,IN.MH.MU,53.12760143
89608b4656fffff,IN.MH.MU,74.39357166
89608b5550bffff,IN.MH.MU,48.1605957
89608b55cbbffff,IN.MH.MU,65.26301885
89608b56807ffff,IN.MH.MU,67.64006219
89608b56a63ffff,IN.MH.MU,71.19507693
89608b09077ffff,IN.MH.MU,65.49063586
89608b093c7ffff,IN.MH.MU,58.62209225
89608b0966fffff,IN.MH.MU,75.1962862
89608b44083ffff,IN.MH.MU,69.26000875
89608b4446bffff,IN.MH.MU,66.76996838
89608b455b3ffff,IN.MH.MU,71.47288427
89608b455d3ffff,IN.MH.MU,72.34441469
89608b5438bffff,IN.MH.MU,67.19551225
89608b54b73ffff,IN.MH.MU,71.08438316
89608b55c13ffff,IN.MH.MU,68.50661673
89608b0a297ffff,IN.MH.MU,70.7338699
89608b19e6fffff,IN.MH.MU,64.60972114
89608b4543bffff,IN.MH.MU,67.59789077
89608b46543ffff,IN.MH.MU,67.40323817
89608b46553ffff,IN.MH.MU,66.63789785
89608b46adbffff,IN.MH.MU,57.31696894
89608b46b9bffff,IN.MH.MU,49.88281614
89608b471a3ffff,IN.MH.MU,69.75924479
89608b54c27ffff,IN.MH.MU,76.06148494
89608b55cd3ffff,IN.MH.MU,71.19901244
89608b5686fffff,IN.MH.MU,74.71817126
89608b5698bffff,IN.MH.MU,74.75477001
89608b56cd3ffff,IN.MH.MU,59.64451677
89608b086c3ffff,IN.MH.MU,72.52101301
89608b09283ffff,IN.MH.MU,73.30252607
89608b0b127ffff,IN.MH.MU,68.16267873
89608b19a53ffff,IN.MH.MU,70.17604321
89608b46273ffff,IN.MH.MU,69.11841493
89608b46da3ffff,IN.MH.MU,50.16722618
89608b4737bffff,IN.MH.MU,69.32371104
89608b5539bffff,IN.MH.MU,64.86588833
89608b086cbffff,IN.MH.MU,69.32501508
89608b09347ffff,IN.MH.MU,64.55889215
89608b0b063ffff,IN.MH.MU,71.82058533
89608b0b6a7ffff,IN.MH.MU,71.41779302
89608b0b6dbffff,IN.MH.MU,74.61595337
89608b4400bffff,IN.MH.MU,64.67798576
89608b44063ffff,IN.MH.MU,59.02929235
89608b442cbffff,IN.MH.MU,61.42235966
89608b46097ffff,IN.MH.MU,68.48481022
89608b46193ffff,IN.MH.MU,73.53381065
89608b4632bffff,IN.MH.MU,68.41190947
89608b46a53ffff,IN.MH.MU,54.28387825
89608b548abffff,IN.MH.MU,75.52016163
89608b54d9bffff,IN.MH.MU,72.81347713
89608b54e37ffff,IN.MH.MU,68.95005873
89608b55c03ffff,IN.MH.MU,63.2338195
89608b56c87ffff,IN.MH.MU,68.60928909
89608b56d2fffff,IN.MH.MU,69.81842366
89608b0869bffff,IN.MH.MU,68.18611306
89608b19a5bffff,IN.MH.MU,70.5235571
89608b471d7ffff,IN.MH.MU,63.55447492
89608b47343ffff,IN.MH.MU,61.38267867
89608b5437bffff,IN.MH.MU,61.84937041
89608b54b6fffff,IN.MH.MU,74.24022555
89608b54b8bffff,IN.MH.MU,65.81502611
89608b56d53ffff,IN.MH.MU,69.18832344
89608b56db7ffff,IN.MH.MU,59.41971311
89608b09003ffff,IN.MH.MU,65.90038017
89608b09407ffff,IN.MH.MU,69.98876402
89608b095d7ffff,IN.MH.MU,65.33062599
89608b0b0b7ffff,IN.MH.MU,71.11863561
89608b19207ffff,IN.MH.MU,54.86177816
89608b19263ffff,IN.MH.MU,59.6877023
89608b44ccfffff,IN.MH.MU,47.64897415
89608b462d3ffff,IN.MH.MU,59.52776756
89608b466bbffff,IN.MH.MU,67.30923668
89608b46aafffff,IN.MH.MU,45.86267586
89608b47363ffff,IN.MH.MU,73.03573101
89608b568b3ffff,IN.MH.MU,70.02858752
89608b56d43ffff,IN.MH.MU,71.70924998
89608b19c8bffff,IN.MH.MU,35.93586092
89608b4414bffff,IN.MH.MU,54.44555512
89608b44397ffff,IN.MH.MU,57.02889319
89608b4450bffff,IN.MH.MU,71.84266447
89608b463a3ffff,IN.MH.MU,69.6860467
89608b5495bffff,IN.MH.MU,73.10918289
89608b5514fffff,IN.MH.MU,72.97988673
89608b5694fffff,IN.MH.MU,71.00767132
89608b08693ffff,IN.MH.MU,69.05907514
89608b094bbffff,IN.MH.MU,72.78774561
89608b0961bffff,IN.MH.MU,76.77442128
89608b0b053ffff,IN.MH.MU,70.91230381
89608b0b39bffff,IN.MH.MU,76.06525784
89608b0b3afffff,IN.MH.MU,74.95082978
89608b440a3ffff,IN.MH.MU,68.20003631
89608b46677ffff,IN.MH.MU,65.79808308
89608b471abffff,IN.MH.MU,66.96509117
89608b47507ffff,IN.MH.MU,57.41587592
89608b54013ffff,IN.MH.MU,57.94903554
89608b54a7bffff,IN.MH.MU,56.59312532
89608b54bbbffff,IN.MH.MU,70.95754059
89608b55197ffff,IN.MH.MU,59.59544732
89608b56b1bffff,IN.MH.MU,74.3111989
89608b0964bffff,IN.MH.MU,75.51847027
89608b1934fffff,IN.MH.MU,61.18468815
89608b19863ffff,IN.MH.MU,53.02614205
89608b4686fffff,IN.MH.MU,48.73464459
89608b47323ffff,IN.MH.MU,76.51584861
89608b54b2fffff,IN.MH.MU,74.57152744
89608b54b57ffff,IN.MH.MU,65.43616861
89608b54d37ffff,IN.MH.MU,60.41754299
89608b093d7ffff,IN.MH.MU,62.14409642
89608b0962bffff,IN.MH.MU,71.42406277
89608b441bbffff,IN.MH.MU,53.44194831
89608b45473ffff,IN.MH.MU,60.82172464
89608b4628fffff,IN.MH.MU,69.32820146
89608b4660fffff,IN.MH.MU,66.63144488
89608b4661bffff,IN.MH.MU,64.97832842
89608b466cfffff,IN.MH.MU,59.75153295
89608b46d47ffff,IN.MH.MU,58.40307452
89608b54c23ffff,IN.MH.MU,73.27216864
89608b5518fffff,IN.MH.MU,62.89779201
89608b55903ffff,IN.MH.MU,54.99085298
89608b55ca3ffff,IN.MH.MU,61.29148801
89608b568b7ffff,IN.MH.MU,70.04297163
89608b56b4fffff,IN.MH.MU,71.25241048
89608b0909bffff,IN.MH.MU,73.44465568
89608b0921bffff,IN.MH.MU,76.55856943
89608b096c7ffff,IN.MH.MU,77.12453604
89608b0b067ffff,IN.MH.MU,73.63630811
89608b0b1afffff,IN.MH.MU,75.04346267
89608b19347ffff,IN.MH.MU,58.86685273
89608b441b3ffff,IN.MH.MU,54.59174622
89608b44c0fffff,IN.MH.MU,41.93405194
89608b54c93ffff,IN.MH.MU,69.81776205
89608b5684fffff,IN.MH.MU,68.29245573
89608b56a6fffff,IN.MH.MU,69.09201489
89608b0b237ffff,IN.MH.MU,69.97089438
89608b0b443ffff,IN.MH.MU,73.08253708
89608b4419bffff,IN.MH.MU,61.13653613
89608b444c3ffff,IN.MH.MU,69.62559394
89608b454b3ffff,IN.MH.MU,62.58716244
89608b46087ffff,IN.MH.MU,69.67818908
89608b4652fffff,IN.MH.MU,74.04556568
89608b46cb3ffff,IN.MH.MU,65.42480518
89608b47523ffff,IN.MH.MU,61.5967178
89608b569bbffff,IN.MH.MU,76.98677352
89608b095cbffff,IN.MH.MU,64.9087557
89608b09603ffff,IN.MH.MU,76.94933608
89608b0b6d7ffff,IN.MH.MU,78.78397147
89608b19857ffff,IN.MH.MU,48.66833054
89608b19a63ffff,IN.MH.MU,60.3234712
89608b44453ffff,IN.MH.MU,74.29048012
89608b44547ffff,IN.MH.MU,71.13631339
89608b44593ffff,IN.MH.MU,65.11687157
89608b4541bffff,IN.MH.MU,56.54549772
89608b4553bffff,IN.MH.MU,67.33127052
89608b461b3ffff,IN.MH.MU,73.58031269
89608b46d77ffff,IN.MH.MU,55.76594679
89608b54aabffff,IN.MH.MU,58.53078954
89608b5590fffff,IN.MH.MU,55.12528808
89608b55c93ffff,IN.MH.MU,70.44445392
89608b56803ffff,IN.MH.MU,63.7786271
89608b5683bffff,IN.MH.MU,70.98418882
89608b56857ffff,IN.MH.MU,61.14912226
89608b19c0bffff,IN.MH.MU,40.7813647
89608b19ccfffff,IN.MH.MU,38.83212571
89608b19e4fffff,IN.MH.MU,57.3522961
89608b4402bffff,IN.MH.MU,64.50635838
89608b4408fffff,IN.MH.MU,68.25453282
89608b44097ffff,IN.MH.MU,70.29772011
89608b4652bffff,IN.MH.MU,74.74432795
89608b54077ffff,IN.MH.MU,65.90655463
89608b54523ffff,IN.MH.MU,57.52510926
89608b54947ffff,IN.MH.MU,74.35166362
89608b54b0bffff,IN.MH.MU,67.78851695
89608b54d67ffff,IN.MH.MU,70.06229474
89608b5685bffff,IN.MH.MU,60.981664
89608b56b4bffff,IN.MH.MU,70.81774522
89608b092bbffff,IN.MH.MU,73.88943709
89608b092dbffff,IN.MH.MU,78.30689314
89608b19c67ffff,IN.MH.MU,39.00248663
89608b4448fffff,IN.MH.MU,68.49797176
89608b45547ffff,IN.MH.MU,66.04707923
89608b4640fffff,IN.MH.MU,53.06343531
89608b4736bffff,IN.MH.MU,71.85512352
89608b55133ffff,IN.MH.MU,71.75883905
89608b551a3ffff,IN.MH.MU,68.23442669
89608b19c83ffff,IN.MH.MU,34.71537096
89608b4555bffff,IN.MH.MU,66.67864618
89608b464d3ffff,IN.MH.MU,58.47985047
89608b549cbffff,IN.MH.MU,74.6387641
89608b54ba3ffff,IN.MH.MU,71.35625732
89608b54c1bffff,IN.MH.MU,67.66764026
89608b54ed7ffff,IN.MH.MU,72.16500399
89608b55383ffff,IN.MH.MU,69.07729764
89608b5538bffff,IN.MH.MU,73.54806609
89608b56b47ffff,IN.MH.MU,71.91747966
89608b086c7ffff,IN.MH.MU,66.72249042
89608b086dbffff,IN.MH.MU,74.25050244
89608b0b373ffff,IN.MH.MU,73.35283665
89608b0b47bffff,IN.MH.MU,69.39937549
89608b19a97ffff,IN.MH.MU,58.03960756
89608b4456fffff,IN.MH.MU,62.99684698
89608b445dbffff,IN.MH.MU,73.13330726
89608b543a3ffff,IN.MH.MU,67.94795933
89608b54b47ffff,IN.MH.MU,66.80227805
89608b54b6bffff,IN.MH.MU,68.53542739
89608b569afffff,IN.MH.MU,77.70679926
89608b56b77ffff,IN.MH.MU,72.18912298
89608b09223ffff,IN.MH.MU,73.78869237
89608b442b7ffff,IN.MH.MU,58.18289517
89608b4519bffff,IN.MH.MU,54.47725765
89608b462afffff,IN.MH.MU,71.40293378
89608b4634bffff,IN.MH.MU,74.67663519
89608b46533ffff,IN.MH.MU,76.15665401
89608b5414fffff,IN.MH.MU,69.28874184
89608b54187ffff,IN.MH.MU,65.41345478
89608b5457bffff,IN.MH.MU,56.7146959
89608b54b0fffff,IN.MH.MU,70.88663637
89608b55007ffff,IN.MH.MU,63.11800777
89608b55557ffff,IN.MH.MU,43.86703761
89608b56877ffff,IN.MH.MU,70.83014012
89608b56d63ffff,IN.MH.MU,72.4285968
89608b0920fffff,IN.MH.MU,76.16304721
89608b0b613ffff,IN.MH.MU,80.07663359
89608b1987bffff,IN.MH.MU,57.18457319
89608b19c33ffff,IN.MH.MU,36.85345742
89608b44693ffff,IN.MH.MU,69.93000311
89608b4630fffff,IN.MH.MU,74.4042607
89608b4633bffff,IN.MH.MU,71.57524467
89608b46373ffff,IN.MH.MU,76.32589295
89608b46577ffff,IN.MH.MU,73.40423741
89608b46c87ffff,IN.MH.MU,64.74437616
89608b47353ffff,IN.MH.MU,56.82523925
89608b54a13ffff,IN.MH.MU,55.24090274
89608b092b3ffff,IN.MH.MU,72.5871602
89608b092d3ffff,IN.MH.MU,76.48541061
89608b09687ffff,IN.MH.MU,74.64418424
89608b193c3ffff,IN.MH.MU,50.07283518
89608b19847ffff,IN.MH.MU,52.11620158
89608b198d7ffff,IN.MH.MU,42.82348482
89608b460cfffff,IN.MH.MU,67.7739593
89608b464dbffff,IN.MH.MU,60.50991895
89608b5515bffff,IN.MH.MU,74.30487061
89608b55d97ffff,IN.MH.MU,54.80394861
89608b56563ffff,IN.MH.MU,35.63128894
89608b09253ffff,IN.MH.MU,76.29426525
89608b09273ffff,IN.MH.MU,76.40347652
89608b0b317ffff,IN.MH.MU,74.37064324
89608b0b57bffff,IN.MH.MU,67.75766124
89608b440cfffff,IN.MH.MU,64.57672305
89608b45083ffff,IN.MH.MU,61.0203596
89608b4604fffff,IN.MH.MU,70.27826432
89608b54123ffff,IN.MH.MU,67.81894602
89608b54183ffff,IN.MH.MU,63.00210184
89608b56b73ffff,IN.MH.MU,71.90227369
89608b56d87ffff,IN.MH.MU,59.04916047
89608b094b7ffff,IN.MH.MU,73.8253076
89608b0b213ffff,IN.MH.MU,61.17066056
89608b0b307ffff,IN.MH.MU,73.25296363
89608b1907bffff,IN.MH.MU,42.0554789
89608b19277ffff,IN.MH.MU,59.20221032
89608b46607ffff,IN.MH.MU,68.36285593
89608b46e73ffff,IN.MH.MU,55.09267255
89608b548c3ffff,IN.MH.MU,73.16928189
89608b54b77ffff,IN.MH.MU,72.76852999
89608b5593bffff,IN.MH.MU,56.79705647
89608b55c4fffff,IN.MH.MU,63.58250053
89608b5692bffff,IN.MH.MU,81.47825115
89608b56cb7ffff,IN.MH.MU,54.97972542
89608b09487ffff,IN.MH.MU,71.75393514
89608b0b10fffff,IN.MH.MU,75.97163211
89608b0b2abffff,IN.MH.MU,69.11998583
89608b0b2cfffff,IN.MH.MU,59.67839838
89608b0b403ffff,IN.MH.MU,59.99244739
89608b440d7ffff,IN.MH.MU,67.82960751
89608b45013ffff,IN.MH.MU,51.86383907
89608b46187ffff,IN.MH.MU,72.8546183
89608b461c3ffff,IN.MH.MU,75.91177756
89608b4695bffff,IN.MH.MU,49.41031886
89608b47347ffff,IN.MH.MU,66.72421167
89608b54007ffff,IN.MH.MU,68.29757621
89608b5687bffff,IN.MH.MU,71.06423497
89608b0b0c7ffff,IN.MH.MU,73.84207876
89608b1923bffff,IN.MH.MU,54.20050077
89608b44087ffff,IN.MH.MU,68.59544498
89608b44563ffff,IN.MH.MU,66.49637742
89608b46287ffff,IN.MH.MU,70.94359287
89608b46323ffff,IN.MH.MU,66.59194927
89608b46457ffff,IN.MH.MU,54.96653404
89608b5426fffff,IN.MH.MU,73.72019642
89608b54273ffff,IN.MH.MU,67.17384883
89608b5592bffff,IN.MH.MU,57.00970854
89608b56827ffff,IN.MH.MU,74.91212939
89608b56a17ffff,IN.MH.MU,73.43920952
89608b56e27ffff,IN.MH.MU,55.0488211
89608b0b08fffff,IN.MH.MU,70.2004837
89608b18a47ffff,IN.MH.MU,54.5527256
89608b19e83ffff,IN.MH.MU,48.31671649
89608b19eafffff,IN.MH.MU,50.45734174
89608b4662fffff,IN.MH.MU,69.1613643
89608b47317ffff,IN.MH.MU,69.79389252
89608b4756bffff,IN.MH.MU,61.41414165
89608b54237ffff,IN.MH.MU,67.80086118
89608b54bcfffff,IN.MH.MU,63.29457284
89608b54dcfffff,IN.MH.MU,73.84448918
89608b55c8bffff,IN.MH.MU,70.47278513
89608b56abbffff,IN.MH.MU,70.83278537
89608b56b2fffff,IN.MH.MU,72.94661684
89608b56cdbffff,IN.MH.MU,53.72026348
89608b56dd7ffff,IN.MH.MU,64.1415091
89608b0b083ffff,IN.MH.MU,67.38664444
89608b0b0dbffff,IN.MH.MU,71.5698145
89608b198cfffff,IN.MH.MU,47.15881671
89608b4447bffff,IN.MH.MU,67.45635599
89608b45427ffff,IN.MH.MU,69.16049601
89608b4641bffff,IN.MH.MU,52.40597396
89608b4647bffff,IN.MH.MU,58.61185419
89608b4710fffff,IN.MH.MU,65.70662784
89608b4714bffff,IN.MH.MU,68.36885292
89608b47337ffff,IN.MH.MU,75.38803107
89608b54327ffff,IN.MH.MU,59.19126154
89608b54eafffff,IN.MH.MU,68.35496376
89608b55ec7ffff,IN.MH.MU,64.64586537
89608b56c3bffff,IN.MH.MU,65.74579344
89608b56d77ffff,IN.MH.MU,71.29786489
89608b56d83ffff,IN.MH.MU,60.0750459
89608b086d3ffff,IN.MH.MU,74.11117361
89608b09293ffff,IN.MH.MU,71.75096046
89608b094cfffff,IN.MH.MU,68.83693248
89608b0b3bbffff,IN.MH.MU,78.03028068
89608b192bbffff,IN.MH.MU,53.78412318
89608b19a1bffff,IN.MH.MU,63.34735786
89608b19e33ffff,IN.MH.MU,51.90150283
89608b19e47ffff,IN.MH.MU,58.32994938
89608b44073ffff,IN.MH.MU,62.03646243
89608b4428fffff,IN.MH.MU,60.15643114
89608b46827ffff,IN.MH.MU,49.14913124
89608b47167ffff,IN.MH.MU,68.51033267
89608b54537ffff,IN.MH.MU,57.86791517
89608b54b63ffff,IN.MH.MU,73.19071553
89608b559afffff,IN.MH.MU,64.85308022
89608b56c2bffff,IN.MH.MU,67.37249624
89608b09557ffff,IN.MH.MU,67.38323709
89608b0a38bffff,IN.MH.MU,49.7953622
89608b0b027ffff,IN.MH.MU,77.74147303
89608b0b62bffff,IN.MH.MU,72.89186533
89608b1981bffff,IN.MH.MU,44.59965316
89608b44283ffff,IN.MH.MU,60.42393017
89608b44613ffff,IN.MH.MU,71.09213723
