poi_code,home_h9,state,district,district_code,city,village,house_price_wbi,poi_wbi,gwpca_wbi,local_weight_house,local_weight_poi,explained_variance,version,country
POI_IND_9999_0x3be7c9a60b4aee0b:0x65f1b7f8004f31c7,89608b096d3ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,72.19582020772482,43.63989156692473,0.6482154261521622,0.3517845738478377,70.82524857705877,4.2.3,IND
POI_IND_9999_0x3be7c9b2b42b52cf:0xc560894d080a27c2,89608b0b26fffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,70.11154573704056,42.64559053377567,0.645684852,0.35431514777159695,70.50920987180199,4.2.3,IND
POI_IND_9999_0x3be7b9eee6bea70d:0x558aaa31a8dc1cf1,89608b18b0bffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,60.94996603443213,68.47680842817367,54.17692926635181,0.812144515,0.18785548541565703,75.12018040990932,4.2.3,IND
POI_IND_9999_0x3be7cf76832d7e83:0xa0fa9eac27400a84,89608b18b0bffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,60.94996603443213,68.47680842817367,54.17692926635181,0.812144515,0.18785548541565703,75.12018040990932,4.2.3,IND
POI_IND_9999_0x3be7c3d12193838f:0x88908ab285c23909,89608bcdb77ffff,Maharashtra,Thane,IN.MH.TN,Thane,Navi Mumbai,60.98707586915393,79.27450245137481,65.43484301118926,0.617619833,0.3823801669413779,67.77074132580789,4.2.3,IND
POI_IND_9999_0x3be7cf83d1a3c1b3:0x14f5a25e32fc6aba,89608b0a473ffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,66.28113501449965,72.91250086676187,63.72399068,0.809415268,0.19058473246485702,77.00809200261494,4.2.3,IND
POI_IND_9999_0x3be7c9cb4c0c6b6b:0x8c8c8969d013a87,89608b465d7ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,74.19063590140308,44.70692178652951,0.6482671684851029,0.35173283151489715,70.99958467,4.2.3,IND
POI_IND_9999_0x3be7bf007f8d792b:0x4ee9b0398f1d0d27,89608b42583ffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,42.06318820918132,79.35652928,48.15755365764601,0.6075345950614802,0.39246540493851984,68.66432952588222,4.2.3,IND
POI_IND_9999_0x3be79540ed78d74f:0x5f7c5d78dbc9357,89608b50287ffff,Maharashtra,Thane,IN.MH.TN,Kalyan,Nandiwali Tarf Pachanand,85.82151288541661,68.46521755081312,82.01926753130087,0.5958949563529528,0.4041050436470473,68.99810221762779,4.2.3,IND
POI_IND_9999_0x3be7ce8fc390dfd5:0xfafd51e0b8013bd8,89608b0a563ffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,78.31634812058523,71.07491779,81.28514121694408,0.8285970830122165,0.17140291698778362,77.13771058349566,4.2.3,IND
POI_IND_9999_0x3be7b1d20780a709:0x5a93f4c7850b055a,89608b4d1b7ffff,Maharashtra,Palghar,IN.MH.PL,Vasai,Rajavali,51.203805790538325,68.27860361,46.94245522082362,0.1709736626639317,0.8290263373360682,58.68771399705799,4.2.3,IND
POI_IND_9999_0x3be7b924adaaaaab:0x31af4a230b2f46b1,89608b50803ffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,50.92711190236501,76.33517426129762,54.67730947,0.6052768017419426,0.39472319825805746,68.51967703066823,4.2.3,IND
POI_IND_9999_0x3be7c788be17468d:0x8a31c239ed4f797,89608b568bbffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,65.99889218926471,68.00707766439854,69.12634865274056,0.5999020892006056,0.40009791079939444,69.27504139967323,4.2.3,IND
POI_IND_9999_0x3be7b93cbabf2fcd:0xa3b4c90fd6cbd3d2,89608b0b5d7ffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,35.89425293214655,73.06987267569112,19.248963362274413,0.7978571143658376,0.20214288563416238,78.61951992405814,4.2.3,IND
POI_IND_9999_0x3be7b71dbcc678b1:0xe8f1b62625300b73,89608b4418fffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,56.33689421472266,35.93212364724204,0.6195416786999466,0.3804583213000534,70.76051889384178,4.2.3,IND
POI_IND_9999_0x3be7b7002d2f7fdd:0x2c369b50cde8dc58,89608b44297ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,66.31164937447588,59.85822296489546,64.65610076798772,0.6216935490232761,0.3783064509767238,70.69635680201458,4.2.3,IND
POI_IND_9999_0x3be7c0d141473e29:0xcd62f444016bdf68,89608b54eb3ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,73.63575263445638,69.75439912604841,77.39288068877035,0.6363956094071643,0.3636043905928357,70.46744920386026,4.2.3,IND
POI_IND_9999_0x3be7b924487dd125:0xa635ab67f241a059,89608b5528bffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,66.20324475693822,89.59049514,76.65658442118644,0.6107613469165604,0.3892386530834397,68.62494708,4.2.3,IND
POI_IND_9999_0x3be7b65aa4713feb:0xbe3af2ff6eba884c,89608b460afffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,62.58191507831193,75.83816869378154,69.85726928076751,0.6454603827069042,0.35453961729309585,71.06738227563362,4.2.3,IND
POI_IND_9999_0x3be7c787e26d1ccf:0x1d7fa1dd02b27434,89608b56907ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,76.95520038082623,48.377664956310056,0.6113406212267286,0.3886593787732714,69.39446840567459,4.2.3,IND
POI_IND_9999_0x3be7ce0d5b1aacbd:0x2aab05eedf042fbb,89608b5692fffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,88.54258033849439,81.94252456455985,98.42571413119904,0.6178168625272717,0.38218313747272825,69.52746959981873,4.2.3,IND
POI_IND_9999_0x3be7b77a549d4fab:0x1303763c4c57235f,89608b096abffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,84.43998820578815,74.03206173478358,90.45732392721216,0.6496520479433816,0.35034795205661845,70.85651884577429,4.2.3,IND
POI_IND_9999_0x3be7b9bff99a6627:0xe7e9b463f761fbef,89608b42ccfffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,65.04470146612627,80.13461117462873,69.92535470284399,0.611199442,0.38880055848603895,68.86283037,4.2.3,IND
